"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",27,"Brent Alexander",32,"FS",16,16,189,"5-11","Tennessee St.","7/10/1971","9",8,""
"2",94,"Rodney Bailey",24,"",16,0,306,"6-3","Ohio St.","10/7/1979","2",1,"Pittsburgh Steelers / 6th / 181st pick / 2001"
"3",16,"Charlie Batch",29,"",4,0,220,"6-2","East. Michigan","12/5/1974","5",0,"Detroit Lions / 2nd / 60th pick / 1998"
"4",97,"Kendrell Bell",25,"RILB",16,16,254,"6-1","Georgia","7/2/1978","2",9,"Pittsburgh Steelers / 2nd / 39th pick / 2001"
"5",36,"Jerome Bettis",31,"RB",16,10,252,"5-11","Notre Dame","2/16/1972","10",4,"Los Angeles Rams / 1st / 10th pick / 1993"
"6",22,"Dee Brown",25,"",1,0,209,"5-10","Syracuse","5/12/1978","1",0,"Carolina Panthers / 6th / 175th pick / 2001"
"7",87,"Mark Bruener",31,"",14,0,260,"6-4","Washington","9/16/1972","8",0,"Pittsburgh Steelers / 1st / 27th pick / 1995"
"8",80,"Plaxico Burress",26,"WR",16,16,226,"6-5","Michigan St.","8/12/1977","3",7,"Pittsburgh Steelers / 1st / 8th pick / 2000"
"9",96,"Kendrick Clancy",25,"",12,0,305,"6-1","Mississippi","9/17/1978","3",1,"Pittsburgh Steelers / 3rd / 72nd pick / 2000"
"10",48,"Matt Cushing",28,"",4,0,255,"6-4","Illinois","7/2/1975","4",0,""
"11",83,"Chris Doering",30,"",16,0,202,"6-4","Florida","5/19/1973","7",2,"Jacksonville Jaguars / 6th / 185th pick / 1996"
"12",66,"Alan Faneca*",27,"LT",16,16,312,"6-5","LSU","12/7/1976","5",11,"Pittsburgh Steelers / 1st / 26th pick / 1998"
"13",51,"James Farrior",28,"LILB",16,16,242,"6-2","Virginia","1/6/1975","6",9,"New York Jets / 1st / 8th pick / 1997"
"14",50,"Larry Foote",23,"",16,0,234,"6-0","Michigan","6/12/1980","1",1,"Pittsburgh Steelers / 4th / 128th pick / 2002"
"15",71,"Todd Fordham",30,"rt",11,6,320,"6-5","Florida St.","10/9/1973","6",3,""
"16",92,"Jason Gildon",31,"LOLB",16,16,255,"6-4","Oklahoma St.","7/31/1972","9",8,"Pittsburgh Steelers / 3rd / 88th pick / 1994"
"17",53,"Clark Haggans",26,"rolb",16,2,243,"6-4","Colorado St.","1/10/1977","3",2,"Pittsburgh Steelers / 5th / 137th pick / 2000"
"18",98,"Casey Hampton*",26,"NT",16,16,320,"6-1","Texas","9/3/1977","2",10,"Pittsburgh Steelers / 1st / 19th pick / 2001"
"19",64,"Jeff Hartings",31,"C",16,16,301,"6-3","Penn St.","9/7/1972","7",7,"Detroit Lions / 1st / 23rd pick / 1996"
"20",34,"Verron Haynes",24,"",12,0,223,"5-10","Georgia","2/17/1979","1",1,"Pittsburgh Steelers / 5th / 166th pick / 2002"
"21",28,"Chris Hope",23,"",16,0,206,"5-11","Florida St.","9/29/1980","1",2,"Pittsburgh Steelers / 3rd / 94th pick / 2002"
"22",29,"Chidi Iwuoma",25,"",15,0,184,"5-8","California","2/19/1978","2",1,""
"23",95,"Alonzo Jackson",23,"",2,0,262,"6-4","Florida St.","9/15/1980","Rook",0,"Pittsburgh Steelers / 2nd / 59th pick / 2003"
"24",35,"Dan Kreider",26,"FB",16,12,255,"5-11","New Hampshire","3/11/1977","3",1,""
"25",57,"Clint Kriewaldt",27,"",15,0,242,"6-1","Wisc-Stevens Point","3/16/1976","4",2,"Detroit Lions / 6th / 177th pick / 1999"
"26",31,"Mike Logan",29,"SS",16,15,212,"6-0","West Virginia","9/15/1974","6",7,"Jacksonville Jaguars / 2nd / 50th pick / 1997"
"27",8,"Tommy Maddox",32,"QB",16,16,220,"6-4","UCLA","9/2/1971","11",10,"Denver Broncos / 1st / 25th pick / 1992"
"28",89,"Lee Mays",25,"",16,0,200,"6-2","Texas-El Paso","9/18/1978","1",0,"Pittsburgh Steelers / 6th / 202nd pick / 2002"
"29",4,"Josh Miller",33,"",16,0,225,"6-4","Arizona","7/14/1970","7",3,""
"30",78,"Mathias Nkwenti",25,"",1,0,300,"6-3","Temple","5/11/1978","2",0,"Pittsburgh Steelers / 4th / 111th pick / 2001"
"31",56,"Chukky Okobi",25,"",16,0,310,"6-1","Purdue","11/18/1978","2",1,"Pittsburgh Steelers / 5th / 146th pick / 2001"
"32",43,"Troy Polamalu",22,"",16,0,213,"5-10","USC","4/19/1981","Rook",1,"Pittsburgh Steelers / 1st / 16th pick / 2003"
"33",55,"Joey Porter",26,"ROLB",14,14,250,"6-2","Colorado St.","3/22/1977","4",7,"Pittsburgh Steelers / 3rd / 73rd pick / 1999"
"34",82,"Antwaan Randle El",24,"wr",16,1,192,"5-10","Indiana","8/17/1979","1",5,"Pittsburgh Steelers / 2nd / 62nd pick / 2002"
"35",3,"Jeff Reed",24,"",16,0,226,"5-11","North Carolina","4/9/1979","1",1,""
"36",85,"Jay Riemersma",30,"te",11,7,255,"6-5","Michigan","5/17/1973","6",1,"Buffalo Bills / 7th / 244th pick / 1996"
"37",79,"Oliver Ross",29,"RT",16,11,317,"6-5","Iowa St.","9/27/1974","5",5,"Dallas Cowboys / 5th / 138th pick / 1998"
"38",54,"Mike Schneck",26,"",16,0,237,"6-0","Wisconsin","8/4/1977","4",1,""
"39",30,"Chad Scott",29,"LCB",12,12,205,"6-1","Towson,Maryland","9/6/1974","6",6,"Pittsburgh Steelers / 1st / 24th pick / 1997"
"40",73,"Kendall Simmons",24,"RG",16,16,313,"6-3","Auburn","3/11/1979","1",7,"Pittsburgh Steelers / 1st / 30th pick / 2002"
"41",91,"Aaron Smith",27,"DE",16,16,300,"6-5","Northern Colorado","4/9/1976","4",8,"Pittsburgh Steelers / 4th / 109th pick / 1999"
"42",77,"Marvel Smith",25,"lt",6,6,321,"6-5","Arizona St.","8/6/1978","3",2,"Pittsburgh Steelers / 2nd / 38th pick / 2000"
