"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",67,"Ethan Albright",37,"",16,0,283,"6-5","North Carolina","5/1/1971","13",1,""
"2",79,"Lorenzo Alexander",25,"",15,0,300,"6-1","California","5/31/1983","1",2,""
"3",37,"Shaun Alexander",31,"",4,0,225,"5-11","Alabama","8/30/1977","8",0,"Seattle Seahawks / 1st / 19th pick / 2000"
"4",46,"Ladell Betts",29,"",13,0,222,"5-10","Iowa","8/27/1979","6",3,"Washington Redskins / 2nd / 56th pick / 2002"
"5",54,"H.B. Blades",24,"lb",16,5,236,"5-11","Pittsburgh","9/30/1984","1",4,"Washington Redskins / 6th / 179th pick / 2007"
"6",73,"Ryan Boschetti",27,"",3,0,295,"6-4","UCLA","10/7/1981","4",0,""
"7",14,"Durant Brooks",23,"",6,0,202,"6-1","Georgia Tech","4/15/1985","Rook",0,"Washington Redskins / 6th / 168th pick / 2008"
"8",17,"Jason Campbell",27,"QB",16,16,223,"6-5","Auburn","12/31/1981","2",10,"Washington Redskins / 1st / 25th pick / 2005"
"9",50,"Khary Campbell",29,"",14,0,230,"6-3","Bowling Green","4/4/1979","6",1,""
"10",99,"Andre Carter",29,"DE",16,14,265,"6-4","California","5/12/1979","7",8,"San Francisco 49ers / 1st / 7th pick / 2001"
"11",31,"Rock Cartwright",29,"",16,0,223,"5-7","Kansas St.","12/3/1979","6",0,"Washington Redskins / 7th / 257th pick / 2002"
"12",62,"Devin Clark",22,"",2,0,305,"6-4","New Mexico","5/22/1986","Rook",0,""
"13",47,"Chris Cooley*",26,"TE",16,16,252,"6-3","Utah St.","7/11/1982","4",7,"Washington Redskins / 3rd / 81st pick / 2004"
"14",86,"Fred Davis",22,"te",11,2,250,"6-3","USC","1/15/1986","Rook",0,"Washington Redskins / 2nd / 48th pick / 2008"
"15",37,"Reed Doughty",26,"ss",4,3,208,"6-1","Northern Colorado","11/4/1982","2",1,"Washington Redskins / 6th / 173rd pick / 2006"
"16",92,"Demetric Evans",29,"DE",16,11,289,"6-3","Georgia","9/3/1979","7",7,""
"17",69,"Jason Fabini",34,"rt",7,2,304,"6-7","Cincinnati","8/25/1974","10",1,"New York Jets / 4th / 111th pick / 1998"
"18",51,"Alfred Fincher",25,"",14,0,241,"6-1","Connecticut","8/15/1983","3",1,"New Orleans Saints / 3rd / 82nd pick / 2005"
"19",59,"London Fletcher",33,"MLB",16,16,245,"5-10","John Carroll","5/19/1975","10",10,""
"20",68,"Justin Geisinger",26,"",4,0,322,"6-4","Vanderbilt","5/24/1982","2",0,"Buffalo Bills / 6th / 197th pick / 2005"
"21",64,"Kedric Golston",25,"DT",13,12,301,"6-4","Georgia","5/30/1983","2",7,"Washington Redskins / 6th / 196th pick / 2006"
"22",25,"Michael Green",32,"ss",8,2,195,"6-0","NW State (LA)","12/6/1976","8",1,"Chicago Bears / 7th / 254th pick / 2000"
"23",96,"Cornelius Griffin",32,"DT",14,14,300,"6-3","Alabama","12/3/1976","8",8,"New York Giants / 2nd / 42nd pick / 2000"
"24",NA,"Marques Hagans",26,"",2,0,202,"5-10","Virginia","12/29/1982","1",0,"St. Louis Rams / 5th / 144th pick / 2006"
"25",23,"DeAngelo Hall",25,"rcb",7,4,197,"5-10","Virginia Tech","11/19/1983","4",3,"Atlanta Falcons / 1st / 8th pick / 2004"
"26",32,"Justin Hamilton",26,"",2,0,217,"6-3","Virginia Tech","9/17/1982","2",0,"Cleveland Browns / 7th / 222nd pick / 2006"
"27",74,"Stephon Heyer",24,"lt",9,7,319,"6-6","Maryland","1/16/1984","1",3,""
"28",48,"Chris Horton",24,"SS",14,10,212,"6-0","UCLA","12/29/1984","Rook",6,"Washington Redskins / 7th / 249th pick / 2008"
"29",98,"Rob Jackson",23,"",3,0,259,"6-4","Kansas St.","11/3/1985","Rook",0,"Washington Redskins / 7th / 242nd pick / 2008"
"30",78,"Erasmus James",26,"",5,0,263,"6-4","Wisconsin","11/4/1982","3",0,"Minnesota Vikings / 1st / 18th pick / 2005"
"31",76,"Jon Jansen",32,"RT",14,11,305,"6-6","Michigan","1/28/1976","9",4,"Washington Redskins / 2nd / 37th pick / 1999"
"32",12,"Malcolm Kelly",22,"",5,0,218,"6-4","Oklahoma","12/30/1986","Rook",0,"Washington Redskins / 2nd / 51st pick / 2008"
"33",66,"Pete Kendall",35,"LG",16,16,279,"6-5","Boston Col.","7/9/1973","12",6,"Seattle Seahawks / 1st / 21st pick / 1996"
"34",30,"LaRon Landry",24,"FS",16,16,214,"6-1","LSU","10/14/1984","1",8,"Washington Redskins / 1st / 6th pick / 2007"
"35",52,"Rocky McIntosh",26,"LB",16,15,235,"6-2","Miami (FL)","11/15/1982","2",9,"Washington Redskins / 2nd / 35th pick / 2006"
"36",94,"Anthony Montgomery",24,"dt",14,6,301,"6-5","Minnesota","3/8/1984","2",4,"Washington Redskins / 5th / 153rd pick / 2006"
"37",41,"Kareem Moore",24,"s",14,1,213,"5-11","Nicholls St.","8/13/1984","Rook",1,"Washington Redskins / 6th / 180th pick / 2008"
"38",89,"Santana Moss",29,"WR",16,16,185,"5-10","Miami (FL)","6/1/1979","7",10,"New York Jets / 1st / 16th pick / 2001"
"39",1,"Ryan Plackemeier",24,"",10,0,245,"6-3","Wake Forest","3/5/1984","2",1,"Seattle Seahawks / 7th / 239th pick / 2006"
"40",26,"Clinton Portis*",27,"RB",16,16,205,"5-11","Miami (FL)","9/1/1981","6",10,"Denver Broncos / 2nd / 51st pick / 2002"
"41",61,"Casey Rabach",31,"C",16,16,301,"6-4","Wisconsin","9/24/1977","6",6,"Baltimore Ravens / 3rd / 92nd pick / 2001"
"42",82,"Antwaan Randle El",29,"WR",16,16,192,"5-10","Indiana","8/17/1979","6",5,"Pittsburgh Steelers / 2nd / 62nd pick / 2002"
"43",22,"Carlos Rogers",27,"RCB",16,14,199,"6-0","Auburn","7/2/1981","3",8,"Washington Redskins / 1st / 9th pick / 2005"
"44",60,"Chris Samuels*",31,"LT",12,12,310,"6-5","Alabama","7/28/1977","8",6,"Washington Redskins / 1st / 3rd pick / 2000"
"45",45,"Mike Sellers*",33,"fb",16,6,260,"6-3","Walla Walla CC (WA)","7/21/1975","10",1,""
"46",27,"Fred Smoot",29,"LCB",16,9,174,"5-11","Mississippi St.","4/17/1979","7",5,"Washington Redskins / 2nd / 45th pick / 2001"
"47",24,"Shawn Springs",33,"lcb",9,7,204,"6-0","Ohio St.","3/11/1975","11",4,"Seattle Seahawks / 1st / 3rd pick / 1997"
"48",6,"Shaun Suisham",27,"",16,0,199,"6-0","Bowling Green","12/29/1981","3",1,""
"49",55,"Jason Taylor",34,"de",13,8,255,"6-6","Akron","9/1/1974","11",6,"Miami Dolphins / 3rd / 73rd pick / 1997"
"50",11,"Devin Thomas",22,"wr",16,1,215,"6-2","Michigan St.","11/15/1986","Rook",1,"Washington Redskins / 2nd / 34th pick / 2008"
"51",77,"Randy Thomas",32,"RG",16,16,306,"6-5","Mississippi St.","1/19/1976","9",6,"New York Jets / 2nd / 57th pick / 1999"
"52",83,"James Thrash",33,"wr",16,5,200,"6-0","Missouri Southern","4/28/1975","11",1,""
"53",29,"Leigh Torrence",26,"",9,0,183,"6-0","Stanford","1/4/1982","3",1,""
"54",20,"Justin Tryon",24,"",14,0,185,"5-11","Arizona St.","5/29/1984","Rook",1,"Washington Redskins / 4th / 124th pick / 2008"
"55",53,"Marcus Washington",31,"LB",10,9,247,"6-3","Auburn","10/17/1977","8",5,"Indianapolis Colts / 2nd / 59th pick / 2000"
"56",95,"Chris Wilson",26,"",16,0,240,"6-4","Northwood College","7/10/1982","1",2,""
"57",87,"Todd Yoder",30,"wr",16,2,250,"6-4","Vanderbilt","3/18/1978","8",0,""
"58",NA,"Team Total",27.7,"",16,NA,243.9,"6-2.0","","","4.7",NA,""
