"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",61,"Mark Adickes",27,"RG",10,10,278,"6-4","Baylor","4/22/1961","2",4,"Kansas City Chiefs / 1st / 5th pick / 1984 Supp"
"2",76,"John Alt",26,"LT",14,13,298,"6-8","Iowa","5/30/1962","4",6,"Kansas City Chiefs / 1st / 21st pick / 1984"
"3",91,"Gary Baldinger",25,"de",11,4,264,"6-3","Wake Forest","10/4/1963","2",2,"Kansas City Chiefs / 9th / 229th pick / 1986"
"4",77,"Rich Baldinger",29,"LG",14,14,285,"6-4","Wake Forest","12/31/1959","6",6,"New York Giants / 10th / 270th pick / 1982"
"5",58,"Tom Baugh",25,"C",12,10,274,"6-3","Southern Illinois","12/1/1963","2",5,"Kansas City Chiefs / 4th / 87th pick / 1986"
"6",99,"Mike Bell",31,"RDE",12,12,255,"6-4","Colorado St.","8/30/1957","9",5,"Kansas City Chiefs / 1st / 2nd pick / 1979"
"7",34,"Lloyd Burruss",31,"SS",10,9,204,"6-0","Maryland","10/31/1957","7",3,"Kansas City Chiefs / 3rd / 78th pick / 1981"
"8",88,"Carlos Carson",30,"WR",14,14,180,"5-11","LSU","12/28/1958","8",6,"Kansas City Chiefs / 5th / 114th pick / 1980"
"9",20,"Deron Cherry*+",29,"FS",16,16,197,"5-11","Rutgers","9/12/1959","7",13,""
"10",54,"Tim Cofield",25,"ROLB",16,15,243,"6-2","Elizabeth City St.","5/18/1963","2",7,""
"11",81,"Darrell Colbert",24,"",3,0,174,"5-10","Texas Southern","11/16/1964","1",0,""
"12",55,"Louis Cooper",25,"lb",11,4,240,"6-2","West. Carolina","8/5/1963","3",2,"Seattle Seahawks / 11th / 305th pick / 1985"
"13",17,"Steve DeBerg",34,"QB",13,11,210,"6-3","San Jose St.","1/19/1954","10",8,"Dallas Cowboys / 10th / 275th pick / 1977"
"14",50,"Jack Del Rio",25,"LOLB",15,10,246,"6-4","USC","4/4/1963","3",5,"New Orleans Saints / 3rd / 68th pick / 1985"
"15",65,"Curt DiGiacomo",25,"",12,0,270,"6-4","Arizona","10/24/1963","2",1,""
"16",75,"Irv Eatman",27,"RT",16,14,293,"6-7","UCLA","1/1/1961","2",6,"Kansas City Chiefs / 8th / 204th pick / 1983"
"17",64,"Gerry Feehery",28,"c",6,6,268,"6-2","Syracuse","3/9/1960","5",3,""
"18",48,"Kenny Gamble",23,"",16,0,197,"5-10","Colgate","3/8/1965","Rook",0,"Kansas City Chiefs / 10th / 251st pick / 1988"
"19",2,"Kelly Goodburn",26,"P",16,0,195,"6-2","Emporia St.,Iowa St.","4/14/1962","1",2,""
"20",98,"Leonard Griffin",26,"LDE",15,9,268,"6-4","Grambling St.","9/22/1962","2",4,"Kansas City Chiefs / 3rd / 63rd pick / 1986"
"21",56,"Dino Hackett*",24,"RILB",13,13,228,"6-3","Appalachian St.","6/28/1964","2",8,"Kansas City Chiefs / 2nd / 35th pick / 1986"
"22",93,"Dee Hardison",32,"de",7,1,274,"6-4","North Carolina","5/2/1956","10",1,"Buffalo Bills / 2nd / 32nd pick / 1978"
"23",86,"Emile Harry",25,"wr",16,2,175,"5-11","Stanford","4/5/1963","2",3,"Atlanta Falcons / 4th / 89th pick / 1985"
"24",64,"James Harvey",23,"",1,0,265,"6-3","Jackson St.","11/27/1965","1",0,""
"25",59,"Andy Hawkins",30,"lb",7,3,225,"6-2","Texas A&M-Kingsville","3/31/1958","8",2,"Tampa Bay Buccaneers / 10th / 267th pick / 1980"
