"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",98,"Sam Adams",24,"LDT",16,15,350,"6-3","Texas A&M","6/13/1973","3",7,"Seattle Seahawks / 1st / 8th pick / 1994"
"2",74,"James Atkins",27,"t",13,3,306,"6-6","La-Lafayette","1/28/1970","3",3,""
"3",75,"Howard Ballard",34,"RT",10,10,325,"6-6","Alabama A&M","11/3/1963","9",5,"Buffalo Bills / 11th / 283rd pick / 1987"
"4",54,"Mike Barber",26,"lb",8,2,246,"6-0","Clemson","11/9/1971","2",2,""
"5",63,"Frank Beede",24,"rg",16,6,296,"6-4","California,Panhandle State (OK)","5/1/1973","1",4,""
"6",20,"Jay Bellamy",25,"ss",16,7,200,"5-11","Rutgers","7/8/1972","3",3,""
"7",36,"Bennie Blades",31,"SS",10,9,221,"6-0","Miami (FL)","9/3/1966","9",4,"Detroit Lions / 1st / 3rd pick / 1988"
"8",89,"Brian Blades",32,"wr",11,3,189,"5-11","Miami (FL)","7/24/1965","9",3,"Seattle Seahawks / 2nd / 49th pick / 1988"
"9",60,"Greg Bloedorn",25,"",2,0,278,"6-6","Cornell","11/15/1972","Rook",0,""
"10",31,"Steve Broussard",30,"KR",16,1,201,"5-7","Washington St.","2/22/1967","7",4,"Atlanta Falcons / 1st / 20th pick / 1990"
"11",94,"Chad Brown",27,"RLB",15,15,245,"6-2","Colorado","7/12/1970","4",9,"Pittsburgh Steelers / 2nd / 44th pick / 1993"
"12",34,"Reggie Brown",24,"",11,0,244,"6-0","Fresno St.","6/26/1973","1",0,"Seattle Seahawks / 3rd / 91st pick / 1996"
"13",59,"Joe Cain",32,"",11,0,242,"6-1","Stanford,Oregon Tech","6/11/1965","8",1,"Minnesota Vikings / 8th / 210th pick / 1988"
"14",11,"Andre Coleman",25,"",2,0,165,"5-9","Kansas St.","9/19/1972","3",0,"San Diego Chargers / 3rd / 70th pick / 1994"
"15",87,"Carlester Crumpler",26,"TE",15,12,260,"6-6","East Carolina","9/5/1971","3",3,"Seattle Seahawks / 7th / 202nd pick / 1994"
"16",93,"Phillip Daniels",24,"RDE",13,10,290,"6-3","Georgia","3/4/1973","1",5,"Seattle Seahawks / 4th / 99th pick / 1996"
"17",83,"Tyree Davis",27,"wr",13,1,175,"5-9","Central Arkansas","9/23/1970","2",0,"Tampa Bay Buccaneers / 7th / 176th pick / 1993"
"18",67,"Antonio Edwards",27,"",1,0,271,"6-3","Valdosta St.","3/10/1970","4",0,"Seattle Seahawks / 8th / 204th pick / 1993"
"19",86,"Christian Fauria",26,"te",16,3,250,"6-4","Colorado","9/22/1971","2",1,"Seattle Seahawks / 2nd / 39th pick / 1995"
"20",17,"John Friesz",30,"qb",2,1,214,"6-4","Idaho","5/19/1967","7",0,"San Diego Chargers / 6th / 138th pick / 1990"
"21",84,"Joey Galloway",26,"WR",15,15,197,"5-11","Ohio St.","11/20/1971","2",10,"Seattle Seahawks / 1st / 8th pick / 1995"
"22",77,"Derrick Graham",30,"RG",9,9,310,"6-4","Appalachian St.","3/18/1967","7",5,"Kansas City Chiefs / 5th / 124th pick / 1990"
"23",58,"Darryl Hardy",29,"",2,0,230,"6-2","Tennessee","11/22/1968","2",0,"Atlanta Falcons / 10th / 270th pick / 1992"
"24",81,"Ronnie Harris",27,"PR",13,0,179,"5-11","Oregon","6/4/1970","4",1,""
"25",91,"Martin Harrison",30,"",8,0,252,"6-5","Washington","9/20/1967","7",1,"San Francisco 49ers / 10th / 276th pick / 1990"
"26",26,"Tim Hauck",31,"",16,0,187,"5-10","Pacific (OR),Montana","12/20/1966","7",1,""
"27",18,"Daryl Hobbs",29,"",10,0,175,"6-2","Pacific","5/23/1968","4",0,""
"28",71,"Walter Jones",23,"LT",12,12,315,"6-5","Florida St.","1/19/1974","Rook",7,"Seattle Seahawks / 1st / 6th pick / 1997"
"29",66,"Pete Kendall",24,"LG",16,16,279,"6-5","Boston Col.","7/9/1973","1",9,"Seattle Seahawks / 1st / 21st pick / 1996"
"30",96,"Cortez Kennedy",29,"RDT",8,8,305,"6-3","Miami (FL)","8/23/1968","7",3,"Seattle Seahawks / 1st / 3rd pick / 1990"
"31",7,"Jon Kitna",25,"qb",3,1,220,"6-2","Central Washington","9/21/1972","Rook",1,""
"32",99,"Matt LaBounty",28,"rde",16,6,271,"6-4","Oregon","1/3/1969","4",3,"San Francisco 49ers / 12th / 327th pick / 1992"
"33",39,"Jeremy Lincoln",28,"db",12,3,180,"5-10","Tennessee","4/7/1969","4",2,"Chicago Bears / 3rd / 80th pick / 1992"
"34",56,"James Logan",25,"lb",14,1,222,"6-2","Memphis","12/6/1972","2",1,""
"35",52,"Kevin Mawae",26,"C",16,16,289,"6-4","LSU","1/23/1971","3",9,"Seattle Seahawks / 2nd / 36th pick / 1994"
"36",88,"Deems May",28,"",16,0,263,"6-4","North Carolina","3/6/1969","5",0,"San Diego Chargers / 7th / 174th pick / 1992"
"37",82,"James McKnight",25,"wr",12,6,198,"6-1","Liberty","6/17/1972","3",6,""
"38",1,"Warren Moon*",41,"QB",15,14,218,"6-3","Washington","11/18/1956","13",12,""
"39",55,"Winston Moss",32,"LLB",14,14,245,"6-3","Miami (FL)","12/24/1965","10",6,"Tampa Bay Buccaneers / 2nd / 50th pick / 1987"
"40",76,"Riddick Parker",25,"",12,0,295,"6-3","North Carolina","11/20/1972","Rook",1,""
"41",2,"Todd Peterson",27,"K",16,0,180,"5-11","Navy,Georgia","2/4/1970","3",3,"New York Giants / 7th / 177th pick / 1993"
"42",85,"Mike Pritchard",28,"WR",16,15,188,"5-10","Colorado","10/26/1969","6",8,"Atlanta Falcons / 1st / 13th pick / 1991"
"43",29,"C.J. Richardson",25,"",14,0,209,"5-10","Miami (FL)","6/10/1972","2",1,"Houston Oilers / 7th / 211th pick / 1995"
