"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",75,"Bill Acker",28,"",15,0,255,"6-3","Texas","11/7/1956","4",1,"St. Louis Cardinals / 6th / 142nd pick / 1980"
"2",50,"Joe Azelby",22,"",14,0,225,"6-1","Harvard","3/5/1962","Rook",1,"Buffalo Bills / 10th / 263rd pick / 1984"
"3",84,"Buster Barnett",26,"te",16,7,228,"6-5","Jackson St.","11/24/1958","3",0,"Buffalo Bills / 11th / 299th pick / 1981"
"4",43,"Martin Bayless",22,"db",13,1,195,"6-2","Bowling Green","10/11/1962","Rook",1,"St. Louis Cardinals / 4th / 101st pick / 1984"
"5",28,"Greg Bell*",22,"RB",16,15,210,"5-10","Notre Dame","8/1/1962","Rook",8,"Buffalo Bills / 1st / 26th pick / 1984"
"6",36,"Rodney Bellinger",22,"db",10,2,186,"5-8","Miami (FL)","6/4/1962","Rook",1,"Buffalo Bills / 3rd / 77th pick / 1984"
"7",73,"Jon Borchardt",27,"RG",16,16,260,"6-5","Montana St.","8/13/1957","5",6,"Buffalo Bills / 3rd / 62nd pick / 1979"
"8",86,"Mark Brammer",26,"te",12,1,238,"6-3","Michigan St.","5/3/1958","4",0,"Buffalo Bills / 3rd / 67th pick / 1980"
"9",81,"Mitchell Brookins",24,"",16,0,196,"5-11","Illinois","12/10/1960","Rook",2,"Buffalo Bills / 4th / 95th pick / 1984"
"10",30,"Brian Carpenter",24,"LCB",13,10,167,"5-10","Michigan","11/27/1960","2",4,"Dallas Cowboys / 4th / 101st pick / 1982"
"11",63,"Justin Cross",25,"",7,0,263,"6-6","West. State (CO)","4/29/1959","2",0,"Buffalo Bills / 10th / 272nd pick / 1981"
"12",18,"Joe Danelo",31,"K",9,0,166,"5-9","Washington St.","9/2/1953","9",0,"Miami Dolphins / 10th / 257th pick / 1975"
"13",59,"Stan David",22,"lb",16,3,210,"6-3","Texas Tech","2/17/1962","Rook",2,"Buffalo Bills / 7th / 182nd pick / 1984"
"14",89,"Julius Dawkins",23,"wr",16,3,196,"6-1","Pittsburgh","1/4/1961","1",2,"Buffalo Bills / 12th / 320th pick / 1983"
"15",83,"Preston Dennard",29,"WR",16,13,185,"6-1","New Mexico","11/28/1955","6",3,""
