"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",75,"Oday Aboushi",23,"LG",15,10,308,"6-5","Virginia","6/5/1991","1",4,"New York Jets / 5th / 141st pick / 2013"
"2",24,"Phillip Adams",26,"cb",12,4,193,"6-0","South Carolina St.","7/20/1988","4",3,"San Francisco 49ers / 7th / 224th pick / 2010"
"3",39,"Antonio Allen",26,"CB",15,8,210,"6-1","South Carolina","9/23/1988","2",4,"New York Jets / 7th / 242nd pick / 2012"
"4",88,"Jace Amaro",22,"te",14,4,265,"6-5","Texas Tech","6/26/1992","Rook",3,"New York Jets / 2nd / 49th pick / 2014"
"5",58,"Jason Babin",34,"lb",16,4,265,"6-4","West. Michigan","5/24/1980","10",3,"Houston Texans / 1st / 27th pick / 2004"
"6",95,"Antwan Barnes",30,"",5,0,240,"6-1","Florida International","10/19/1984","7",0,"Baltimore Ravens / 4th / 134th pick / 2007"
"7",99,"T.J. Barnes",24,"",6,0,364,"6-7","Georgia Tech","6/14/1990","1",0,""
"8",54,"Nick Bellore",25,"",16,0,238,"6-1","Central Michigan","5/12/1989","3",1,""
"9",40,"Tommy Bohanon",24,"fb",4,2,246,"6-1","Wake Forest","9/10/1990","1",0,"New York Jets / 7th / 215th pick / 2013"
"10",32,"Josh Bush",25,"",3,0,208,"5-11","Wake Forest","3/5/1989","2",0,"New York Jets / 6th / 187th pick / 2012"
"11",66,"Willie Colon",31,"RG",16,16,320,"6-3","Hofstra","4/9/1983","8",6,"Pittsburgh Steelers / 4th / 131st pick / 2006"
"12",38,"John Conner",27,"fb",12,3,240,"5-11","Kentucky","6/8/1987","4",0,"New York Jets / 5th / 139th pick / 2010"
"13",98,"Quinton Coples",24,"LB",16,15,284,"6-6","North Carolina","6/22/1990","2",8,"New York Jets / 1st / 16th pick / 2012"
"14",85,"Jeff Cumberland",27,"TE",16,14,249,"6-4","Illinois","5/2/1987","4",2,""
"15",56,"Demario Davis",25,"LB",16,16,235,"6-2","Arkansas St.","1/11/1989","2",10,"New York Jets / 3rd / 77th pick / 2012"
"16",87,"Eric Decker",27,"WR",15,15,206,"6-3","Minnesota","3/15/1987","4",7,"Denver Broncos / 3rd / 87th pick / 2010"
"17",78,"Leger Douzable",28,"",16,0,305,"6-4","Central Florida","5/31/1986","5",0,""
"18",55,"A.J. Edds",27,"",4,0,246,"6-4","Iowa","9/18/1987","3",0,"Miami Dolphins / 4th / 119th pick / 2010"
"19",93,"Kenrick Ellis",27,"",14,0,346,"6-5","Hampton","12/10/1987","3",1,"New York Jets / 3rd / 94th pick / 2011"
"20",51,"IK Enemkpali",23,"",6,0,261,"6-1","Louisiana Tech","7/3/1991","Rook",0,"New York Jets / 6th / 210th pick / 2014"
"21",82,"Quincy Enunwa",22,"",1,0,225,"6-2","Nebraska","5/31/1992","Rook",0,"New York Jets / 6th / 209th pick / 2014"
"22",60,"D'Brickashaw Ferguson",31,"LT",16,16,295,"6-5","Virginia","12/10/1983","8",6,"New York Jets / 1st / 4th pick / 2006"
"23",2,"Nick Folk",30,"",16,0,211,"6-2","Arizona","11/5/1984","7",3,"Dallas Cowboys / 6th / 178th pick / 2007"
"24",63,"Dalton Freeman",24,"c",16,1,291,"6-5","Clemson","6/18/1990","1",1,""
"25",68,"Breno Giacomini",29,"RT",16,16,304,"6-7","Louisville","9/27/1985","6",6,"Green Bay Packers / 5th / 150th pick / 2008"
"26",10,"T.J. Graham",25,"",12,0,188,"5-11","North Carolina St.","7/27/1989","2",1,"Buffalo Bills / 3rd / 69th pick / 2012"
"27",15,"Saalim Hakim",24,"",16,0,188,"5-11","Palomar J.C.","2/1/1990","2",0,""
