"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",35,"B.J. Askew",26,"fb",13,5,233,"6-3","Michigan","8/19/1980","3",1,"New York Jets / 3rd / 85th pick / 2003"
"2",86,"Chris Baker",27,"TE",16,14,258,"6-3","Michigan St.","11/18/1979","4",3,"New York Jets / 3rd / 88th pick / 2002"
"3",96,"Dave Ball",25,"",10,0,275,"6-6","UCLA","1/4/1981","2",1,"San Diego Chargers / 5th / 133rd pick / 2004"
"4",32,"Kevan Barlow",27,"rb",12,3,238,"6-1","Pittsburgh","1/7/1979","5",3,"San Francisco 49ers / 3rd / 80th pick / 2001"
"5",36,"David Barrett",29,"rcb",13,3,208,"5-10","Arkansas","12/22/1977","6",2,"Arizona Cardinals / 4th / 102nd pick / 2000"
"6",50,"Eric Barton",29,"LB",16,15,245,"6-2","Maryland","9/29/1977","7",7,"Oakland Raiders / 5th / 146th pick / 1999"
"7",23,"Derrick Blaylock",27,"rb",4,2,205,"5-9","S.F. Austin","8/23/1979","4",1,"Kansas City Chiefs / 5th / 150th pick / 2001"
"8",58,"Matt Chatham",29,"",16,0,250,"6-4","South Dakota","6/28/1977","6",1,""
"9",6,"Kellen Clemens",23,"",2,0,224,"6-2","Oregon","6/6/1983","Rook",0,"New York Jets / 2nd / 49th pick / 2006"
"10",68,"Anthony Clement",30,"RT",16,16,333,"6-8","La-Lafayette","4/10/1976","8",9,"Arizona Cardinals / 2nd / 36th pick / 1998"
"11",30,"Drew Coleman",23,"rcb",16,4,173,"5-8","TCU","4/22/1983","Rook",2,"New York Jets / 6th / 189th pick / 2006"
"12",26,"Erik Coleman",24,"S",16,13,200,"5-10","Washington St.","5/6/1982","2",5,"New York Jets / 5th / 143rd pick / 2004"
"13",87,"Laveranues Coles",29,"WR",16,16,193,"5-11","Florida St.","12/29/1977","6",11,"New York Jets / 3rd / 78th pick / 2000"
"14",89,"Jerricho Cotchery",24,"WR",16,16,200,"6-1","North Carolina St.","6/16/1982","2",10,"New York Jets / 4th / 108th pick / 2004"
"15",85,"James Dearth",30,"",16,0,270,"6-4","Tulsa,Tarleton St.","1/22/1976","7",0,"Cleveland Browns / 6th / 191st pick / 1999"
"16",17,"Tim Dwight",31,"wr",9,2,180,"5-8","Iowa","7/13/1975","8",1,"Atlanta Falcons / 4th / 114th pick / 1998"
"17",21,"Andre Dyson",27,"LCB",15,15,183,"5-10","Utah","5/25/1979","5",6,"Tennessee Titans / 2nd / 60th pick / 2001"
"18",92,"Shaun Ellis",29,"DE",16,16,285,"6-5","Tennessee","6/24/1977","6",7,"New York Jets / 1st / 12th pick / 2000"
"19",60,"D'Brickashaw Ferguson",23,"LT",16,16,295,"6-5","Virginia","12/10/1983","Rook",9,"New York Jets / 1st / 4th pick / 2006"
"20",7,"Ben Graham",33,"",16,0,230,"6-5","Deakin (Australia)","11/2/1973","1",2,""
"21",98,"Bobby Hamilton",35,"",16,1,280,"6-5","Southern Miss","7/1/1971","10",2,""
"22",54,"Victor Hobson",26,"LB",16,16,252,"6-0","Michigan","2/3/1980","3",8,"New York Jets / 2nd / 53rd pick / 2003"
"23",44,"James Hodgins",29,"",6,0,274,"6-1","San Jose St.","4/30/1977","7",0,""
"24",34,"Cedric Houston",24,"rb",8,1,225,"5-11","Tennessee","6/28/1982","1",3,"New York Jets / 6th / 182nd pick / 2005"
"25",79,"Adrian Jones",25,"",9,0,296,"6-4","Kansas","6/10/1981","2",1,"New York Jets / 4th / 132nd pick / 2004"
"26",55,"Brad Kassell",26,"",16,1,242,"6-3","North Texas","1/7/1980","4",2,""
"27",64,"Norm Katnik",25,"lg",3,2,280,"6-4","USC","7/2/1981","Rook",1,""
"28",66,"Pete Kendall",33,"LG",14,14,279,"6-5","Boston Col.","7/9/1973","10",8,"Seattle Seahawks / 1st / 21st pick / 1996"
"29",74,"Nick Mangold",22,"C",16,16,295,"6-3","Ohio St.","1/13/1984","Rook",9,"New York Jets / 1st / 29th pick / 2006"
"30",41,"Jamar Martin",26,"",2,0,256,"5-11","Ohio St.","4/12/1980","3",0,"Dallas Cowboys / 4th / 129th pick / 2002"
"31",81,"Justin McCareins",28,"wr",16,7,215,"6-2","Northern Illinois","12/1/1978","5",3,"Tennessee Titans / 4th / 124th pick / 2001"
"32",22,"Justin Miller*",22,"rcb",16,4,202,"5-10","Clemson","2/14/1984","1",9,"New York Jets / 2nd / 57th pick / 2005"
"33",65,"Brandon Moore",26,"RG",16,16,295,"6-3","Illinois","6/3/1980","3",9,""
"34",77,"Rashad Moore",27,"",13,0,324,"6-3","Tennessee","3/16/1979","3",0,"Seattle Seahawks / 6th / 183rd pick / 2003"
"35",75,"C.J. Mosley",23,"",5,0,314,"6-2","Missouri","8/6/1983","1",1,"Minnesota Vikings / 6th / 191st pick / 2005"
"36",52,"Ryan Myers",26,"",3,0,245,"6-2","Ashland,Akron","2/27/1980","1",0,""
"37",1,"Mike Nugent",24,"",16,0,182,"5-10","Ohio St.","3/2/1982","1",4,"New York Jets / 2nd / 47th pick / 2005"
"38",10,"Chad Pennington",30,"QB",16,16,225,"6-3","Marshall","6/26/1976","6",12,"New York Jets / 1st / 18th pick / 2000"
"39",31,"Hank Poteat",29,"rcb",11,6,192,"5-9","Pittsburgh","8/30/1977","6",3,"Pittsburgh Steelers / 3rd / 77th pick / 2000"
"40",11,"Patrick Ramsey",27,"",1,0,225,"6-2","Tulane","2/14/1979","4",0,"Washington Redskins / 1st / 32nd pick / 2002"
"41",25,"Kerry Rhodes",24,"S",16,16,209,"6-3","Louisville","8/2/1982","1",11,"New York Jets / 4th / 123rd pick / 2005"
"42",57,"Ryan Riddle",25,"",5,0,251,"6-2","California","7/5/1981","1",0,"Oakland Raiders / 6th / 212th pick / 2005"
"43",63,"Dewayne Robertson",25,"DT",16,16,317,"6-1","Kentucky","10/16/1981","3",7,"New York Jets / 1st / 4th pick / 2003"
"44",88,"Sean Ryan",26,"te",16,3,254,"6-5","Boston Col.","3/27/1980","2",0,"Dallas Cowboys / 5th / 144th pick / 2004"
"45",56,"Anthony Schlegel",25,"",4,0,245,"6-1","Air Force,Ohio St.","3/1/1981","Rook",0,"New York Jets / 3rd / 76th pick / 2006"
"46",16,"Brad Smith",23,"rb",16,3,210,"6-2","Missouri","12/12/1983","Rook",1,"New York Jets / 4th / 103rd pick / 2006"
"47",33,"Eric Smith",23,"",15,0,209,"6-1","Michigan St.","3/17/1983","Rook",1,"New York Jets / 3rd / 97th pick / 2006"
"48",71,"Wade Smith",25,"",7,0,300,"6-4","Memphis","4/26/1981","3",0,"Miami Dolphins / 3rd / 78th pick / 2003"
"49",53,"Cody Spencer",25,"",12,0,245,"6-2","North Texas","6/1/1981","2",1,"Oakland Raiders / 6th / 182nd pick / 2004"
"50",20,"Derrick Strait",26,"s",5,2,189,"5-11","Oklahoma","8/27/1980","2",1,"New York Jets / 3rd / 76th pick / 2004"
"51",99,"Bryan Thomas",27,"DE",16,16,266,"6-4","Ala-Birmingham","6/7/1979","4",9,"New York Jets / 1st / 22nd pick / 2002"
"52",38,"Jamie Thompson",23,"",3,0,190,"6-0","Oklahoma St.","5/25/1983","Rook",0,""
"53",45,"Stacy Tutt",24,"",2,0,235,"6-2","Richmond","8/8/1982","Rook",0,""
"54",51,"Jonathan Vilma",24,"MLB",16,16,230,"6-1","Miami (FL)","4/16/1982","2",7,"New York Jets / 1st / 12th pick / 2004"
"55",67,"Kimo von Oelhoffen",35,"DT",16,16,300,"6-4","Hawaii,Boise St.","1/30/1971","12",6,"Cincinnati Bengals / 6th / 162nd pick / 1994"
"56",29,"Leon Washington",24,"RB",16,8,210,"5-8","Florida St.","8/29/1982","Rook",7,"New York Jets / 4th / 117th pick / 2006"
"57",42,"Rashad Washington",26,"",16,0,217,"6-3","Kansas St.","3/15/1980","2",1,"New York Jets / 7th / 236th pick / 2004"
"58",15,"Wallace Wright",22,"",5,0,191,"6-0","North Carolina","2/1/1984","Rook",0,""
"59",NA,"Team Total",26.4,"",16,NA,242.1,"6-1.6","","","3.2",NA,""
