"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",9,"Shane Andrus",29,"",1,0,214,"5-11","Murray St.,West. Kentucky","10/2/1980","Rook",0,""
"2",NA,"David Baas",28,"LG",16,16,319,"6-4","Michigan","9/28/1981","4",7,"San Francisco 49ers / 2nd / 33rd pick / 2005"
"3",96,"Kentwan Balmer",23,"",11,0,298,"6-5","North Carolina","10/15/1986","1",1,"San Francisco 49ers / 1st / 29th pick / 2008"
"4",83,"Arnaz Battle",29,"",15,0,217,"6-1","Notre Dame","2/22/1980","6",0,"San Francisco 49ers / 6th / 197th pick / 2003"
"5",31,"Dre' Bly",32,"lcb",16,6,185,"5-9","North Carolina","5/22/1977","10",5,"St. Louis Rams / 2nd / 41st pick / 1999"
"6",57,"Diyral Briggs",24,"",4,0,230,"6-4","Bowling Green","10/31/1985","Rook",0,""
"7",55,"Ahmad Brooks",25,"",14,0,255,"6-4","Virginia","3/14/1984","3",2,"Cincinnati Bengals / 3rd / 2006 Supp"
"8",25,"Tarell Brown",24,"lcb",16,4,190,"5-11","Texas","1/6/1985","2",3,"San Francisco 49ers / 5th / 147th pick / 2007"
"9",88,"Isaac Bruce",37,"wr",10,7,188,"6-0","Memphis","11/10/1972","15",2,"Los Angeles Rams / 2nd / 33rd pick / 1994"
"10",22,"Nate Clements",30,"lcb",7,6,209,"6-0","Ohio St.","12/12/1979","8",3,"Buffalo Bills / 1st / 21st pick / 2001"
"11",29,"Glen Coffee",22,"rb",14,2,200,"6-1","Alabama","5/1/1987","Rook",2,"San Francisco 49ers / 3rd / 74th pick / 2009"
"12",15,"Michael Crabtree",22,"WR",11,11,215,"6-2","Texas Tech","9/14/1987","Rook",6,"San Francisco 49ers / 1st / 10th pick / 2009"
"13",85,"Vernon Davis*",25,"TE",16,16,250,"6-3","Maryland","1/31/1984","3",9,"San Francisco 49ers / 1st / 6th pick / 2006"
"14",93,"Demetric Evans",30,"",14,0,289,"6-3","Georgia","9/3/1979","8",1,""
"15",92,"Aubrayo Franklin",29,"NT",16,16,320,"6-1","Tennessee","8/27/1980","6",9,"Baltimore Ravens / 5th / 146th pick / 2003"
"16",38,"Dashon Goldson",25,"FS",16,16,205,"6-2","Washington","9/18/1984","2",9,"San Francisco 49ers / 4th / 126th pick / 2007"
"17",21,"Frank Gore*",26,"RB",14,14,215,"5-9","Miami (FL)","5/14/1983","4",12,"San Francisco 49ers / 3rd / 65th pick / 2005"
"18",98,"Parys Haralson",25,"LB",16,16,253,"6-1","Tennessee","1/24/1984","3",9,"San Francisco 49ers / 5th / 140th pick / 2006"
"19",54,"Marques Harris",28,"",4,0,231,"6-1","Southern Utah,Southern Utah","9/20/1981","4",0,""
"20",NA,"Eric Heitmann",29,"C",16,16,305,"6-3","Stanford","2/24/1980","7",7,"San Francisco 49ers / 7th / 239th pick / 2002"
"21",89,"Jason Hill",24,"",11,0,204,"6-1","Washington St.","2/20/1985","2",1,"San Francisco 49ers / 3rd / 76th pick / 2007"
"22",13,"Shaun Hill",29,"qb",6,6,210,"6-5","Maryland","1/9/1980","4",3,""
"23",23,"Marcus Hudson",27,"",12,0,200,"6-2","North Carolina St.","11/15/1982","3",1,"San Francisco 49ers / 6th / 192nd pick / 2006"
"24",NA,"Ricky Jean-Francois",23,"",3,0,295,"6-3","LSU","11/23/1986","Rook",0,"San Francisco 49ers / 7th / 244th pick / 2009"
"25",86,"Brian Jennings",33,"",16,0,245,"6-5","Arizona St.","10/14/1976","9",1,"San Francisco 49ers / 7th / 230th pick / 2000"
"26",81,"Brandon Jones",27,"",8,0,208,"6-1","Oklahoma","10/6/1982","4",0,"Tennessee Titans / 3rd / 96th pick / 2005"
"27",99,"Manny Lawson",25,"LB",16,16,240,"6-5","North Carolina St.","7/3/1984","3",9,"San Francisco 49ers / 1st / 22nd pick / 2006"
"28",4,"Andy Lee*",27,"",16,0,205,"6-0","Pittsburgh","8/11/1982","5",4,"San Francisco 49ers / 6th / 188th pick / 2004"
"29",32,"Michael Lewis",29,"SS",15,15,211,"6-1","Colorado","4/29/1980","7",7,"Philadelphia Eagles / 2nd / 58th pick / 2002"
"30",91,"Ray McDonald",25,"",16,0,276,"6-4","Florida","9/20/1984","2",3,"San Francisco 49ers / 3rd / 97th pick / 2007"
"31",56,"Scott McKillop",23,"",16,0,243,"6-1","Pittsburgh","3/4/1986","Rook",2,"San Francisco 49ers / 5th / 146th pick / 2009"
