"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",47,"Rick Badanjek",26,"",6,0,217,"5-8","Maryland","4/25/1962","2",0,"Washington Redskins / 7th / 186th pick / 1986"
"2",82,"Stacey Bailey",28,"WR",10,10,162,"6-0","San Jose St.","2/10/1960","6",3,"Atlanta Falcons / 3rd / 63rd pick / 1982"
"3",85,"Lew Barnes",26,"PR",13,0,163,"5-8","Oregon","12/27/1962","2",0,"Chicago Bears / 5th / 138th pick / 1986"
"4",98,"Greg Brown",31,"de",16,1,254,"6-5","Kansas St.,East. Illinois","1/5/1957","7",2,""
"5",93,"Aundray Bruce",22,"LOLB",16,16,265,"6-5","Auburn","4/30/1966","Rook",9,"Atlanta Falcons / 1st / 1st pick / 1988"
"6",77,"Rick Bryan",26,"RDE",16,15,265,"6-4","Oklahoma","3/20/1962","4",8,"Atlanta Falcons / 1st / 9th pick / 1984"
"7",23,"Bobby Butler",29,"LCB",16,16,174,"5-11","Florida St.","5/28/1959","7",7,"Atlanta Falcons / 1st / 25th pick / 1981"
"8",96,"Reggie Camp",27,"",4,0,274,"6-4","California","2/28/1961","5",0,"Cleveland Browns / 3rd / 68th pick / 1983"
"9",25,"Scott Case*",26,"RCB",16,15,188,"6-1","NE Oklahoma A&M,Oklahoma","5/17/1962","4",14,"Atlanta Falcons / 2nd / 32nd pick / 1984"
"10",75,"Tony Casillas",25,"NT",16,16,278,"6-3","Oklahoma","10/26/1963","2",8,"Atlanta Falcons / 1st / 2nd pick / 1986"
"11",28,"Bret Clark",27,"FS",12,11,198,"6-3","Nebraska","2/24/1961","2",5,"Los Angeles Raiders / 7th / 191st pick / 1985"
"12",74,"Stan Clayton",23,"g",2,2,265,"6-3","Penn St.","1/31/1965","Rook",1,"Atlanta Falcons / 10th / 250th pick / 1988"
"13",20,"Evan Cooper",26,"KR",9,0,185,"5-11","Michigan","6/28/1962","4",0,"Philadelphia Eagles / 4th / 88th pick / 1984"
"14",56,"Joe Costello",28,"",6,0,245,"6-3","Central Connecticut St.","6/1/1960","2",0,""
"15",51,"Marcus Cotton",22,"rolb",11,5,225,"6-3","USC","8/11/1966","Rook",3,"Atlanta Falcons / 2nd / 28th pick / 1988"
"16",30,"David Croudip",29,"",6,0,183,"5-8","San Diego St.","1/25/1959","4",0,""
"17",5,"Greg Davis",23,"K",16,0,202,"6-0","The Citadel","10/29/1965","1",2,"Tampa Bay Buccaneers / 9th / 246th pick / 1987"
"18",8,"Steve Dils",33,"qb",7,3,190,"6-1","Stanford","12/8/1955","9",1,"Minnesota Vikings / 4th / 97th pick / 1979"
"19",22,"Charles Dimry",22,"db",16,1,176,"6-0","UNLV","1/31/1966","Rook",1,"Atlanta Falcons / 5th / 110th pick / 1988"
"20",86,"Floyd Dixon",24,"WR",14,14,170,"5-9","S.F. Austin","4/9/1964","2",3,"Atlanta Falcons / 6th / 154th pick / 1986"
"21",3,"Rick Donnelly",26,"P",16,0,195,"6-0","Wyoming","5/17/1962","3",2,""
"22",64,"Jamie Dukes",24,"lg",12,5,285,"6-1","Florida St.","6/14/1964","2",2,""
"23",79,"Bill Fralic*",26,"RG",14,14,280,"6-5","Pittsburgh","10/31/1962","3",7,"Atlanta Falcons / 1st / 2nd pick / 1985"
