"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",76,"Flozell Adams*",29,"LT",16,16,335,"6-7","Michigan St.","5/18/1975","6",9,"Dallas Cowboys / 2nd / 38th pick / 1998"
"2",73,"Larry Allen*",33,"LG",16,16,325,"6-3","Butte JC (CA),Sonoma St.","11/27/1971","10",9,"Dallas Cowboys / 2nd / 46th pick / 1994"
"3",20,"Richie Anderson",33,"fb",12,4,230,"6-2","Penn St.","9/13/1971","11",3,"New York Jets / 6th / 144th pick / 1993"
"4",36,"Darian Barnes",24,"FB",16,10,250,"6-2","Rutgers,Hampton","2/29/1980","2",1,""
"5",88,"Antonio Bryant",23,"fb",5,1,192,"6-1","Pittsburgh","3/9/1981","2",2,"Dallas Cowboys / 2nd / 63rd pick / 2002"
"6",86,"Dan Campbell",28,"te",3,2,263,"6-5","Texas A&M","4/13/1976","5",0,"New York Giants / 3rd / 79th pick / 1999"
"7",91,"Leonardo Carson",27,"LDT",15,15,305,"6-2","Auburn","2/11/1977","4",6,"San Diego Chargers / 4th / 113th pick / 2000"
"8",95,"DeVone Claybrooks",27,"",8,0,292,"6-3","East Carolina","9/15/1977","2",0,""
"9",52,"Dexter Coakley",32,"LB",16,16,236,"5-10","Appalachian St.","10/20/1972","7",6,"Dallas Cowboys / 3rd / 65th pick / 1997"
"10",93,"Kenyon Coleman",25,"",12,0,285,"6-5","UCLA","4/10/1979","2",1,"Oakland Raiders / 5th / 147th pick / 2002"
"11",94,"Chris Cooper",27,"",2,0,275,"6-5","Nebraska-Omaha","12/27/1977","3",0,"Oakland Raiders / 6th / 184th pick / 2001"
"12",18,"Terrance Copper",22,"",10,0,204,"6-0","East Carolina","3/12/1982","Rook",1,""
"13",84,"Patrick Crayton",25,"",8,0,205,"6-0","NW Oklahoma St.","4/7/1979","Rook",1,"Dallas Cowboys / 7th / 216th pick / 2004"
"14",3,"Billy Cundiff",24,"",16,0,201,"6-1","Drake","3/30/1980","2",3,""
"15",29,"Keith Davis",26,"",15,0,193,"5-10","Sam Houston St.","12/30/1978","2",1,""
"16",24,"Tony Dixon",25,"ss",16,7,213,"6-1","Alabama","6/18/1979","3",3,"Dallas Cowboys / 2nd / 56th pick / 2001"
"17",99,"Chad Eaton",32,"ldt",6,1,303,"6-5","Washington St.","4/6/1972","8",1,"Arizona Cardinals / 7th / 241st pick / 1995"
"18",98,"Greg Ellis",29,"DE",16,16,271,"6-6","North Carolina","8/14/1975","6",7,"Dallas Cowboys / 1st / 8th pick / 1998"
"19",55,"Ryan Fowler",22,"",2,0,243,"6-3","Duke","5/20/1982","Rook",0,""
"20",30,"Lance Frazier",23,"RCB",12,8,183,"5-10","West Virginia","5/23/1981","Rook",3,""
"21",27,"Eddie George",31,"RB",13,8,235,"6-3","Ohio St.","9/24/1973","8",3,"Houston Oilers / 1st / 14th pick / 1996"
"22",83,"Terry Glenn",30,"wr",6,6,195,"5-11","Ohio St.","7/23/1974","8",3,"New England Patriots / 1st / 7th pick / 1996"
"23",97,"La'Roi Glover*",30,"RDT",16,16,285,"6-2","San Diego St.","7/4/1974","8",8,"Oakland Raiders / 5th / 166th pick / 1996"
"24",65,"Andre Gurode",26,"RG",14,13,314,"6-4","Colorado","3/5/1978","2",6,"Dallas Cowboys / 2nd / 37th pick / 2002"
"25",7,"Drew Henson",24,"qb",7,1,233,"6-4","Michigan","2/13/1980","Rook",0,"Houston Texans / 6th / 192nd pick / 2003"
"26",47,"Pete Hunter",24,"rcb",3,3,212,"6-2","Virginia Union","5/25/1980","2",1,"Dallas Cowboys / 5th / 168th pick / 2002"
"27",56,"Bradie James",23,"lb",16,2,243,"6-2","LSU","1/17/1981","1",2,"Dallas Cowboys / 4th / 103rd pick / 2003"
"28",62,"Al Johnson",25,"C",16,15,305,"6-5","Wisconsin","1/27/1979","Rook",7,"Dallas Cowboys / 2nd / 38th pick / 2003"
"29",19,"Keyshawn Johnson",32,"WR",16,16,212,"6-4","USC","7/22/1972","8",8,"New York Jets / 1st / 1st pick / 1996"
"30",21,"Julius Jones",23,"rb",8,7,210,"5-10","Notre Dame","8/14/1981","Rook",6,"Dallas Cowboys / 2nd / 43rd pick / 2004"
"31",33,"Nate Jones",22,"cb",16,1,180,"5-10","Rutgers","6/15/1982","Rook",1,"Dallas Cowboys / 7th / 205th pick / 2004"
"32",32,"ReShard Lee",24,"",14,0,220,"5-10","Middle Tenn. St.","10/12/1980","Rook",1,""
"33",68,"Matt Lehr",25,"rg",7,2,300,"6-3","Virginia Tech","4/25/1979","3",1,"Dallas Cowboys / 5th / 137th pick / 2001"
"34",1,"Mat McBriar",25,"",16,0,210,"6-1","Hawaii","7/8/1979","Rook",2,""
"35",81,"Quincy Morgan",27,"wr",9,7,210,"6-1","Kansas St.","9/23/1977","3",2,"Cleveland Browns / 2nd / 33rd pick / 2001"
"36",41,"Terence Newman",26,"LCB",16,16,188,"5-11","Kansas St.","9/4/1978","1",6,"Dallas Cowboys / 1st / 5th pick / 2003"
"37",59,"Dat Nguyen",29,"MLB",16,16,238,"5-11","Texas A&M","9/25/1975","5",7,"Dallas Cowboys / 3rd / 85th pick / 1999"
"38",60,"Ben Noll",23,"rg",1,1,300,"6-4","Pennsylvania","11/14/1981","Rook",0,""
"39",54,"Keith O'Neil",24,"",16,0,230,"6-0","Northern Arizona","8/26/1980","1",1,""
"40",90,"Eric Ogbogu",29,"de",15,1,270,"6-4","Maryland","7/18/1975","6",2,"New York Jets / 6th / 163rd pick / 1998"
"41",49,"Brett Pierce",23,"te",8,1,250,"6-5","Stanford","1/7/1981","Rook",0,""
"42",39,"Lousaka Polite",23,"",1,0,246,"6-0","Pittsburgh","9/14/1981","Rook",0,""
"43",35,"Jacques Reeves",22,"rcb",15,1,192,"5-11","Purdue","10/8/1982","Rook",1,"Dallas Cowboys / 7th / 223rd pick / 2004"
"44",85,"Jeff Robinson",34,"",16,0,264,"6-4","Idaho","2/20/1970","11",0,"Denver Broncos / 4th / 98th pick / 1993"
"45",79,"Jacob Rogers",23,"",2,0,305,"6-6","USC","8/17/1981","Rook",0,"Dallas Cowboys / 2nd / 52nd pick / 2004"
"46",9,"Tony Romo",24,"",6,0,219,"6-2","East. Illinois","4/21/1980","Rook",0,""
"47",80,"Sean Ryan",24,"wr",6,1,254,"6-5","Boston Col.","3/27/1980","Rook",0,"Dallas Cowboys / 5th / 144th pick / 2004"
"48",38,"Lynn Scott",27,"SS",16,9,211,"6-0","NW Oklahoma St.","6/23/1977","3",3,""
"49",58,"Scott Shanle",25,"lb",16,3,240,"6-2","Nebraska","11/23/1979","1",2,"St. Louis Rams / 7th / 251st pick / 2003"
"50",51,"Alshermond Singleton",29,"LB",13,12,250,"6-2","Temple","8/7/1975","7",4,"Tampa Bay Buccaneers / 4th / 128th pick / 1997"
"51",64,"Daleroy Stewart",26,"",1,0,327,"6-4","Southern Miss","11/1/1978","1",0,"Dallas Cowboys / 6th / 171st pick / 2001"
"52",16,"Vinny Testaverde",41,"QB",16,15,235,"6-5","Miami (FL)","11/13/1963","17",10,"Tampa Bay Buccaneers / 1st / 1st pick / 1987"
"53",25,"Bruce Thornton",24,"",1,0,195,"5-11","Georgia","1/31/1980","Rook",0,"Dallas Cowboys / 4th / 121st pick / 2004"
"54",53,"Kalen Thornton",22,"",16,0,245,"6-3","Texas","5/12/1982","Rook",1,""
"55",77,"Torrin Tucker",25,"RT",13,13,315,"6-6","Southern Miss","12/25/1979","1",6,""
"56",78,"Kurt Vollers",25,"rt",13,3,300,"6-7","Notre Dame","4/4/1979","2",2,""
"57",71,"Tyson Walter",26,"c",13,1,303,"6-4","Ohio St.","3/17/1978","2",1,"Dallas Cowboys / 6th / 179th pick / 2002"
"58",87,"Dedric Ward",30,"",8,0,187,"5-9","Northern Iowa","9/29/1974","7",0,"New York Jets / 3rd / 88th pick / 1997"
"59",75,"Marcellus Wiley",30,"DE",16,15,275,"6-4","Columbia","11/30/1974","7",6,"Buffalo Bills / 2nd / 52nd pick / 1997"
"60",89,"Randal Williams",26,"fs",2,2,220,"6-3","New Hampshire","5/21/1978","3",3,""
"61",31,"Roy Williams*",24,"FS",16,16,235,"6-0","Oklahoma","8/14/1980","2",7,"Dallas Cowboys / 1st / 8th pick / 2002"
"62",37,"Tyrone Williams",31,"rcb",3,2,193,"5-11","Nebraska","5/31/1973","8",1,"Green Bay Packers / 3rd / 93rd pick / 1996"
"63",82,"Jason Witten*",22,"TE",16,15,257,"6-5","Tennessee","5/6/1982","1",8,"Dallas Cowboys / 3rd / 69th pick / 2003"
"64",NA,"Team Total",26.4,"",16,NA,246.2,"6-2.2","","","3.2",NA,""
