"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",87,"Derick Armstrong",24,"wr",8,1,206,"6-2","Ark-Monticello","4/2/1979","Rook",1,""
"2",12,"Tony Banks",30,"qb",7,3,230,"6-4","Michigan St.","4/5/1973","7",2,"St. Louis Rams / 2nd / 42nd pick / 1996"
"3",33,"Jason Bell",25,"",13,0,182,"6-0","UCLA","4/1/1978","2",1,""
"4",85,"Corey Bradford",28,"wr",16,6,201,"6-1","Jackson St.","12/8/1975","5",4,"Green Bay Packers / 5th / 150th pick / 1998"
"5",24,"Eric Brown",28,"SS",16,16,210,"6-1","Mississippi St.","3/20/1975","5",6,"Denver Broncos / 2nd / 61st pick / 1998"
"6",3,"Kris Brown",27,"",16,0,206,"5-11","Nebraska","12/23/1976","4",4,"Pittsburgh Steelers / 7th / 228th pick / 1999"
"7",67,"Milford Brown",23,"lg",3,2,325,"6-4","Florida St.","8/15/1980","Rook",1,"Houston Texans / 6th / 1st pick / 2002 Supp"
"8",22,"Curry Burns",22,"",1,0,216,"6-0","Louisville","2/12/1981","Rook",0,"Houston Texans / 7th / 217th pick / 2003"
"9",8,"David Carr",24,"QB",12,11,215,"6-3","Fresno St.","7/21/1979","1",7,"Houston Texans / 1st / 1st pick / 2002"
"10",59,"Travis Carroll",25,"",4,0,240,"6-4","Alabama,Florida","10/26/1978","1",0,""
"11",50,"Charlie Clemons",31,"ROLB",9,8,250,"6-2","Georgia","7/4/1972","6",4,""
"12",42,"Marcus Coleman",29,"RCB",15,15,210,"6-2","Texas Tech","5/24/1974","7",7,"New York Jets / 5th / 133rd pick / 1996"
"13",45,"Greg Comella",28,"",5,0,248,"6-1","Stanford","7/29/1975","5",0,""
"14",95,"Jerry DeLoach",26,"DE",16,16,335,"6-2","California","7/17/1977","2",7,""
"15",54,"Troy Evans",26,"",15,0,238,"6-1","Cincinnati","12/3/1977","1",1,""
"16",38,"Demarcus Faggins",24,"lcb",8,1,178,"5-10","Kansas St.","6/13/1979","1",1,"Houston Texans / 6th / 173rd pick / 2002"
"17",58,"Steve Foley",28,"rolb",13,3,265,"6-4","La-Monroe","9/11/1975","5",2,"Cincinnati Bengals / 3rd / 75th pick / 1998"
"18",56,"Jay Foreman",27,"LB",16,16,240,"6-1","Nebraska","2/18/1976","4",8,"Buffalo Bills / 5th / 156th pick / 1999"
"19",86,"Jabar Gaffney",23,"WR",16,11,205,"6-1","Florida","12/1/1980","1",4,"Houston Texans / 2nd / 33rd pick / 2002"
"20",31,"Aaron Glenn",31,"LCB",11,11,185,"5-9","Texas A&M","7/16/1972","9",4,"New York Jets / 1st / 12th pick / 1994"
"21",25,"Tony Hollings",22,"rb",14,1,216,"5-10","Georgia Tech","12/1/1981","Rook",1,"Houston Texans / 2nd / 1st pick / 2003 Supp"
"22",89,"Jabari Holloway",25,"TE",15,9,260,"6-2","Notre Dame","12/18/1978","1",1,"New England Patriots / 4th / 119th pick / 2001"
"23",94,"Junior Ioane",26,"de",13,4,320,"6-4","Arizona St.","7/21/1977","2",3,"Oakland Raiders / 4th / 107th pick / 2000"
"24",80,"Andre Johnson",22,"WR",16,16,219,"6-3","Miami (FL)","7/11/1981","Rook",9,"Houston Texans / 1st / 3rd pick / 2003"
"25",88,"Rashod Kent",23,"te",7,4,275,"6-6","Rutgers","6/7/1980","Rook",0,""
"26",34,"Stacey Mack",28,"rb",8,5,241,"6-1","Temple","6/26/1975","4",2,""
"27",99,"Steve Martin",29,"nt",14,8,320,"6-4","Missouri","5/31/1974","7",5,"Indianapolis Colts / 5th / 151st pick / 1996"
"28",90,"Terrance Martin",24,"nt",12,1,290,"6-2","North Carolina St.","7/6/1979","Rook",1,""
"29",51,"Jimmy McClain",23,"",9,0,231,"6-0","Troy","7/23/1980","1",1,""
"30",29,"Marlon McCree",26,"FS",15,11,202,"5-11","Kentucky","3/17/1977","2",4,"Jacksonville Jaguars / 7th / 233rd pick / 2001"
"31",76,"Steve McKinney",28,"C",16,16,300,"6-4","Texas A&M","10/15/1975","5",7,"Indianapolis Colts / 4th / 93rd pick / 1998"
"32",82,"Billy Miller",26,"te",16,6,245,"6-3","USC","4/24/1977","4",3,"Denver Broncos / 7th / 218th pick / 1999"
"33",84,"J.J. Moses",24,"",15,0,178,"5-6","Iowa St.","9/12/1979","1",0,""
"34",81,"Matt Murphy",23,"",1,0,260,"6-5","Maryland","2/23/1980","1",0,"Detroit Lions / 7th / 252nd pick / 2002"
"35",44,"Moran Norris",25,"FB",16,9,250,"6-1","Kansas","6/16/1978","2",0,"New Orleans Saints / 4th / 115th pick / 2001"
"36",53,"Shantee Orr",22,"",6,0,250,"6-0","Michigan","5/28/1981","Rook",1,""
"37",91,"Seth Payne",28,"nt",2,2,303,"6-4","Cornell","2/12/1975","6",1,"Jacksonville Jaguars / 4th / 114th pick / 1997"
"38",98,"Antwan Peek",24,"rolb",10,4,237,"6-3","Cincinnati","10/29/1979","Rook",2,"Houston Texans / 3rd / 67th pick / 2003"
"39",48,"Bryan Pittman",26,"",16,0,275,"6-3","Washington","1/20/1977","Rook",1,""
"40",69,"Chester Pitts",24,"LT",16,16,323,"6-4","San Diego St.","6/26/1979","1",7,"Houston Texans / 2nd / 50th pick / 2002"
"41",4,"Dave Ragone",24,"qb",2,2,245,"6-3","Louisville","10/3/1979","Rook",1,"Houston Texans / 3rd / 88th pick / 2003"
"42",68,"Greg Randall",25,"RT",16,16,322,"6-5","Michigan St.","6/23/1978","3",7,"New England Patriots / 4th / 127th pick / 2000"
"43",92,"Corey Sears",30,"DE",16,12,314,"6-3","Mississippi St.","4/15/1973","5",6,""
"44",55,"Jamie Sharper",29,"MLB",16,16,240,"6-3","Virginia","11/23/1974","6",8,"Baltimore Ravens / 2nd / 34th pick / 1997"
"45",30,"Jason Simmons",27,"db",16,2,198,"5-9","Arizona St.","3/30/1976","5",1,"Pittsburgh Steelers / 5th / 137th pick / 1998"
"46",79,"Jeremy Slechta",23,"",2,0,285,"6-6","Nebraska","5/12/1980","1",0,""
"47",59,"Armegis Spearman",25,"",1,0,251,"6-2","Mississippi","4/5/1978","3",0,""
"48",7,"Chad Stanley",27,"",16,0,210,"6-3","S.F. Austin","1/29/1976","4",3,""
"49",26,"Matt Stevens",30,"fs",12,5,205,"6-0","Appalachian St.","6/14/1973","7",3,"Buffalo Bills / 3rd / 87th pick / 1996"
