"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",56,"John Abraham",27,"de",16,15,256,"6-4","South Carolina","5/6/1978","5",7,"New York Jets / 1st / 13th pick / 2000"
"2",35,"B.J. Askew",25,"te",10,1,233,"6-3","Michigan","8/19/1980","2",0,"New York Jets / 3rd / 85th pick / 2003"
"3",86,"Chris Baker",26,"TE",8,8,258,"6-3","Michigan St.","11/18/1979","3",2,"New York Jets / 3rd / 88th pick / 2002"
"4",96,"Dave Ball",24,"",3,0,275,"6-6","UCLA","1/4/1981","1",0,"San Diego Chargers / 5th / 133rd pick / 2004"
"5",36,"David Barrett",28,"rcb",13,8,208,"5-10","Arkansas","12/22/1977","5",4,"Arizona Cardinals / 4th / 102nd pick / 2000"
"6",50,"Eric Barton",28,"lb",4,3,245,"6-2","Maryland","9/29/1977","6",1,"Oakland Raiders / 5th / 146th pick / 1999"
"7",23,"Derrick Blaylock",26,"rb",7,1,205,"5-9","S.F. Austin","8/23/1979","3",0,"Kansas City Chiefs / 5th / 150th pick / 2001"
"8",5,"Brooks Bollinger",26,"QB",11,9,205,"6-1","Wisconsin","11/15/1979","1",5,"New York Jets / 6th / 200th pick / 2003"
"9",55,"Mark Brown",25,"LB",15,11,238,"6-0","Auburn","5/19/1980","2",5,""
"10",27,"Terry Butler",23,"",1,0,200,"6-1","Villanova","8/2/1982","Rook",0,""
"11",45,"Oliver Celestin",24,"",12,0,207,"6-0","Texas Southern","2/25/1981","1",1,""
"12",80,"Wayne Chrebet",32,"",8,0,188,"5-10","Hofstra","8/14/1973","10",1,""
"13",26,"Erik Coleman",23,"S",16,16,200,"5-10","Washington St.","5/6/1982","1",5,"New York Jets / 5th / 143rd pick / 2004"
"14",87,"Laveranues Coles",28,"SE",16,16,193,"5-11","Florida St.","12/29/1977","5",7,"New York Jets / 3rd / 78th pick / 2000"
"15",89,"Jerricho Cotchery",23,"wr",16,1,200,"6-1","North Carolina St.","6/16/1982","1",2,"New York Jets / 4th / 108th pick / 2004"
"16",85,"James Dearth",29,"",16,0,270,"6-4","Tulsa,Tarleton St.","1/22/1976","6",0,"Cleveland Browns / 6th / 191st pick / 1999"
"17",83,"Joel Dreessen",23,"",14,0,260,"6-4","Colorado St.","7/26/1982","Rook",0,"New York Jets / 6th / 198th pick / 2005"
"18",92,"Shaun Ellis",28,"DE",13,13,285,"6-5","Tennessee","6/24/1977","5",5,"New York Jets / 1st / 12th pick / 2000"
"19",98,"Jamar Enzor",24,"",1,0,237,"6-1","Cincinnati","12/28/1981","Rook",0,""
"20",69,"Jason Fabini",31,"rt",9,9,304,"6-7","Cincinnati","8/25/1974","7",3,"New York Jets / 4th / 111th pick / 1998"
"21",9,"Jay Fiedler",34,"",2,0,225,"6-2","Dartmouth","12/29/1971","10",0,""
"22",53,"Barry Gardner",29,"lb",16,1,245,"6-1","Northwestern","12/13/1976","6",1,"Philadelphia Eagles / 2nd / 35th pick / 1999"
"23",78,"Jonathan Goodwin",27,"LG",16,10,318,"6-3","Ohio,Michigan","12/2/1978","3",4,"New York Jets / 5th / 154th pick / 2002"
"24",74,"Scott Gragg",33,"rt",16,7,315,"6-8","Montana","2/28/1972","10",4,"New York Giants / 2nd / 54th pick / 1995"
"25",7,"Ben Graham",32,"",16,0,230,"6-5","Deakin (Australia)","11/2/1973","Rook",3,""
"26",54,"Victor Hobson",25,"LB",16,16,252,"6-0","Michigan","2/3/1980","2",6,"New York Jets / 2nd / 53rd pick / 2003"
"27",98,"T.J. Hollowell",24,"",2,0,235,"6-0","Nebraska","4/8/1981","1",0,""
"28",34,"Cedric Houston",23,"rb",12,4,225,"5-11","Tennessee","6/28/1982","Rook",2,"New York Jets / 6th / 182nd pick / 2005"
"29",32,"Darrien Johnson",25,"",8,0,215,"5-11","Iowa","5/3/1980","Rook",0,""
"30",97,"Trevor Johnson",24,"",9,0,255,"6-4","Nebraska","2/26/1981","1",0,"New York Jets / 7th / 234th pick / 2004"
"31",88,"Doug Jolley",26,"te",16,7,250,"6-4","BYU","1/2/1979","3",3,"Oakland Raiders / 2nd / 55th pick / 2002"
"32",79,"Adrian Jones",24,"LT",16,16,296,"6-4","Kansas","6/10/1981","1",6,"New York Jets / 4th / 132nd pick / 2004"
"33",66,"Pete Kendall",32,"C",16,16,279,"6-5","Boston Col.","7/9/1973","9",6,"Seattle Seahawks / 1st / 21st pick / 1996"
"34",3,"Kliff Kingsbury",26,"",1,0,231,"6-4","Texas Tech","8/9/1979","Rook",0,"New England Patriots / 6th / 201st pick / 2003"
"35",24,"Ty Law*",31,"LCB",16,16,200,"5-11","Michigan","2/10/1974","10",10,"New England Patriots / 1st / 23rd pick / 1995"
"36",44,"Luke Lawton",25,"",4,0,237,"5-11","McNeese St.","8/26/1980","Rook",0,""
"37",70,"Lance Legree",28,"dt",16,4,300,"6-1","Notre Dame","12/22/1977","4",3,""
"38",31,"Jeremy LeSueur",25,"",2,0,197,"6-0","Michigan","10/5/1980","Rook",0,"Denver Broncos / 3rd / 85th pick / 2004"
"39",28,"Curtis Martin",32,"RB",12,12,210,"5-11","Pittsburgh","5/1/1973","10",4,"New England Patriots / 3rd / 74th pick / 1995"
"40",68,"Kevin Mawae",34,"c",6,6,289,"6-4","LSU","1/23/1971","11",2,"Seattle Seahawks / 2nd / 36th pick / 1994"
"41",81,"Justin McCareins",27,"FL",16,16,215,"6-2","Northern Illinois","12/1/1978","4",6,"Tennessee Titans / 4th / 124th pick / 2001"
"42",95,"Matt McChesney",24,"",3,0,290,"6-4","Colorado","11/6/1981","Rook",0,""
"43",22,"Justin Miller",21,"rcb",16,8,202,"5-10","Clemson","2/14/1984","Rook",4,"New York Jets / 2nd / 57th pick / 2005"
"44",65,"Brandon Moore",25,"RG",16,16,295,"6-3","Illinois","6/3/1980","2",6,""
"45",76,"Steve Morley",24,"",7,0,330,"6-7","St. Mary's (Canada)","8/18/1981","Rook",0,""
"46",58,"Ryan Myers",25,"",15,0,245,"6-2","Ashland,Akron","2/27/1980","Rook",1,""
"47",67,"Doug Nienhuis",23,"",7,0,307,"6-6","Oregon St.","2/16/1982","Rook",0,"Seattle Seahawks / 7th / 254th pick / 2005"
"48",1,"Mike Nugent",23,"",16,0,182,"5-10","Ohio St.","3/2/1982","Rook",3,"New York Jets / 2nd / 47th pick / 2005"
