"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",43,"Brian Allen",23,"",4,0,205,"5-9","Stanford","4/20/1980","Rook",0,"Indianapolis Colts / 6th / 204th pick / 2002"
"2",28,"Idrees Bashir",25,"FS",9,9,198,"6-2","Memphis","12/7/1978","2",4,"Indianapolis Colts / 2nd / 37th pick / 2001"
"3",41,"Cory Bird",25,"",12,0,213,"5-10","Virginia Tech","8/10/1978","2",1,"Indianapolis Colts / 3rd / 91st pick / 2001"
"4",58,"Gary Brackett",23,"",16,0,235,"5-11","Rutgers","5/23/1980","Rook",2,""
"5",92,"Chad Bratzke",32,"de",16,3,270,"6-5","East. Kentucky","9/15/1971","9",2,"New York Giants / 5th / 155th pick / 1994"
"6",79,"Raheem Brock",25,"DE",16,16,274,"6-4","Temple","6/10/1978","1",7,"Philadelphia Eagles / 7th / 238th pick / 2002"
"7",44,"Dallas Clark",24,"TE",10,10,257,"6-3","Iowa","6/12/1979","Rook",4,"Indianapolis Colts / 1st / 24th pick / 2003"
"8",31,"Clifton Crosby",29,"",14,0,179,"5-10","Maryland","9/17/1974","4",1,""
"9",80,"Joe Davenport",27,"te",16,2,268,"6-6","Arkansas","10/29/1976","2",0,""
"10",64,"Rick DeMulling",26,"LG",16,16,304,"6-4","Idaho","7/21/1977","2",11,"Indianapolis Colts / 7th / 220th pick / 2001"
"11",71,"Ryan Diem",24,"RT",13,13,331,"6-6","Northern Illinois","7/1/1979","2",9,"Indianapolis Colts / 4th / 118th pick / 2001"
"12",34,"Jason Doering",25,"",16,0,201,"6-0","Wisconsin","4/22/1978","2",1,"Indianapolis Colts / 6th / 193rd pick / 2001"
"13",20,"Mike Doss",22,"SS",15,15,207,"5-10","Ohio St.","3/24/1981","Rook",6,"Indianapolis Colts / 2nd / 58th pick / 2003"
"14",39,"Anthony Floyd",22,"",6,0,202,"5-10","Louisville","2/1/1981","Rook",1,""
"15",93,"Dwight Freeney*",23,"DE",15,13,268,"6-1","Syracuse","2/19/1980","1",11,"Indianapolis Colts / 1st / 11th pick / 2002"
"16",76,"Makoa Freitas",24,"lt",12,6,307,"6-4","Arizona","11/23/1979","Rook",6,"Indianapolis Colts / 6th / 208th pick / 2003"
"17",78,"Tarik Glenn",27,"LT",10,10,332,"6-5","California","5/25/1976","6",7,"Indianapolis Colts / 1st / 19th pick / 1997"
"18",25,"Nick Harper",29,"RCB",16,13,182,"5-10","Fort Valley St.","9/10/1974","2",6,""
"19",21,"Walt Harris",29,"LCB",16,15,192,"5-11","Mississippi St.","8/10/1974","7",6,"Chicago Bears / 1st / 13th pick / 1996"
"20",88,"Marvin Harrison*",31,"WR",15,15,175,"6-0","Syracuse","8/25/1972","7",15,"Indianapolis Colts / 1st / 19th pick / 1996"
"21",72,"Brandon Hicks",26,"",4,0,282,"6-0","Bowling Green","11/17/1977","Rook",0,""
"22",7,"Brock Huard",27,"",2,0,232,"6-4","Washington","4/15/1976","3",0,"Seattle Seahawks / 3rd / 77th pick / 1999"
"23",32,"Edgerrin James",25,"RB",13,13,214,"6-0","Miami (FL)","8/1/1978","4",15,"Indianapolis Colts / 1st / 4th pick / 1999"
"24",59,"Cato June",24,"",11,0,227,"6-0","Michigan","11/18/1979","Rook",1,"Indianapolis Colts / 6th / 198th pick / 2003"
"25",36,"Tom Lopienski",24,"",4,0,246,"6-0","Notre Dame","6/12/1979","Rook",0,""
"26",27,"David Macklin",25,"rcb",16,4,200,"5-10","Penn St.","7/14/1978","3",3,"Indianapolis Colts / 3rd / 91st pick / 2000"
"27",18,"Peyton Manning*+",27,"QB",16,16,230,"6-5","Tennessee","3/24/1976","5",18,"Indianapolis Colts / 1st / 1st pick / 1998"
"28",98,"Robert Mathis",22,"",16,0,235,"6-2","Alabama A&M","2/26/1981","Rook",2,"Indianapolis Colts / 5th / 138th pick / 2003"
"29",73,"Adam Meadows",29,"rt",12,5,290,"6-5","Georgia","1/25/1974","6",5,"Indianapolis Colts / 2nd / 48th pick / 1997"
"30",85,"Aaron Moorehead",23,"",7,0,200,"6-3","Illinois","11/5/1980","Rook",1,""
"31",94,"Rob Morris",28,"MLB",16,16,243,"6-2","BYU","1/18/1975","3",6,"Indianapolis Colts / 1st / 28th pick / 2000"
"32",23,"James Mungro",25,"",7,0,214,"5-9","Syracuse","2/13/1978","1",0,""
"33",57,"Jim Nelson",28,"",7,0,234,"6-1","Penn St.","4/16/1975","5",1,""
"34",69,"Jim Newton",25,"",3,0,297,"6-9","Utah St.","10/13/1978","Rook",0,""
"35",56,"Tupe Peko",25,"rg",16,1,305,"6-4","Michigan St.","9/19/1978","Rook",2,"New York Jets / 7th / 217th pick / 2001"
"36",81,"Marcus Pollard",31,"TE",14,13,247,"6-3","Bradley","2/8/1972","8",7,""
"37",84,"Brad Pyatt",23,"",8,0,195,"5-11","Kentucky,Northern Colorado","4/16/1980","Rook",0,""
"38",90,"Montae Reagor",26,"RDT",13,12,285,"6-3","Texas Tech","6/29/1977","4",5,"Denver Broncos / 2nd / 58th pick / 1999"
"39",33,"Dominic Rhodes",24,"",11,0,203,"5-9","Midwestern St.","1/17/1979","2",2,""
"40",63,"Jeff Saturday",28,"C",16,16,292,"6-2","North Carolina","6/18/1975","4",11,""
"41",99,"Brad Scioli",27,"",16,0,280,"6-3","Penn St.","9/6/1976","4",1,"Indianapolis Colts / 5th / 138th pick / 1999"
"42",74,"Steve Sciullo",23,"RG",13,13,330,"6-5","Marshall","8/27/1980","Rook",9,"Indianapolis Colts / 4th / 122nd pick / 2003"
"43",42,"Detron Smith",29,"",11,0,229,"5-10","Texas A&M","2/25/1974","7",0,"Denver Broncos / 3rd / 65th pick / 1996"
"44",17,"Hunter Smith",26,"",16,0,209,"6-2","Notre Dame","8/9/1977","4",2,"Indianapolis Colts / 7th / 210th pick / 1999"
"45",48,"Justin Snow",27,"",16,0,240,"6-3","Baylor","12/21/1976","3",0,""
"46",83,"Brandon Stokley",27,"wr",6,3,197,"5-11","La-Lafayette","6/23/1976","4",3,"Baltimore Ravens / 4th / 105th pick / 1999"
"47",30,"Donald Strickland",23,"fs",11,8,187,"5-10","Colorado","11/24/1980","Rook",4,"Indianapolis Colts / 3rd / 90th pick / 2003"
"48",50,"David Thornton",25,"LB",16,16,230,"6-2","North Carolina","11/1/1978","1",8,"Indianapolis Colts / 4th / 106th pick / 2002"
"49",75,"Larry Tripplett",24,"LDT",16,16,300,"6-2","Washington","1/18/1979","1",6,"Indianapolis Colts / 2nd / 42nd pick / 2002"
