"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",58,"Mario Addison",25,"",5,0,239,"6-2","Troy","9/6/1987","1",0,""
"2",97,"Lorenzo Alexander*",29,"",16,0,300,"6-1","California","5/31/1983","5",4,""
"3",92,"Chris Baker",25,"",14,0,298,"6-2","Hampton","10/8/1987","3",0,""
"4",16,"Brandon Banks",25,"",12,0,150,"5-7","Kansas St.","12/21/1987","2",0,""
"5",48,"Jordan Bernstine",23,"",1,0,205,"5-11","Iowa","5/31/1989","Rook",0,"Washington Redskins / 7th / 217th pick / 2012"
"6",60,"Jordan Black",32,"",14,0,314,"6-5","Notre Dame","1/28/1980","8",0,"Kansas City Chiefs / 5th / 153rd pick / 2003"
"7",72,"Stephen Bowen",28,"DE",16,16,300,"6-5","Hofstra","3/28/1984","6",6,""
"8",19,"Dezmon Briscoe",23,"",7,0,200,"6-3","Kansas","8/31/1989","2",0,"Cincinnati Bengals / 6th / 191st pick / 2010"
"9",30,"Crezdon Butler",25,"",2,0,183,"6-0","Clemson","5/26/1987","2",0,"Pittsburgh Steelers / 5th / 164th pick / 2010"
"10",94,"Adam Carriker",28,"de",2,2,296,"6-6","Nebraska","5/6/1984","5",1,"St. Louis Rams / 1st / 13th pick / 2007"
"11",66,"Chris Chester",29,"RG",16,16,300,"6-3","Oklahoma","1/12/1983","6",10,"Baltimore Ravens / 2nd / 56th pick / 2006"
"12",96,"Barry Cofield",28,"NT",16,16,305,"6-3","Northwestern","3/19/1984","6",6,"New York Giants / 4th / 124th pick / 2006"
"13",47,"Chris Cooley",30,"te",9,2,252,"6-3","Utah St.","7/11/1982","8",0,"Washington Redskins / 3rd / 81st pick / 2004"
"14",12,"Kirk Cousins",24,"qb",3,1,214,"6-3","Michigan St.","8/19/1988","Rook",2,"Washington Redskins / 4th / 102nd pick / 2012"
"15",39,"Richard Crawford",22,"",10,0,192,"0-0","SMU","8/1/1990","Rook",1,"Washington Redskins / 7th / 213th pick / 2012"
"16",5,"Billy Cundiff",32,"",5,0,201,"6-1","Drake","3/30/1980","10",-1,""
"17",83,"Fred Davis",26,"te",7,7,250,"6-3","USC","1/15/1986","4",3,"Washington Redskins / 2nd / 48th pick / 2008"
"18",37,"Reed Doughty",30,"SS",16,10,208,"6-1","Northern Colorado","11/4/1982","6",3,"Washington Redskins / 6th / 173rd pick / 2006"
"19",59,"London Fletcher*",37,"MLB",16,16,245,"5-10","John Carroll","5/19/1975","14",12,""
"20",2,"Kai Forbath",25,"",11,0,191,"5-11","UCLA","9/2/1987","1",3,""
"21",88,"Pierre Garcon",26,"WR",10,10,210,"6-0","Mount Union","8/8/1986","4",7,"Indianapolis Colts / 6th / 205th pick / 2008"
