"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",32,"Mike Archie",24,"",2,0,205,"5-8","Penn St.","10/14/1972","Rook",0,"Houston Oilers / 7th / 218th pick / 1996"
"2",22,"Tomur Barnes",26,"",5,0,188,"5-10","North Texas","9/8/1970","2",0,""
"3",56,"Micheal Barrow",26,"RLB",16,16,245,"6-2","Miami (FL)","4/19/1970","3",9,"Houston Oilers / 2nd / 47th pick / 1993"
"4",23,"Blaine Bishop*",26,"SS",15,15,197,"5-9","St. Joseph's (IN),Ball St.","7/24/1970","3",8,"Houston Oilers / 8th / 214th pick / 1993"
"5",58,"Joe Bowden",26,"LLB",16,16,230,"5-11","Oklahoma","2/25/1970","4",8,"Houston Oilers / 5th / 133rd pick / 1992"
"6",94,"Kendrick Burton",23,"de",4,2,288,"6-5","Alabama","9/7/1973","Rook",1,"Houston Oilers / 4th / 107th pick / 1996"
"7",12,"Chris Chandler",31,"QB",12,12,224,"6-4","Washington","10/12/1965","8",8,"Indianapolis Colts / 3rd / 76th pick / 1988"
"8",39,"Lee Cole",22,"",3,0,188,"5-11","Arizona St.","6/25/1974","Rook",0,""
"9",78,"Anthony Cook",24,"LDE",12,11,295,"6-3","South Carolina St.","5/30/1972","1",6,"Houston Oilers / 2nd / 35th pick / 1995"
"10",86,"Willie Davis",29,"WR",16,14,180,"6-0","Central Arkansas","10/10/1967","5",5,""
"11",3,"Al Del Greco",34,"K",16,0,200,"5-10","Auburn","3/2/1962","12",5,""
"12",28,"Cris Dishman",31,"LCB",16,16,195,"6-0","Purdue","8/13/1965","8",7,"Houston Oilers / 5th / 125th pick / 1988"
"13",77,"Kevin Donnalley",28,"RG",16,16,310,"6-5","Davidson,North Carolina","6/10/1968","5",8,"Houston Oilers / 3rd / 79th pick / 1991"
"14",30,"Anthony Dorsett",23,"",8,0,205,"5-11","Pittsburgh","9/14/1973","Rook",1,"Houston Oilers / 6th / 177th pick / 1996"
