"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",91,"Anthony Adams",26,"dt",14,5,300,"6-0","Penn St.","6/18/1980","3",2,"San Francisco 49ers / 2nd / 57th pick / 2003"
"2",20,"Mike Adams",25,"fs",16,8,195,"5-10","Delaware","3/24/1981","2",3,""
"3",71,"Larry Allen*",35,"LG",11,11,325,"6-3","Butte JC (CA),Sonoma St.","11/27/1971","12",6,"Dallas Cowboys / 2nd / 46th pick / 1994"
"4",64,"David Baas",25,"",16,0,319,"6-4","Michigan","9/28/1981","1",1,"San Francisco 49ers / 2nd / 33rd pick / 2005"
"5",47,"Billy Bajema",24,"te",16,6,261,"6-5","Oklahoma St.","10/31/1982","1",0,"San Francisco 49ers / 7th / 249th pick / 2005"
"6",83,"Arnaz Battle",26,"WR",16,15,217,"6-1","Notre Dame","2/22/1980","3",7,"San Francisco 49ers / 6th / 197th pick / 2003"
"7",81,"Antonio Bryant",25,"WR",14,13,192,"6-1","Pittsburgh","3/9/1981","4",7,"Dallas Cowboys / 2nd / 63rd pick / 2002"
"8",35,"Deke Cooper",29,"",1,0,215,"6-3","Notre Dame","10/18/1977","4",0,""
"9",76,"Harvey Dahl",25,"",4,0,302,"6-5","Nevada","6/24/1981","Rook",0,""
"10",31,"Sammy Davis",26,"rcb",13,1,190,"6-0","Texas A&M","4/8/1980","3",1,"San Diego Chargers / 1st / 30th pick / 2003"
"11",85,"Vernon Davis",22,"TE",10,8,250,"6-3","Maryland","1/31/1984","Rook",2,"San Francisco 49ers / 1st / 6th pick / 2006"
"12",94,"Marques Douglas",29,"rdt",16,16,286,"6-2","Howard","3/15/1977","6",6,""
"13",95,"Damane Duckett",25,"",6,0,300,"6-6","East Carolina","1/21/1981","2",0,""
"14",93,"Ronald Fields",25,"ldt",13,9,310,"6-2","Mississippi St.","9/13/1981","1",3,"San Francisco 49ers / 5th / 137th pick / 2005"
"15",51,"Jay Foreman",30,"",2,0,240,"6-1","Nebraska","2/18/1976","7",0,"Buffalo Bills / 5th / 156th pick / 1999"
"16",84,"Bryan Gilmore",28,"wr",16,3,200,"6-0","Midwestern St.","7/21/1978","6",2,""
"17",21,"Frank Gore*",23,"RB",16,16,215,"5-9","Miami (FL)","5/14/1983","1",16,"San Francisco 49ers / 3rd / 65th pick / 2005"
"18",54,"Roderick Green",24,"",9,0,250,"6-2","Central Missouri St.","4/26/1982","2",1,"Baltimore Ravens / 5th / 153rd pick / 2004"
"19",98,"Parys Haralson",22,"",7,0,253,"6-1","Tennessee","1/24/1984","Rook",0,"San Francisco 49ers / 5th / 140th pick / 2006"
"20",77,"Kwame Harris",24,"RT",16,16,310,"6-7","Stanford","3/15/1982","3",7,"San Francisco 49ers / 1st / 26th pick / 2003"
"21",27,"Walt Harris*",32,"CB",15,15,192,"5-11","Mississippi St.","8/10/1974","10",9,"Chicago Bears / 1st / 13th pick / 1996"
"22",66,"Eric Heitmann",26,"C",14,14,305,"6-3","Stanford","2/24/1980","4",6,"San Francisco 49ers / 7th / 239th pick / 2002"
"23",44,"Chris Hetherington",34,"fb",3,2,245,"6-3","Yale","11/27/1972","10",0,""
"24",43,"Maurice Hicks",28,"",16,0,200,"5-11","North Carolina A&T","7/22/1978","2",2,""
"25",23,"Marcus Hudson",24,"",16,0,200,"6-2","North Carolina St.","11/15/1982","Rook",1,"San Francisco 49ers / 6th / 192nd pick / 2006"
"26",88,"Taylor Jacobs",25,"",8,0,198,"6-0","Florida","5/30/1981","3",0,"Washington Redskins / 2nd / 44th pick / 2003"
"27",86,"Brian Jennings",30,"",16,0,245,"6-5","Arizona St.","10/14/1976","6",0,"San Francisco 49ers / 7th / 230th pick / 2000"
"28",75,"Jonas Jennings",29,"LT",13,13,325,"6-3","Georgia","11/21/1977","5",6,"Buffalo Bills / 3rd / 95th pick / 2001"
"29",82,"Eric Johnson",27,"TE",13,9,256,"6-3","Yale","9/15/1979","5",3,"San Francisco 49ers / 7th / 224th pick / 2001"
"30",99,"Manny Lawson",22,"lb",16,12,240,"6-5","North Carolina St.","7/3/1984","Rook",5,"San Francisco 49ers / 1st / 22nd pick / 2006"
"31",4,"Andy Lee",24,"",16,0,205,"6-0","Pittsburgh","8/11/1982","2",3,"San Francisco 49ers / 6th / 188th pick / 2004"
"32",28,"Keith Lewis",25,"FS",16,9,202,"6-0","Oregon","10/20/1981","2",3,"San Francisco 49ers / 6th / 198th pick / 2004"
"33",56,"Brandon Moore",27,"LB",16,11,242,"6-1","Oklahoma","1/16/1979","4",5,""
"34",55,"Hannibal Navies",29,"lb",6,2,247,"6-3","Colorado","7/19/1977","7",1,"Carolina Panthers / 4th / 100th pick / 1999"
"35",6,"Joe Nedney",33,"",16,0,225,"6-5","San Jose St.","3/22/1973","10",3,""
"36",40,"Moran Norris",28,"fb",14,7,250,"6-1","Kansas","6/16/1978","5",0,"New Orleans Saints / 4th / 115th pick / 2001"
"37",96,"Melvin Oliver",23,"DE",16,14,279,"6-3","LSU","7/25/1983","Rook",6,"San Francisco 49ers / 6th / 197th pick / 2006"
"38",33,"Tony Parrish",31,"ss",9,5,210,"6-0","Washington","11/23/1975","8",2,"Chicago Bears / 2nd / 35th pick / 1998"
"39",24,"Michael Robinson",23,"",16,0,225,"6-1","Penn St.","2/6/1983","Rook",1,"San Francisco 49ers / 4th / 100th pick / 2006"
"40",26,"Mark Roman",29,"SS",16,11,200,"5-11","LSU","3/26/1977","6",4,"Cincinnati Bengals / 2nd / 34th pick / 2000"
"41",52,"T.J. Slaughter",29,"lb",10,1,234,"6-0","Southern Miss","2/20/1977","6",1,"Jacksonville Jaguars / 3rd / 92nd pick / 2000"
"42",65,"Justin Smiley",25,"RG",16,16,300,"6-3","Alabama","11/11/1981","2",7,"San Francisco 49ers / 2nd / 46th pick / 2004"
"43",11,"Alex Smith",22,"QB",16,16,212,"6-4","Utah","5/7/1984","1",10,"San Francisco 49ers / 1st / 1st pick / 2005"
"44",50,"Derek Smith",31,"lilb",13,12,245,"6-2","Arizona St.","1/18/1975","9",4,"Washington Redskins / 3rd / 80th pick / 1997"
"45",68,"Adam Snyder",24,"lt",14,6,316,"6-5","Oregon","1/30/1982","1",3,"San Francisco 49ers / 3rd / 94th pick / 2005"
"46",90,"Isaac Sopoaga",25,"",15,2,321,"6-2","Hawaii","9/4/1981","1",2,"San Francisco 49ers / 4th / 104th pick / 2004"
"47",36,"Shawntae Spencer",24,"LCB",13,13,181,"6-1","Pittsburgh","2/22/1982","2",4,"San Francisco 49ers / 2nd / 58th pick / 2004"
"48",30,"Donald Strickland",26,"cb",3,3,187,"5-10","Colorado","11/24/1980","3",1,"Indianapolis Colts / 3rd / 90th pick / 2003"
"49",30,"B.J. Tucker",26,"",4,1,188,"5-11","Wisconsin","10/12/1980","1",0,"Dallas Cowboys / 6th / 178th pick / 2003"
"50",53,"Jeff Ulbrich",29,"rilb",16,9,249,"6-0","San Jose St.,Hawaii","2/17/1977","6",4,"San Francisco 49ers / 3rd / 86th pick / 2000"
"51",46,"Delanie Walker",22,"te",7,1,241,"6-1","Central Missouri St.","8/12/1984","Rook",0,"San Francisco 49ers / 6th / 175th pick / 2006"
"52",17,"Brandon Williams",22,"",13,0,175,"5-10","Wisconsin","2/24/1984","Rook",0,"San Francisco 49ers / 3rd / 84th pick / 2006"
"53",25,"Chad Williams",27,"s",15,1,207,"5-9","Southern Miss","1/22/1979","4",1,"Baltimore Ravens / 6th / 209th pick / 2002"
"54",59,"Renaud Williams",25,"",3,0,211,"6-0","Hofstra","2/23/1981","2",0,""
"55",69,"Tony Wragge",27,"lg",14,4,311,"6-4","New Mexico St.","8/14/1979","4",2,""
"56",97,"Bryant Young",34,"DE",16,16,291,"6-3","Notre Dame","1/27/1972","12",6,"San Francisco 49ers / 1st / 7th pick / 1994"
"57",NA,"Team Total",26.5,"",16,NA,244.5,"6-1.7","","","3.6",NA,""
