"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",35,"Anthony Allen",23,"",5,0,223,"6-0","Georgia Tech","8/6/1988","Rook",0,"Baltimore Ravens / 7th / 225th pick / 2011"
"2",51,"Brendon Ayanbadejo",35,"",16,0,230,"6-1","UCLA","9/6/1976","8",2,""
"3",77,"Matt Birk",35,"C",16,16,300,"6-4","Harvard","7/23/1976","13",7,"Minnesota Vikings / 6th / 173rd pick / 1998"
"4",81,"Anquan Boldin",31,"WR",14,14,218,"6-1","Florida St.","10/3/1980","8",8,"Arizona Cardinals / 2nd / 54th pick / 2003"
"5",23,"Chykie Brown",25,"",7,0,185,"6-0","Texas","12/26/1986","Rook",0,"Baltimore Ravens / 5th / 164th pick / 2011"
"6",54,"Prescott Burgess",27,"",3,0,246,"6-3","Michigan","3/6/1984","4",0,"Baltimore Ravens / 6th / 207th pick / 2007"
"7",39,"Josh Bynes",22,"",1,0,239,"6-1","Auburn","8/24/1989","Rook",0,""
"8",25,"Chris Carr",28,"db",9,1,180,"5-10","Boise St.","4/30/1983","6",1,""
"9",62,"Terrence Cody",23,"NT",16,16,370,"6-4","Alabama","6/28/1988","1",8,"Baltimore Ravens / 2nd / 57th pick / 2010"
"10",37,"Emanuel Cook",23,"",5,0,214,"5-10","South Carolina","1/20/1988","2",0,""
"11",46,"Morgan Cox",25,"",16,0,226,"6-4","Tennessee","4/26/1986","1",1,""
"12",7,"Billy Cundiff",31,"",15,0,201,"6-1","Drake","3/30/1980","9",1,""
"13",83,"Ed Dickson",24,"TE",16,16,244,"6-4","Oregon","7/25/1987","1",5,"Baltimore Ravens / 3rd / 70th pick / 2010"
"14",17,"Tandon Doss",22,"",6,0,201,"6-2","Indiana","9/22/1989","Rook",0,"Baltimore Ravens / 4th / 123rd pick / 2011"
"15",59,"Dannell Ellerbe",26,"mlb",9,3,236,"6-1","Georgia","11/29/1985","2",2,""
