"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",38,"Clarence Bailey",24,"rb",3,1,220,"5-11","Wesley,Hampton","3/7/1963","Rook",0,""
"2",86,"Fred Banks",25,"",3,0,177,"5-10","Chowan,Liberty","5/26/1962","2",0,"Cleveland Browns / 8th / 203rd pick / 1985"
"3",65,"Bill Bealles",24,"t",3,3,290,"6-7","Northern Illinois,Northern Iowa","6/11/1963","Rook",2,""
"4",2,"Willie Beecher",24,"",3,0,170,"5-10","Utah St.","4/14/1963","Rook",1,""
"5",93,"Charles Bennett",24,"de",3,3,257,"6-5","La-Lafayette","2/9/1963","Rook",1,"Chicago Bears / 7th / 190th pick / 1985"
"6",34,"Woody Bennett",32,"FB",12,11,227,"6-2","Miami (FL)","3/24/1955","8",1,""
"7",75,"Doug Betters",31,"",12,0,262,"6-7","Montana,Nevada","6/11/1956","9",1,"Miami Dolphins / 6th / 163rd pick / 1978"
"8",47,"Glenn Blackwood",30,"SS",10,10,187,"6-0","Texas","2/23/1957","8",4,"Miami Dolphins / 8th / 215th pick / 1979"
"9",97,"John Bosa",23,"RDE",12,12,270,"6-4","Boston Col.","1/10/1964","Rook",6,"Miami Dolphins / 1st / 16th pick / 1987"
"10",43,"Bud Brown",26,"FS",9,8,194,"6-0","Southern Miss","4/19/1961","3",3,"Miami Dolphins / 11th / 305th pick / 1984"
"11",51,"Mark Brown",26,"ROLB",12,12,230,"6-2","Purdue","7/18/1961","4",6,"Miami Dolphins / 9th / 250th pick / 1983"
"12",36,"Tom Brown",23,"",1,0,223,"6-1","Pittsburgh","11/20/1964","Rook",0,"Miami Dolphins / 7th / 182nd pick / 1987"
"13",59,"Bob Brudzinski",32,"LOLB",12,8,230,"6-4","Ohio St.","1/1/1955","10",4,"Los Angeles Rams / 1st / 23rd pick / 1977"
"14",49,"Marvell Burgess",22,"",1,0,195,"6-3","Henderson St.","10/7/1965","Rook",0,""
"15",81,"Mike Caterbone",25,"wr",3,1,175,"5-11","Franklin & Marshall","2/17/1962","Rook",0,""
"16",92,"Laz Chavez",24,"",3,0,220,"6-0","Iona","12/20/1963","Rook",0,""
"17",85,"Eddie Chavis",24,"wr",3,1,182,"6-0","Montclair St.","7/12/1963","Rook",1,""
"18",83,"Mark Clayton",26,"WR",12,12,177,"5-9","Louisville","4/8/1961","4",8,"Miami Dolphins / 8th / 223rd pick / 1983"
"19",61,"Greg Cleveland",23,"",2,0,295,"6-5","Florida","8/19/1964","Rook",0,""
"20",98,"Jackie Cline",27,"",7,0,279,"6-5","Alabama","3/13/1960","Rook",1,""
"21",67,"Chris Conlin",22,"",3,0,290,"6-4","Penn St.","6/7/1965","Rook",0,"Miami Dolphins / 5th / 132nd pick / 1987"
"22",30,"Ron Davenport",25,"rb",10,1,230,"6-2","Louisville","12/22/1962","2",4,"Miami Dolphins / 6th / 167th pick / 1985"
"23",65,"Jeff Dellenbach",24,"c",11,6,290,"6-6","Wisconsin","2/14/1963","2",4,"Miami Dolphins / 4th / 111th pick / 1985"
"24",74,"Mark Dennis",22,"t",5,2,300,"6-6","Illinois","4/15/1965","Rook",2,"Miami Dolphins / 8th / 212th pick / 1987"
"25",89,"Leland Douglas",24,"wr",3,2,179,"6-0","Baylor","9/23/1963","Rook",1,""
"26",85,"Mark Duper",28,"WR",11,11,185,"5-9","NW State (LA)","1/25/1959","5",6,"Miami Dolphins / 2nd / 52nd pick / 1982"
"27",86,"George Farmer",29,"",1,0,175,"5-10","Southern","12/5/1958","5",0,"Los Angeles Rams / 9th / 248th pick / 1980"
"28",82,"Todd Feldman",25,"",1,0,184,"5-10","Kent St.","8/7/1962","Rook",0,""
"29",61,"Roy Foster",27,"LG",12,12,282,"6-4","USC","5/24/1960","5",8,"Miami Dolphins / 1st / 24th pick / 1982"
"30",52,"Dennis Fowlkes",26,"lb",3,3,238,"6-2","West Virginia","3/11/1961","4",1,""
"31",53,"David Frye",26,"lb",12,1,223,"6-2","Purdue","6/21/1961","4",1,""
"32",79,"Jon Giesler",31,"LT",10,9,262,"6-5","Michigan","12/23/1956","8",6,"Miami Dolphins / 1st / 24th pick / 1979"
"33",66,"Jim Gilmore",25,"t",3,2,269,"6-5","Villanova,Ohio St.","12/19/1962","1",2,""
"34",3,"Stacy Gore",24,"",3,0,200,"6-0","Arkansas St.","5/20/1963","Rook",0,""
"35",58,"Rick Graf",23,"lolb",12,5,244,"6-5","Wisconsin","8/29/1964","Rook",3,"Miami Dolphins / 2nd / 43rd pick / 1987"
"36",55,"Hugh Green",28,"lb",9,1,225,"6-2","Pittsburgh","7/27/1959","6",1,"Tampa Bay Buccaneers / 1st / 7th pick / 1981"
"37",27,"Lorenzo Hampton",25,"KR",12,6,205,"5-11","Florida","3/12/1962","2",5,"Miami Dolphins / 1st / 27th pick / 1985"
"38",84,"Bruce Hardy",31,"TE",12,12,235,"6-5","Arizona St.","6/1/1956","9",3,"Miami Dolphins / 9th / 247th pick / 1978"
"39",5,"Jeff Hayes",28,"",2,0,175,"5-11","North Carolina","8/19/1959","5",0,""
"40",29,"Liffort Hobley",25,"ss",14,6,207,"6-0","LSU","5/12/1962","2",4,"Pittsburgh Steelers / 3rd / 74th pick / 1985"
"41",45,"Trell Hooper",26,"db",3,3,182,"5-11","Memphis","12/22/1961","Rook",2,"Indianapolis Colts / 8th / 198th pick / 1986"
"42",46,"Mark Irvin",23,"",3,0,190,"5-10","Bethune-Cookman","10/12/1964","Rook",0,""
"43",20,"Rickey Isom",24,"rb",3,1,224,"6-0","North Carolina St.","11/30/1963","Rook",0,"Miami Dolphins / 12th / 329th pick / 1986"
"44",72,"Steve Jacobson",25,"",3,0,255,"6-3","Texas A&M,Abilene Christian","11/18/1962","Rook",0,""
"45",11,"Jim Jensen",29,"",12,0,215,"6-4","Boston Univ.","11/14/1958","6",2,"Miami Dolphins / 11th / 291st pick / 1981"
"46",87,"Dan Johnson",27,"",7,0,240,"6-3","Iowa St.","5/17/1960","4",0,"Miami Dolphins / 7th / 170th pick / 1982"
"47",23,"Demetrious Johnson",26,"db",3,2,190,"5-11","Missouri","7/21/1961","4",1,"Detroit Lions / 5th / 115th pick / 1983"
"48",49,"William Judson",28,"RCB",12,12,189,"6-1","South Carolina St.","3/26/1959","5",5,"Miami Dolphins / 8th / 208th pick / 1981"
"49",71,"Scott Kehoe",23,"t",3,3,282,"6-4","Illinois","9/20/1964","Rook",2,""
"50",68,"Greg Koch",32,"t",1,1,270,"6-4","Arkansas","6/14/1955","10",1,"Green Bay Packers / 2nd / 39th pick / 1977"
"51",54,"Larry Kolic",24,"",7,0,242,"6-1","Ohio St.","8/31/1963","1",1,"Miami Dolphins / 7th / 193rd pick / 1986"
"52",41,"Mark Konecny",24,"",3,0,197,"5-11","Alma","4/2/1963","Rook",1,""
"53",69,"Mike Lambrecht",24,"dt",5,3,271,"6-1","St. Cloud St.","5/2/1963","Rook",2,""
"54",44,"Paul Lankford",29,"LCB",12,12,185,"6-1","Penn St.","6/15/1958","5",5,"Miami Dolphins / 3rd / 80th pick / 1982"
"55",72,"Ronnie Lee",31,"RT",9,9,265,"6-3","Baylor","12/24/1956","8",6,"Miami Dolphins / 3rd / 65th pick / 1979"
"56",87,"David Lewis",26,"te",5,3,234,"6-3","California","6/8/1961","3",1,"Detroit Lions / 1st / 20th pick / 1984"
"57",99,"George Little",24,"",9,0,278,"6-4","Iowa","6/27/1963","2",1,"Miami Dolphins / 3rd / 65th pick / 1985"
"58",54,"Steve Lubischer",25,"",1,0,240,"6-3","Boston Col.","6/29/1962","Rook",0,""
"59",15,"Kyle Mackey",25,"qb",3,3,220,"6-3","Texas A&M-Commerce","3/2/1962","Rook",3,"St. Louis Cardinals / 11th / 296th pick / 1984"
"60",13,"Dan Marino*",26,"QB",12,12,224,"6-4","Pittsburgh","9/15/1961","4",12,"Miami Dolphins / 1st / 27th pick / 1983"
"61",78,"Doug Marrone",23,"",4,0,269,"6-5","Syracuse","7/25/1964","Rook",0,"Los Angeles Raiders / 6th / 164th pick / 1986"
"62",96,"David Marshall",26,"",2,0,220,"6-3","East. Michigan","1/3/1961","3",0,""
"63",28,"Don McNeal",29,"",12,0,190,"5-11","Alabama","5/6/1958","7",1,"Miami Dolphins / 1st / 21st pick / 1980"
"64",91,"Victor Morris",23,"lb",3,3,243,"6-1","Miami (FL)","1/25/1964","Rook",1,""
"65",22,"Tony Nathan",31,"",6,0,206,"6-0","Alabama","12/14/1956","8",1,"Miami Dolphins / 3rd / 61st pick / 1979"
"66",52,"Scott Nicolas",27,"",12,0,226,"6-3","Miami (FL)","8/7/1960","5",1,"Cleveland Browns / 12th / 310th pick / 1982"
"67",56,"John Offerdahl*",23,"RILB",9,9,232,"6-3","West. Michigan","8/17/1964","1",7,"Miami Dolphins / 2nd / 52nd pick / 1986"
"68",68,"Louis Oubre",29,"g",3,1,262,"6-4","Oklahoma","5/15/1958","5",1,"New Orleans Saints / 5th / 112th pick / 1981"
"69",63,"Greg Ours",24,"c",3,3,279,"6-5","Muskingum","10/29/1963","Rook",2,""
"70",94,"Tim Pidgeon",23,"lb",3,3,233,"6-0","Syracuse","9/20/1964","Rook",2,"Miami Dolphins / 9th / 237th pick / 1987"
"71",82,"James Pruitt",23,"wr",12,1,199,"6-3","Cal State-Fullerton","1/29/1964","1",4,"Miami Dolphins / 4th / 107th pick / 1986"
"72",24,"Floyd Raglin",26,"",2,0,180,"5-9","UNLV,Southern","2/10/1961","Rook",0,""
"73",21,"Tate Randle",28,"db",3,1,202,"6-0","Texas Tech","8/15/1959","5",1,"Miami Dolphins / 8th / 220th pick / 1982"
"74",79,"Ike Readon",24,"",3,0,273,"6-0","Hampton","5/16/1963","Rook",0,"Kansas City Chiefs / 10th / 257th pick / 1986"
"75",83,"Dameon Reilly",24,"wr",3,1,180,"5-11","Rhode Island","5/10/1963","Rook",1,""
"76",7,"Fuad Reveiz",24,"K",11,0,225,"5-11","Tennessee","2/24/1963","2",3,"Miami Dolphins / 7th / 195th pick / 1985"
