"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",4,"Bryan Barker",36,"",16,0,202,"6-1","Santa Clara","6/28/1964","10",2,""
"2",84,"Reggie Barlow",27,"",16,0,190,"6-0","Alabama St.","1/22/1973","4",0,"Jacksonville Jaguars / 4th / 110th pick / 1996"
"3",21,"Aaron Beasley",27,"RCB",14,14,205,"6-0","West Virginia","7/7/1973","4",6,"Jacksonville Jaguars / 3rd / 63rd pick / 1996"
"4",71,"Tony Boselli*",28,"LT",16,16,324,"6-7","USC","4/17/1972","5",9,"Jacksonville Jaguars / 1st / 2nd pick / 1995"
"5",52,"Brant Boyer",29,"lb",12,5,240,"6-1","Arizona","6/27/1971","6",3,"Miami Dolphins / 6th / 177th pick / 1994"
"6",90,"Tony Brackens",26,"DE",16,16,267,"6-4","Texas","12/26/1974","4",10,"Jacksonville Jaguars / 2nd / 33rd pick / 1996"
"7",80,"Kyle Brady",28,"TE",16,15,278,"6-6","Penn St.","1/14/1972","5",7,"New York Jets / 1st / 9th pick / 1995"
"8",8,"Mark Brunell",30,"QB",16,16,217,"6-1","Washington","9/17/1970","6",14,"Green Bay Packers / 5th / 118th pick / 1993"
"9",25,"Fernando Bryant",23,"LCB",14,14,174,"5-10","Alabama","3/26/1977","1",6,"Jacksonville Jaguars / 1st / 26th pick / 1999"
"10",55,"Danny Clark",23,"",16,0,248,"6-2","Illinois","5/9/1977","Rook",2,"Jacksonville Jaguars / 7th / 245th pick / 2000"
"11",29,"Jason Craft",24,"lcb",16,3,187,"5-10","Colorado St.","2/13/1976","1",2,"Jacksonville Jaguars / 5th / 160th pick / 1999"
"12",27,"Shadwick Criss",24,"",3,0,184,"5-11","Missouri","1/11/1976","Rook",0,""
"13",20,"Donovin Darius",25,"SS",16,16,225,"6-1","Syracuse","8/12/1975","2",7,"Jacksonville Jaguars / 1st / 25th pick / 1998"
"14",83,"Greg DeLong",27,"te",4,1,250,"6-4","North Carolina","4/3/1973","5",0,""
"15",42,"Chad Dukes",29,"",1,0,230,"6-0","Pittsburgh","12/29/1971","Rook",0,""
"16",78,"Todd Fordham",27,"rt",16,8,320,"6-5","Florida St.","10/9/1973","3",4,""
"17",85,"Rich Griffith",31,"",16,1,262,"6-5","Arizona","7/31/1969","7",0,"New England Patriots / 5th / 138th pick / 1993"
"18",51,"Kevin Hardy",27,"LB",16,16,259,"6-4","Illinois","7/24/1973","4",9,"Jacksonville Jaguars / 1st / 2nd pick / 1996"
"19",1,"Mike Hollis",28,"",12,0,179,"5-7","Idaho","5/22/1972","5",5,""
"20",24,"Chris Howard",25,"rb",2,1,223,"5-10","Michigan","5/5/1975","2",1,"Denver Broncos / 5th / 153rd pick / 1998"
"21",23,"Anthony Johnson",33,"rb",12,3,225,"6-0","Notre Dame","10/25/1967","10",2,"Indianapolis Colts / 2nd / 36th pick / 1990"
"22",88,"Damon Jones",26,"",1,0,270,"6-5","Michigan,Southern Illinois","9/18/1974","3",0,"Jacksonville Jaguars / 5th / 147th pick / 1997"
"23",64,"Aaron Koch",22,"",8,0,300,"6-3","Oregon St.","2/21/1978","Rook",1,""
"24",93,"Emarlos Leroy",25,"rdt",9,1,304,"6-1","Georgia","7/31/1975","1",1,"Jacksonville Jaguars / 6th / 182nd pick / 1999"
"25",2,"Steve Lindsey",26,"",10,0,185,"6-1","Mississippi","11/25/1974","1",0,""
"26",32,"Mike Logan",26,"fs",15,11,212,"6-0","West Virginia","9/15/1974","3",6,"Jacksonville Jaguars / 2nd / 50th pick / 1997"
"27",34,"Stacey Mack",25,"fb",6,2,241,"6-1","Temple","6/26/1975","1",1,""
"28",10,"Jamie Martin",30,"",5,0,205,"6-2","Weber St.","2/8/1970","4",1,""
"29",58,"Lonnie Marts",32,"lb",7,3,246,"6-2","Tulane","11/10/1968","9",2,""
"30",87,"Keenan McCardell",30,"WR",16,16,191,"6-1","UNLV","1/6/1970","8",11,"Washington Redskins / 12th / 326th pick / 1991"
"31",63,"Brad Meester",23,"LG",16,16,300,"6-3","Northern Iowa","3/23/1977","Rook",7,"Jacksonville Jaguars / 2nd / 60th pick / 2000"
"32",92,"Rob Meier",23,"",16,0,293,"6-5","Washington St.","8/29/1977","Rook",2,"Jacksonville Jaguars / 7th / 241st pick / 2000"
"33",24,"Craig Miller",23,"fs",4,2,199,"5-11","Utah St.","10/4/1977","Rook",1,""
"34",79,"Reggie Nelson",24,"",1,0,321,"6-3","McNeese St.","6/23/1976","1",0,"San Diego Chargers / 5th / 141st pick / 1999"
"35",83,"Ryan Neufeld",25,"",3,0,250,"6-4","UCLA","11/22/1975","1",0,""
"36",65,"Quentin Neujahr",29,"c",16,2,297,"6-4","Kansas St.","1/30/1971","4",2,""
"37",56,"Hardy Nickerson",35,"mlb",6,6,230,"6-2","California","9/1/1965","13",3,"Pittsburgh Steelers / 5th / 122nd pick / 1987"
"38",45,"Erik Olson",23,"",14,0,210,"6-1","Colorado St.","1/4/1977","Rook",1,"Jacksonville Jaguars / 7th / 236th pick / 2000"
"39",91,"Seth Payne",25,"RDT",16,14,303,"6-4","Cornell","2/12/1975","3",13,"Jacksonville Jaguars / 4th / 114th pick / 1997"
"40",54,"Troy Pelshak",23,"",1,0,242,"6-2","North Carolina A&T","3/6/1977","1",0,""
"41",12,"Jonathan Quinn",25,"",1,0,243,"6-6","Tulane,Middle Tenn. St.","2/27/1975","2",0,"Jacksonville Jaguars / 3rd / 86th pick / 1998"
"42",95,"David Richie",27,"",1,0,280,"6-4","Washington","9/26/1973","3",0,""
"43",31,"Daimon Shelton",28,"fb",16,9,262,"6-0","Sacramento St.","9/15/1972","3",0,"Jacksonville Jaguars / 6th / 184th pick / 1997"
"44",53,"T.J. Slaughter",23,"mlb",16,7,234,"6-0","Southern Miss","2/20/1977","Rook",4,"Jacksonville Jaguars / 3rd / 92nd pick / 2000"
"45",99,"Joel Smeenge",32,"",12,1,262,"6-6","West. Michigan","4/1/1968","10",2,"New Orleans Saints / 3rd / 71st pick / 1990"
"46",89,"Emanuel Smith",24,"",1,0,210,"6-1","Arkansas","2/3/1976","Rook",0,"Jacksonville Jaguars / 6th / 196th pick / 2000"
"47",73,"Jeff Smith",27,"C",14,12,322,"6-3","Tennessee","5/25/1973","3",5,"Kansas City Chiefs / 7th / 241st pick / 1996"
"48",82,"Jimmy Smith*",31,"wr",15,14,213,"6-1","Jackson St.","2/9/1969","8",19,"Dallas Cowboys / 2nd / 36th pick / 1992"
"49",94,"Larry Smith",26,"dt",14,4,310,"6-5","Florida St.","12/4/1974","1",4,"Jacksonville Jaguars / 2nd / 56th pick / 1999"
"50",81,"R. Jay Soward",22,"wr",13,2,178,"5-11","USC","1/16/1978","Rook",2,"Jacksonville Jaguars / 1st / 29th pick / 2000"
"51",95,"Paul Spicer",25,"",3,0,287,"6-4","DuPage (IL),Saginaw Valley St.","8/18/1975","1",0,""
"52",68,"Brendan Stai",28,"RG",16,16,312,"6-4","Nebraska","3/30/1972","5",7,"Pittsburgh Steelers / 3rd / 91st pick / 1995"
"53",26,"Rayna Stewart",27,"FS",12,10,198,"5-10","Northern Arizona","6/18/1973","4",5,"Houston Oilers / 5th / 143rd pick / 1996"
"54",33,"Shyrone Stith",22,"",14,0,206,"5-8","Virginia Tech","4/2/1978","Rook",0,"Jacksonville Jaguars / 7th / 243rd pick / 2000"
"55",50,"Erik Storz",25,"lb",10,2,234,"6-2","Boston Col.","6/24/1975","2",2,""
"56",30,"Michael Swift",26,"",1,0,165,"5-10","Austin Peay St.","2/28/1974","3",0,""
"57",5,"Jim Tarle",28,"",6,0,221,"6-0","South Carolina,Arkansas St.","12/27/1972","Rook",0,""
"58",28,"Fred Taylor",24,"RB",13,13,234,"6-1","Florida","1/27/1976","2",13,"Jacksonville Jaguars / 1st / 9th pick / 1998"
"59",59,"Edward Thomas",25,"",4,0,230,"6-1","Georgia Southern","9/27/1975","Rook",0,""
"60",41,"Kiwaukee Thomas",23,"cb",16,3,192,"5-11","Georgia Southern","6/19/1977","Rook",2,"Jacksonville Jaguars / 5th / 159th pick / 2000"
"61",66,"John Wade",25,"c",2,2,299,"6-5","Marshall","1/25/1975","2",1,"Jacksonville Jaguars / 5th / 148th pick / 1998"
"62",96,"Gary Walker",27,"dt",15,14,324,"6-3","Auburn","2/28/1973","5",8,"Houston Oilers / 5th / 159th pick / 1995"
"63",86,"Alvis Whitted",26,"wr",16,3,185,"6-0","North Carolina St.","9/4/1974","2",1,"Jacksonville Jaguars / 7th / 192nd pick / 1998"
"64",77,"Zach Wiegert",28,"rt",8,8,309,"6-5","Nebraska","8/16/1972","5",3,"St. Louis Rams / 2nd / 38th pick / 1995"
"65",43,"Jermaine Williams",27,"",7,0,235,"5-11","Houston","8/14/1973","2",0,""
"66",97,"Renaldo Wynn",26,"DE",14,14,292,"6-3","Notre Dame","9/3/1974","3",7,"Jacksonville Jaguars / 1st / 21st pick / 1997"
"67",NA,"Team Total",26.5,"",16,NA,244.3,"6-1.7","","","3.1",NA,""
