"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",76,"Branden Albert",28,"LT",13,11,315,"6-7","Virginia","11/4/1984","4",3,"Kansas City Chiefs / 1st / 15th pick / 2008"
"2",71,"Jeff Allen",22,"LG",16,13,306,"6-4","Illinois","1/8/1990","Rook",4,"Kansas City Chiefs / 2nd / 44th pick / 2012"
"3",21,"Javier Arenas",25,"RCB",16,9,195,"5-9","Alabama","10/28/1987","2",3,"Kansas City Chiefs / 2nd / 50th pick / 2010"
"4",73,"Jon Asamoah",24,"RG",15,15,304,"6-4","Illinois","7/21/1988","2",4,"Kansas City Chiefs / 3rd / 68th pick / 2010"
"5",97,"Allen Bailey",23,"de",10,1,278,"6-3","Miami (FL)","3/25/1989","1",1,"Kansas City Chiefs / 3rd / 86th pick / 2011"
"6",89,"Jonathan Baldwin",23,"wr",15,7,225,"6-4","Pittsburgh","8/10/1989","1",2,"Kansas City Chiefs / 1st / 26th pick / 2011"
"7",59,"Jovan Belcher",25,"LILB",11,10,228,"6-2","Maine","7/24/1987","3",4,""
"8",8,"Josh Bellamy",23,"",3,0,206,"6-0","Louisville","5/18/1989","Rook",0,""
"9",29,"Eric Berry*",24,"SS",16,16,211,"6-0","Tennessee","12/29/1988","2",7,"Kansas City Chiefs / 1st / 5th pick / 2010"
"10",80,"Kevin Boss",28,"te",2,2,255,"6-7","Western Oregon","1/11/1984","5",0,"New York Giants / 5th / 153rd pick / 2007"
"11",82,"Dwayne Bowe",28,"WR",13,12,221,"6-2","LSU","9/21/1984","5",5,"Kansas City Chiefs / 1st / 23rd pick / 2007"
"12",15,"Steve Breaston",29,"wr",10,4,175,"6-1","Michigan","8/20/1983","5",0,"Arizona Cardinals / 5th / 142nd pick / 2007"
"13",30,"Jalil Brown",25,"cb",15,2,202,"6-0","Colorado","10/14/1987","1",1,"Kansas City Chiefs / 4th / 118th pick / 2011"
