"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",27,"Kenneth Acker",24,"CB",7,1,190,"6-0","SMU","2/6/1992","2",NA,"San Francisco 49ers / 6th / 180th pick / 2014","$600,000"
"2",57,"D.J. Alexander",25,"OLB",14,1,233,"6-2","Oregon St.","9/30/1991","1",NA,"Kansas City Chiefs / 5th / 172nd pick / 2015","$575,563"
"3",97,"Allen Bailey",27,"DL",5,5,278,"6-3","Miami (FL)","3/25/1989","5",NA,"Kansas City Chiefs / 3rd / 86th pick / 2011","$5,212,500"
"4",77,"T.J. Barnes",26,"DT",3,0,364,"6-7","Georgia Tech","6/14/1990","3",NA,"","$176,470"
"5",29,"Eric Berry",28,"DB",14,14,211,"6-0","Tennessee","12/29/1988","6",NA,"Kansas City Chiefs / 1st / 5th pick / 2010","$10,806,000"
"6",9,"Tyler Bray",25,"QB",NA,NA,232,"6-6","Tennessee","12/27/1991","3",NA,"","$620,000"
"7",25,"Jamaal Charles",30,"RB",3,0,199,"5-11","Texas","12/27/1986","8",NA,"Kansas City Chiefs / 3rd / 73rd pick / 2008","$5,312,500"
"8",2,"Dustin Colquitt",34,"P",14,0,211,"6-2","Tennessee","5/6/1982","11",NA,"Kansas City Chiefs / 3rd / 99th pick / 2005","$4,450,000"
"9",17,"Chris Conley",24,"WR",14,10,207,"6-2","Georgia","10/25/1992","1",NA,"Kansas City Chiefs / 3rd / 76th pick / 2015","$738,108"
"10",6,"Kenny Cook",24,"WR",NA,NA,218,"6-4","","5/20/1992","Rook",NA,"","$333,000"
"11",34,"Knile Davis",25,"RB",8,0,227,"6-0","Arkansas","10/5/1991","3",NA,"Kansas City Chiefs / 3rd / 96th pick / 2013","$826,504"
"12",76,"Laurent Duvernay-Tardif",25,"OT",12,12,321,"6-5","McGill","2/11/1991","2",NA,"Kansas City Chiefs / 6th / 200th pick / 2014","$633,575"
"13",79,"Parker Ehinger",24,"OG",5,4,302,"6-6","Cincinnati","12/30/1992","Rook",NA,"Kansas City Chiefs / 4th / 105th pick / 2016","$600,727"
"14",72,"Eric Fisher",25,"OT",14,14,306,"6-7","Central Michigan","1/5/1991","3",NA,"Kansas City Chiefs / 1st / 1st pick / 2013","$6,854,636"
"15",4,"Nick Foles",27,"QB",2,1,244,"6-5","Arizona","1/20/1989","4",NA,"Philadelphia Eagles / 3rd / 88th pick / 2012","$1,656,250"
"16",55,"Dee Ford",25,"DE",13,12,252,"6-2","Auburn","3/19/1991","2",NA,"Kansas City Chiefs / 1st / 23rd pick / 2014","$2,225,100"
"17",73,"Zach Fulton",25,"OG",13,10,316,"6-5","Tennessee","9/23/1991","2",NA,"Kansas City Chiefs / 6th / 193rd pick / 2014","$634,555"
"18",23,"Phillip Gaines",25,"CB",10,5,193,"6-0","Rice","4/4/1991","2",NA,"Kansas City Chiefs / 3rd / 87th pick / 2014","$755,778"
"19",91,"Tamba Hali",33,"DE",14,1,265,"6-2","Penn St.","11/3/1983","10",NA,"Kansas City Chiefs / 1st / 20th pick / 2006","$3,802,083"
"20",84,"Demetrius Harris",25,"TE",14,9,230,"6-7","Wisc-Milwaukee","7/29/1991","3",NA,"","$950,000"
"21",48,"Vernon Harris",22,"DB",NA,NA,197,"6-1","","6/25/1994","Rook",NA,"","$333,000"
"22",81,"Tyreek Hill",22,"WR",14,1,185,"5-10","West Alabama","3/1/1994","Rook",NA,"Kansas City Chiefs / 5th / 165th pick / 2016","$497,500"
"23",50,"Justin Houston",27,"LB",5,5,260,"6-3","Georgia","1/12/1989","5",NA,"Kansas City Chiefs / 3rd / 70th pick / 2011","$19,100,000"
"24",96,"Jaye Howard",28,"DT",8,5,301,"6-3","Florida","12/20/1988","4",NA,"Seattle Seahawks / 4th / 114th pick / 2012","$3,500,000"
"25",94,"Jarvis Jenkins",28,"DL",5,0,309,"6-4","Clemson","4/24/1988","5",NA,"Washington Redskins / 2nd / 41st pick / 2011","$760,000"
"26",56,"Derrick Johnson",34,"LB",13,13,242,"6-3","Texas","11/22/1982","11",NA,"Kansas City Chiefs / 1st / 15th pick / 2005","$3,500,000"
"27",95,"Chris Jones",22,"DT",14,9,310,"6-6","Mississippi St.","7/3/1994","Rook",NA,"Kansas City Chiefs / 2nd / 37th pick / 2016","$1,132,950"
"28",87,"Travis Kelce",27,"TE",14,14,255,"6-5","Cincinnati","10/5/1989","3",NA,"Kansas City Chiefs / 3rd / 63rd pick / 2013","$2,948,226"
"29",93,"David King",27,"DE",2,0,281,"6-4","Oklahoma","12/27/1989","3",NA,"Philadelphia Eagles / 7th / 239th pick / 2013",""
"30",19,"Jeremy Maclin",28,"WR",10,10,200,"6-0","Missouri","5/11/1988","7",NA,"Philadelphia Eagles / 1st / 19th pick / 2009","$12,400,000"
"31",59,"Justin March-Lillard",23,"LB",5,5,230,"6-0","","7/5/1993","Rook",NA,"","$453,333"
"32",90,"Josh Mauga",29,"LB",NA,NA,250,"6-1","Nevada","6/20/1987","6",NA,"","$2,700,000"
"33",40,"Trey Millard",25,"FB",NA,NA,247,"6-2","Oklahoma","7/25/1991","2",NA,"San Francisco 49ers / 7th / 245th pick / 2014","$333,000"
"34",39,"Terrance Mitchell",24,"CB",5,1,192,"5-11","Oregon","5/17/1992","2",NA,"Dallas Cowboys / 7th / 254th pick / 2014","$211,764"
"35",61,"Mitch Morse",24,"OT",14,14,305,"6-5","Missouri","4/21/1992","1",NA,"Kansas City Chiefs / 2nd / 49th pick / 2015","$1,062,062"
"36",21,"Eric Murray",22,"CB",14,0,198,"5-11","Minnesota","1/7/1994","Rook",NA,"Kansas City Chiefs / 4th / 106th pick / 2016","$599,950"
"37",20,"Steven Nelson",23,"CB",13,12,199,"5-10","Oregon St.","1/22/1993","1",NA,"Kansas City Chiefs / 3rd / 98th pick / 2015","$682,988"
"38",52,"Dadi Nicolas",24,"DE",7,0,235,"6-3","Virginia Tech","9/29/1992","Rook",NA,"Kansas City Chiefs / 6th / 203rd pick / 2016","$480,803"
"39",99,"Rakeem Nunez-Roches",23,"DT",9,4,305,"6-2","Southern Miss","7/3/1993","1",NA,"Kansas City Chiefs / 6th / 217th pick / 2015","$556,621"
"40",80,"James O'Shaughnessy",24,"TE",14,2,245,"6-4","Illinois St.","1/14/1992","1",NA,"Kansas City Chiefs / 5th / 173rd pick / 2015","$575,563"
"41",38,"Ron Parker",29,"CB",14,14,206,"6-0","Newberry","8/17/1987","5",NA,"","$3,600,000"
"42",68,"Michael Person",28,"OL",NA,NA,299,"6-5","Montana St.,Montana St.","6/17/1988","5",NA,"San Francisco 49ers / 7th / 239th pick / 2011","$760,000"
"43",22,"Marcus Peters",23,"CB",13,13,198,"6-0","Washington","1/9/1993","1",NA,"Kansas City Chiefs / 1st / 18th pick / 2015","$2,178,217"
"44",92,"Dontari Poe",26,"DT",14,14,346,"6-3","Memphis","8/18/1990","4",NA,"Kansas City Chiefs / 1st / 11th pick / 2012","$6,146,000"
"45",75,"Jah Reid",28,"OT",9,1,327,"6-7","Central Florida","7/21/1988","5",NA,"Baltimore Ravens / 3rd / 85th pick / 2011","$1,768,750"
"46",98,"Kendall Reyes",27,"DT",7,0,300,"6-4","Connecticut","9/26/1989","4",NA,"San Diego Chargers / 2nd / 49th pick / 2012","$1,400,000"
"47",14,"Demarcus Robinson",22,"WR",14,0,203,"6-1","Florida","9/21/1994","Rook",NA,"Kansas City Chiefs / 4th / 126th pick / 2016","$579,293"
"48",5,"Cairo Santos",25,"K",14,0,160,"5-8","Tulane","11/12/1991","2",NA,"","$600,667"
"49",71,"Mitchell Schwartz",27,"T",14,14,317,"6-5","California","6/8/1989","4",NA,"Cleveland Browns / 2nd / 37th pick / 2012","$2,400,000"
"50",42,"Anthony Sherman",28,"RB",14,2,244,"5-11","Connecticut","12/11/1988","5",NA,"Arizona Cardinals / 5th / 136th pick / 2011","$2,000,000"
"51",11,"Alex Smith",32,"QB",13,13,212,"6-4","Utah","5/7/1984","11",NA,"San Francisco 49ers / 1st / 1st pick / 2005","$17,800,000"
"52",48,"Terrance Smith",23,"LB",7,0,235,"6-2","","5/3/1993","Rook",NA,"","$450,000"
"53",49,"Daniel Sorensen",26,"S",14,1,208,"6-2","BYU","3/5/1990","2",NA,"","$600,000"
"54",13,"De'Anthony Thomas",23,"RB",10,0,174,"5-9","Oregon","1/5/1993","2",NA,"Kansas City Chiefs / 4th / 124th pick / 2014","$713,527"
"55",88,"Ross Travis",23,"TE",6,3,235,"6-7","","1/9/1993","Rook",NA,"","$450,000"
"56",32,"Spencer Ware",25,"RB",13,13,229,"5-10","LSU","11/23/1991","3",NA,"Seattle Seahawks / 6th / 194th pick / 2013","$958,333"
"57",35,"Charcandrick West",25,"RB",13,1,205,"5-10","Abilene Christian","6/2/1991","2",NA,"","$958,333"
"58",24,"D.J. White",23,"CB",10,0,189,"5-11","Georgia Tech","9/9/1993","Rook",NA,"Kansas City Chiefs / 6th / 178th pick / 2016","$489,253"
"59",12,"Albert Wilson",24,"WR",14,5,200,"5-9","Georgia St.","7/12/1992","2",NA,"","$603,334"
"60",53,"Ramik Wilson",24,"ILB",9,9,237,"6-2","Georgia","8/19/1992","1",NA,"Kansas City Chiefs / 4th / 118th pick / 2015","$525,000"
"61",41,"James Winchester",27,"LS",14,0,240,"6-3","Oklahoma","8/6/1989","1",NA,"","$525,000"
"62",70,"Bryan Witzmann",26,"T",9,0,311,"6-7","South Dakota St.","6/16/1990","2",NA,"","$450,000"
"63",51,"Frank Zombo",29,"LB",14,10,254,"6-3","Central Michigan","3/5/1987","6",NA,"","$1,066,666"
"64",NA,"Team Total",25.9,"",14,NA,248.3,"6-2.2","","","3.1",NA,"",""
