"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",78,"Victor Abiamiri",21,"de",6,1,267,"6-4","Notre Dame","1/14/1986","Rook",1,"Philadelphia Eagles / 2nd / 57th pick / 2007"
"2",2,"David Akers",33,"",16,0,200,"5-10","Louisville","12/9/1974","9",2,""
"3",73,"Shawn Andrews*",25,"RG",15,15,340,"6-4","Arkansas","12/25/1982","3",10,"Philadelphia Eagles / 1st / 16th pick / 2004"
"4",81,"Jason Avant",24,"wr",15,5,210,"6-0","Michigan","4/20/1983","1",2,"Philadelphia Eagles / 4th / 109th pick / 2006"
"5",84,"Hank Baskett",25,"",16,0,220,"6-2","New Mexico","9/4/1982","1",1,""
"6",55,"Stewart Bradley",24,"lb",16,1,254,"6-4","Nebraska","11/2/1983","Rook",2,"Philadelphia Eagles / 3rd / 87th pick / 2007"
"7",86,"Reggie Brown",26,"WR",16,14,197,"6-1","Georgia","1/13/1981","2",7,"Philadelphia Eagles / 2nd / 35th pick / 2005"
"8",24,"Sheldon Brown",28,"RCB",16,16,196,"5-10","South Carolina","3/19/1979","5",8,"Philadelphia Eagles / 2nd / 59th pick / 2002"
"9",28,"Correll Buckhalter",29,"rb",14,2,222,"6-0","Nebraska","10/6/1978","6",3,"Philadelphia Eagles / 4th / 121st pick / 2001"
"10",97,"Brodrick Bunkley",24,"RDT",15,15,295,"6-2","Florida St.","11/23/1983","1",8,"Philadelphia Eagles / 1st / 14th pick / 2006"
"11",87,"Brent Celek",22,"te",16,4,261,"6-4","Cincinnati","1/25/1985","Rook",1,"Philadelphia Eagles / 5th / 162nd pick / 2007"
"12",59,"Nick Cole",23,"lg",16,1,350,"6-0","New Mexico St.","7/28/1984","1",2,""
"13",58,"Trent Cole*",25,"DE",16,16,270,"6-3","Cincinnati","10/5/1982","2",13,"Philadelphia Eagles / 5th / 146th pick / 2005"
"14",37,"Sean Considine",26,"SS",8,8,206,"6-1","Iowa","10/28/1981","2",4,"Philadelphia Eagles / 4th / 102nd pick / 2005"
"15",80,"Kevin Curtis",29,"WR",16,16,186,"5-11","Utah St.","7/17/1978","4",9,"St. Louis Rams / 3rd / 74th pick / 2003"
"16",20,"Brian Dawkins",34,"FS",10,10,210,"6-0","Clemson","10/13/1973","11",5,"Philadelphia Eagles / 2nd / 61st pick / 1996"
"17",46,"Jon Dorenbos",27,"",16,0,250,"6-0","Texas-El Paso","7/21/1980","4",1,""
"18",14,"A.J. Feeley",30,"qb",3,2,225,"6-3","Oregon","5/16/1977","6",2,"Philadelphia Eagles / 5th / 155th pick / 2001"
"19",96,"Omar Gaither",23,"MLB",16,16,235,"6-2","Tennessee","3/18/1984","1",8,"Philadelphia Eagles / 5th / 168th pick / 2006"
"20",19,"Michael Gasperson",25,"",1,0,220,"6-4","San Diego","6/10/1982","Rook",0,""
