"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",54,"Carlton Bailey",32,"RILB",16,14,242,"6-3","North Carolina","12/15/1964","8",8,"Buffalo Bills / 9th / 235th pick / 1988"
"2",56,"Myron Baker",25,"",16,0,232,"6-1","Louisiana Tech","1/6/1971","3",1,"Chicago Bears / 4th / 100th pick / 1993"
"3",82,"Michael Bates*+",27,"KR",14,0,189,"5-10","Arizona","12/19/1969","3",1,"Seattle Seahawks / 6th / 150th pick / 1992"
"4",7,"Steve Beuerlein",31,"qb",8,4,220,"6-3","Notre Dame","3/7/1965","8",3,"Los Angeles Raiders / 4th / 110th pick / 1987"
"5",21,"Tim Biakabutuka",22,"rb",4,4,215,"6-0","Michigan","1/24/1974","Rook",2,"Carolina Panthers / 1st / 8th pick / 1996"
"6",50,"Duane Bickett",34,"",16,0,251,"6-5","USC","12/1/1962","11",1,"Indianapolis Colts / 1st / 5th pick / 1985"
"7",78,"Blake Brockermeyer",23,"LT",12,12,295,"6-4","Texas","4/11/1973","1",6,"Carolina Panthers / 1st / 29th pick / 1995"
"8",66,"Matt Campbell",24,"LG",9,8,284,"6-4","South Carolina","7/14/1972","1",4,""
"9",83,"Mark Carrier",31,"WR",16,15,186,"6-0","Nicholls St.","10/28/1965","9",9,"Tampa Bay Buccaneers / 3rd / 57th pick / 1987"
"10",12,"Kerry Collins*",24,"QB",13,12,248,"6-5","Penn St.","12/30/1972","1",9,"Carolina Panthers / 1st / 5th pick / 1995"
"11",90,"Tim Colston",23,"",2,0,275,"6-0","Kansas St.","12/18/1973","Rook",0,""
"12",41,"Toi Cook",32,"",15,1,188,"5-11","Stanford","12/3/1964","9",3,"New Orleans Saints / 8th / 207th pick / 1987"
"13",37,"Chad Cota",25,"db",16,2,198,"6-1","Oregon","8/8/1971","1",4,"Carolina Panthers / 7th / 209th pick / 1995"
"14",76,"Norbert Davidds-Garrido",24,"RT",12,8,315,"6-6","USC","10/4/1972","Rook",4,"Carolina Panthers / 4th / 106th pick / 1996"
"15",25,"Eric Davis*",28,"LCB",16,16,185,"5-11","Jacksonville St.","1/26/1968","6",12,"San Francisco 49ers / 2nd / 53rd pick / 1990"
"16",74,"Mark Dennis",31,"LT",16,8,300,"6-6","Illinois","4/15/1965","9",5,"Miami Dolphins / 8th / 212th pick / 1987"
"17",52,"Matt Elliott",28,"C",16,12,288,"6-3","Michigan","10/1/1968","4",6,"Washington Redskins / 12th / 336th pick / 1992"
"18",93,"Mike Fox",29,"LDE",11,11,285,"6-8","West Virginia","8/5/1967","6",6,"New York Giants / 2nd / 51st pick / 1990"
"19",65,"Frank Garcia",24,"C",14,8,302,"6-2","Washington","1/28/1972","1",4,"Carolina Panthers / 4th / 132nd pick / 1995"
"20",86,"Willie Green",30,"WR",15,10,185,"6-4","Mississippi","4/2/1966","5",6,"Detroit Lions / 8th / 194th pick / 1990"
