"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",77,"Lyle Alzado*",29,"RDE",16,16,255,"6-3","Yankton","4/3/1949","7",10,"Denver Broncos / 4th / 79th pick / 1971"
"2",24,"Otis Armstrong",28,"RB",16,9,196,"5-10","Purdue","11/15/1950","5",4,"Denver Broncos / 1st / 9th pick / 1973"
"3",75,"Bill Bain",26,"t",1,1,279,"6-4","Colorado,USC","8/9/1952","3",1,"Green Bay Packers / 2nd / 47th pick / 1975"
"4",64,"Bill Bryan",23,"C",13,12,251,"6-2","Duke","6/21/1955","1",6,"Denver Broncos / 4th / 101st pick / 1977"
"5",35,"Larry Canada",24,"",16,0,233,"6-2","Wisconsin","12/16/1954","Rook",3,""
"6",68,"Rubin Carter",26,"NT",16,16,256,"6-0","Miami (FL)","12/12/1952","3",7,"Denver Broncos / 5th / 121st pick / 1975"
"7",79,"Barney Chavous",27,"LDE",16,16,252,"6-3","South Carolina St.","3/22/1951","5",7,"Denver Broncos / 2nd / 36th pick / 1973"
"8",10,"Bucky Dilts",25,"P",16,0,185,"5-9","Georgia","12/6/1953","1",1,""
"9",82,"Jack Dolbin",30,"WR",16,14,180,"5-10","Wake Forest","10/12/1948","3",3,""
"10",85,"Ron Egloff",23,"",8,0,230,"6-5","Wisconsin","10/3/1955","1",0,""
"11",56,"Larry Evans",25,"",16,0,216,"6-2","Mississippi Col.","7/11/1953","2",4,"Denver Broncos / 14th / 390th pick / 1976"
"12",43,"Steve Foley",25,"RCB",16,16,189,"6-2","Tulane","11/11/1953","2",7,"Denver Broncos / 8th / 199th pick / 1975"
"13",62,"Tom Glassic",24,"LG",11,10,254,"6-3","Virginia","4/17/1954","2",5,"Denver Broncos / 1st / 15th pick / 1976"
"14",53,"Randy Gradishar*+",26,"RILB",16,16,233,"6-3","Ohio St.","3/3/1952","4",14,"Denver Broncos / 1st / 14th pick / 1974"
"15",63,"John Grant",28,"",16,0,241,"6-3","USC","6/28/1950","5",4,"Denver Broncos / 7th / 166th pick / 1973"
"16",27,"Maurice Harvey",22,"",16,0,190,"5-10","Ball St.","1/14/1956","Rook",3,"Oakland Raiders / 4th / 86th pick / 1978"
"17",60,"Paul Howard",28,"RG",13,13,260,"6-3","BYU","9/12/1950","5",6,"Denver Broncos / 3rd / 54th pick / 1973"
"18",65,"Glenn Hyde",27,"rt",15,5,253,"6-3","Pittsburgh","3/14/1951","2",3,""
"19",29,"Bernard Jackson",28,"FS",16,16,178,"6-0","Washington St.","8/24/1950","6",7,"Cincinnati Bengals / 4th / 81st pick / 1972"
"20",57,"Tom Jackson*",27,"ROLB",16,16,220,"5-11","Louisville","4/4/1951","5",11,"Denver Broncos / 4th / 88th pick / 1973"
"21",32,"Jon Keyworth",28,"FB",16,16,230,"6-3","Colorado","12/15/1950","4",5,"Washington Redskins / 6th / 144th pick / 1974"
"22",84,"Vince Kinney",22,"",8,0,190,"6-2","Maryland","3/17/1956","Rook",0,"Denver Broncos / 10th / 277th pick / 1978"
"23",72,"Don Latimer",23,"",14,0,259,"6-3","Miami (FL)","3/1/1955","Rook",4,"Denver Broncos / 1st / 27th pick / 1978"
"24",41,"Rob Lytle",24,"rb",13,7,198,"6-1","Michigan","11/12/1954","1",3,"Denver Broncos / 2nd / 45th pick / 1977"
"25",66,"Brison Manor",26,"",16,0,247,"6-4","Arkansas","8/10/1952","1",4,"New York Jets / 15th / 380th pick / 1975"
