"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",26,"Gary Barbaro*",27,"FS",16,16,203,"6-4","Nicholls St.","2/11/1954","5",10,"Kansas City Chiefs / 3rd / 74th pick / 1976"
"2",85,"Ed Beckman",26,"",15,0,229,"6-4","Florida St.","1/2/1955","4",0,""
"3",99,"Mike Bell",24,"RDE",16,16,255,"6-4","Colorado St.","8/30/1957","2",8,"Kansas City Chiefs / 1st / 2nd pick / 1979"
"4",57,"Jerry Blanton",25,"LILB",9,9,231,"6-1","Kentucky","12/20/1956","2",4,"Buffalo Bills / 11th / 282nd pick / 1978"
"5",30,"Curtis Bledsoe",24,"rb",13,1,215,"5-11","San Diego St.","3/19/1957","Rook",1,""
"6",66,"Brad Budde",23,"LG",16,16,262,"6-4","USC","5/9/1958","1",8,"Kansas City Chiefs / 1st / 11th pick / 1980"
"7",34,"Lloyd Burruss",24,"SS",16,14,204,"6-0","Maryland","10/31/1957","Rook",7,"Kansas City Chiefs / 3rd / 78th pick / 1981"
"8",56,"Phil Cancik",24,"lb",16,1,228,"6-1","Northern Arizona","4/19/1957","1",2,""
"9",88,"Carlos Carson",23,"wr",5,1,180,"5-11","LSU","12/28/1958","1",2,"Kansas City Chiefs / 5th / 114th pick / 1980"
"10",42,"M.L. Carter",26,"",10,0,173,"5-9","Cal State-Fullerton,San Jose St.","12/9/1955","2",1,""
"11",95,"Frank Case",23,"",7,0,243,"6-4","Penn St.","8/14/1958","Rook",1,"Kansas City Chiefs / 11th / 289th pick / 1981"
"12",20,"Deron Cherry",22,"",13,0,197,"5-11","Rutgers","9/12/1959","Rook",1,""
"13",41,"Herb Christopher",27,"db",16,2,195,"5-10","Morris Brown","4/7/1954","2",2,""
"14",65,"Tom Condon",29,"RG",16,16,255,"6-3","Boston Col.","10/26/1952","7",8,"Kansas City Chiefs / 10th / 250th pick / 1974"
"15",37,"Joe Delaney*",23,"RB",15,10,184,"5-10","NW State (LA)","10/30/1958","Rook",11,"Kansas City Chiefs / 2nd / 41st pick / 1981"
"16",84,"Al Dixon",27,"TE",16,13,230,"6-5","Iowa St.","4/5/1954","4",4,"New York Giants / 7th / 178th pick / 1977"
"17",46,"Paul Dombroski",25,"",5,0,185,"6-0","Hawaii,Linfield","8/8/1956","1",0,""
"18",4,"Steve Fuller",24,"qb",13,3,198,"6-4","Clemson","1/5/1957","2",4,"Kansas City Chiefs / 1st / 23rd pick / 1979"
"19",21,"Clark Gaines",27,"",1,0,206,"6-1","Wake Forest","2/1/1954","5",0,""
"20",80,"Bubba Garcia",24,"",1,0,185,"5-11","Texas-El Paso","10/18/1957","1",0,"Kansas City Chiefs / 6th / 147th pick / 1980"
"21",77,"Charlie Getty",29,"RT",16,16,265,"6-4","Penn St.","7/24/1952","7",8,"Kansas City Chiefs / 2nd / 41st pick / 1974"
"22",7,"Jeff Gossett",24,"",7,0,200,"6-2","East. Illinois","1/25/1957","Rook",1,""
"23",24,"Gary Green*",26,"LCB",16,16,187,"5-11","Baylor","10/2/1955","4",11,"Kansas City Chiefs / 1st / 10th pick / 1977"
"24",1,"Bob Grupp",26,"P",9,0,193,"5-11","Duke","5/8/1955","2",1,"New York Jets / 7th / 171st pick / 1977"
"25",48,"James Hadnot",24,"FB",16,15,244,"6-2","Texas Tech","7/11/1957","1",6,"Kansas City Chiefs / 3rd / 66th pick / 1980"
"26",44,"Eric Harris",26,"RCB",16,16,198,"6-3","Memphis","8/11/1955","1",9,"Kansas City Chiefs / 4th / 104th pick / 1977"
"27",83,"Marvin Harvey",22,"",7,0,220,"6-3","Southern Miss","10/17/1959","Rook",0,"Kansas City Chiefs / 3rd / 70th pick / 1981"
"28",60,"Matt Herkenhoff",30,"LT",16,16,267,"6-4","Minnesota","4/2/1951","5",8,"Kansas City Chiefs / 4th / 94th pick / 1974"
"29",75,"Sylvester Hicks",26,"",1,0,251,"6-4","Tennessee St.","4/2/1955","3",0,"Kansas City Chiefs / 2nd / 29th pick / 1978"
"30",52,"Tom Howard",27,"lolb",9,7,213,"6-2","Texas Tech","8/18/1954","4",4,"Kansas City Chiefs / 3rd / 67th pick / 1977"
"31",43,"Billy Jackson",22,"rb",16,1,217,"5-10","Alabama","9/13/1959","Rook",3,"Kansas City Chiefs / 7th / 180th pick / 1981"
"32",51,"Charles Jackson",26,"ROLB",14,11,225,"6-2","Washington","3/22/1955","3",6,"Denver Broncos / 9th / 241st pick / 1977"
"33",9,"Bill Kenney",26,"QB",13,13,211,"6-4","Arizona St.,Northern Colorado","1/20/1955","1",7,"Miami Dolphins / 12th / 333rd pick / 1978"
"34",55,"Dave Klug",23,"",16,0,230,"6-4","Concordia-Moorhead (MN)","5/17/1958","Rook",1,"Kansas City Chiefs / 4th / 94th pick / 1980"
"35",91,"Ken Kremer",24,"NT",16,8,250,"6-4","Ball St.","7/16/1957","2",5,"Kansas City Chiefs / 7th / 167th pick / 1979"
"36",71,"Dave Lindstrom",27,"lde",16,5,255,"6-6","Boston Univ.","11/16/1954","3",3,"San Diego Chargers / 6th / 146th pick / 1977"
"37",8,"Nick Lowery*",25,"K",16,0,215,"6-4","Dartmouth","5/27/1956","3",6,""
"38",74,"Dino Mangiero",23,"",9,0,265,"6-2","Rutgers","12/19/1958","1",1,""
"39",54,"Frank Manumaleuga",25,"lb",4,4,245,"6-2","UCLA,San Jose St.","5/9/1956","2",3,"Kansas City Chiefs / 4th / 85th pick / 1979"
"40",89,"Henry Marshall",27,"WR",12,12,214,"6-2","Missouri","8/9/1954","5",7,"Kansas City Chiefs / 3rd / 79th pick / 1976"
"41",22,"Ted McKnight",27,"rb",5,5,209,"6-1","Minnesota-Duluth","2/26/1954","4",2,"Oakland Raiders / 2nd / 57th pick / 1977"
"42",39,"Rick Moser",25,"",1,0,210,"6-0","Rhode Island","12/18/1956","3",0,"Pittsburgh Steelers / 8th / 208th pick / 1978"
"43",80,"James Murphy",22,"KR",10,0,177,"5-10","Utah St.","10/10/1959","Rook",0,"Minnesota Vikings / 10th / 266th pick / 1981"
"44",63,"John Olenchalk",26,"",1,0,228,"6-0","Stanford","11/27/1955","Rook",0,""
"45",61,"Don Parrish",26,"NT",16,8,255,"6-2","Pittsburgh","4/6/1955","3",5,"Atlanta Falcons / 12th / 314th pick / 1977"
"46",53,"Whitney Paul",28,"LOLB",16,9,220,"6-3","Colorado","10/8/1953","5",7,"Kansas City Chiefs / 10th / 277th pick / 1976"
"47",50,"Cal Peterson",29,"rolb",11,7,220,"6-3","UCLA","10/6/1952","7",4,"Dallas Cowboys / 3rd / 72nd pick / 1974"
"48",87,"Stan Rome",25,"wr",16,4,212,"6-5","Clemson","6/4/1956","2",2,"Kansas City Chiefs / 11th / 277th pick / 1979"
"49",70,"Jim Rourke",24,"",12,0,264,"6-5","Boston Col.","2/10/1957","1",1,"Oakland Raiders / 9th / 238th pick / 1979"
"50",58,"Jack Rudnay",34,"C",16,16,240,"6-3","Northwestern","11/20/1947","11",8,"Kansas City Chiefs / 4th / 101st pick / 1969"
"51",81,"Willie Scott",22,"te",16,3,245,"6-4","South Carolina","2/13/1959","Rook",1,"Kansas City Chiefs / 1st / 14th pick / 1981"
"52",73,"Bob Simmons",27,"",4,0,260,"6-4","Texas","7/7/1954","4",0,"New Orleans Saints / 3rd / 77th pick / 1976"
"53",86,"J.T. Smith",26,"PR",16,15,185,"6-2","North Texas","10/29/1955","3",9,""
"54",59,"Gary Spani",25,"RILB",16,16,229,"6-2","Kansas St.","1/9/1956","3",9,"Kansas City Chiefs / 3rd / 58th pick / 1978"
"55",67,"Art Still*",26,"LDE",11,11,253,"6-7","Kentucky","12/5/1955","3",7,"Kansas City Chiefs / 1st / 2nd pick / 1978"
"56",76,"Roger Taylor",23,"",13,0,271,"6-6","Oklahoma St.","1/5/1958","Rook",1,"Kansas City Chiefs / 3rd / 75th pick / 1981"
"57",62,"Todd Thomas",22,"",15,0,261,"6-5","North Dakota","12/2/1959","Rook",1,"Kansas City Chiefs / 5th / 124th pick / 1981"
"58",40,"Mike Williams",24,"",3,0,222,"6-3","New Mexico","10/14/1957","2",0,"Kansas City Chiefs / 8th / 195th pick / 1979"
"59",NA,"Team Total",25.3,"",16,NA,223.9,"6-2.2","","","2.4",NA,""
