"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",58,"Stuart Anderson",25,"",2,0,238,"6-1","Virginia","12/25/1959","2",0,"Kansas City Chiefs / 4th / 104th pick / 1982"
"2",84,"Walt Arnold",26,"",4,0,228,"6-3","New Mexico","8/31/1958","4",0,""
"3",67,"Tom Beasley",30,"de",13,3,253,"6-5","Virginia Tech","8/11/1954","6",2,"Pittsburgh Steelers / 3rd / 60th pick / 1977"
"4",53,"Jeff Bostic",26,"C",8,8,268,"6-2","Clemson","9/18/1958","4",4,""
"5",69,"Perry Brooks",30,"dt",16,1,264,"6-3","Southern","12/4/1954","6",2,"New England Patriots / 7th / 202nd pick / 1976"
"6",87,"Charlie Brown",26,"wr",9,4,182,"5-10","South Carolina St.","10/29/1958","2",2,"Washington Redskins / 8th / 201st pick / 1981"
"7",65,"Dave Butz",34,"LDT",15,15,291,"6-7","Purdue","6/23/1950","11",12,"St. Louis Cardinals / 1st / 5th pick / 1973"
"8",41,"Brian Carpenter",24,"",3,0,167,"5-10","Michigan","11/27/1960","2",0,"Dallas Cowboys / 4th / 101st pick / 1982"
"9",48,"Ken Coffey",24,"SS",12,10,193,"6-0","Texas St.","11/7/1960","1",4,"Washington Redskins / 9th / 226th pick / 1982"
"10",51,"Monte Coleman",27,"rlb",16,5,242,"6-2","Central Arkansas","11/4/1957","5",4,"Washington Redskins / 11th / 289th pick / 1979"
"11",54,"Pete Cronan",29,"",3,0,238,"6-2","Boston Col.","1/13/1955","7",0,"Seattle Seahawks / 2nd / 51st pick / 1977"
"12",32,"Vernon Dean",25,"RCB",16,14,178,"5-11","U.S. International,San Diego St.","5/5/1959","2",8,"Washington Redskins / 2nd / 49th pick / 1982"
"13",86,"Clint Didier",25,"te",11,2,240,"6-5","Portland St.","4/4/1959","2",4,"Washington Redskins / 12th / 314th pick / 1981"
"14",76,"Rick Donnalley",26,"C",15,8,261,"6-2","North Carolina","12/11/1958","2",5,"Pittsburgh Steelers / 3rd / 73rd pick / 1981"
"15",89,"Alvin Garrett",28,"",3,0,178,"5-7","Angelo State (TX)","10/1/1956","4",0,"San Diego Chargers / 9th / 237th pick / 1979"
"16",77,"Darryl Grant",25,"RDT",15,15,269,"6-1","Rice","11/22/1959","3",8,"Washington Redskins / 9th / 231st pick / 1981"
"17",28,"Darrell Green*",24,"LCB",16,16,184,"5-9","Texas A&M-Kingsville","2/15/1960","1",10,"Washington Redskins / 1st / 28th pick / 1983"
"18",35,"Keith Griffin",23,"rb",16,2,185,"5-8","Miami (FL)","10/26/1961","Rook",4,"Washington Redskins / 10th / 279th pick / 1984"
"19",68,"Russ Grimm*+",25,"LG",16,16,273,"6-3","Pittsburgh","5/2/1959","3",15,"Washington Redskins / 3rd / 69th pick / 1981"
"20",17,"Jim Hart",40,"",2,0,215,"6-1","Southern Illinois","4/29/1944","18",0,""
"21",5,"Jeff Hayes",25,"P",16,0,175,"5-11","North Carolina","8/19/1959","2",1,""
"22",61,"Ken Huff",31,"RG",15,9,260,"6-4","North Carolina","2/21/1953","9",5,"Baltimore Colts / 1st / 3rd pick / 1975"
"23",66,"Joe Jacoby*+",25,"LT",16,16,305,"6-7","Louisville","7/6/1959","3",15,""
"24",82,"Anthony Jones",24,"",16,0,248,"6-3","Md-Eastern Shore,Wichita St.","5/16/1960","Rook",0,"Washington Redskins / 11th / 306th pick / 1984"
"25",22,"Curtis Jordan",30,"FS",16,14,200,"6-2","Texas Tech","1/25/1954","8",6,"Tampa Bay Buccaneers / 6th / 158th pick / 1976"
"26",56,"Trey Junkin",23,"",12,0,240,"6-2","Louisiana Tech","1/23/1961","1",0,"Buffalo Bills / 4th / 93rd pick / 1983"
"27",40,"Rick Kane",30,"",12,0,200,"5-11","Oregon,San Jose St.","11/12/1954","7",0,"Detroit Lions / 3rd / 69th pick / 1977"
"28",55,"Mel Kaufman",26,"LLB",15,15,221,"6-2","Cal Poly-San Luis Obispo","2/24/1958","3",7,""
"29",63,"Bruce Kimball",25,"",8,0,260,"6-2","Massachusetts","8/19/1959","2",1,"Pittsburgh Steelers / 7th / 192nd pick / 1979"
"30",50,"Larry Kubin",25,"",16,0,234,"6-2","Penn St.","2/26/1959","2",1,"Washington Redskins / 6th / 148th pick / 1981"
"31",79,"Todd Liebenstein",24,"de",1,1,253,"6-6","UNLV","1/9/1960","2",0,"Washington Redskins / 4th / 99th pick / 1982"
"32",72,"Dexter Manley",26,"RDE",15,14,253,"6-3","Oklahoma St.","2/2/1958","3",7,"Washington Redskins / 5th / 119th pick / 1981"
"33",71,"Charles Mann",23,"LDE",16,15,268,"6-6","Nevada","4/12/1961","1",7,"Washington Redskins / 3rd / 84th pick / 1983"
"34",83,"Rich Mauti",30,"",16,0,190,"6-0","Penn St.","5/25/1954","7",0,""
"35",73,"Mark May",25,"RG",16,16,295,"6-6","Pittsburgh","11/2/1959","3",8,"Washington Redskins / 1st / 20th pick / 1981"
"36",78,"Tony McGee",35,"",16,0,250,"6-4","Wyoming,Bishop","1/18/1949","13",1,"Chicago Bears / 3rd / 64th pick / 1971"
"37",83,"Mark McGrath",27,"wr",13,2,175,"5-11","Montana St.","12/17/1957","3",1,""
"38",57,"Rich Milot",27,"RLB",14,12,234,"6-4","Penn St.","5/28/1957","5",6,"Washington Redskins / 7th / 182nd pick / 1979"
"39",81,"Art Monk*+",27,"WR",16,16,210,"6-3","Syracuse","12/5/1957","4",15,"Washington Redskins / 1st / 18th pick / 1980"
"40",30,"Jeff Moore",28,"",7,0,195,"6-0","Jackson St.","8/20/1956","5",1,"Seattle Seahawks / 12th / 319th pick / 1979"
"41",3,"Mark Moseley",36,"K",16,0,202,"5-11","Texas A&M,S.F. Austin","3/12/1948","14",3,"Philadelphia Eagles / 14th / 346th pick / 1970"
"42",89,"Calvin Muhammad",26,"WR",10,8,190,"5-11","Texas Southern","12/10/1958","2",8,"Oakland Raiders / 12th / 322nd pick / 1980"
"43",29,"Mark Murphy",29,"db",7,2,210,"6-4","Colgate","7/13/1955","7",1,""
"44",21,"Mike Nelms",29,"KR",16,0,188,"6-1","Sam Houston St.,Baylor","4/8/1955","4",0,"Buffalo Bills / 7th / 170th pick / 1977"
"45",52,"Neal Olkewicz",27,"MLB",16,16,230,"6-0","Maryland","1/30/1957","5",7,""
"46",23,"Tony Peters",31,"ss",8,6,187,"6-1","Oklahoma","4/28/1953","9",3,"Cleveland Browns / 4th / 82nd pick / 1975"
"47",44,"John Riggins",35,"RB",14,14,230,"6-2","Kansas","8/4/1949","13",10,"New York Jets / 1st / 6th pick / 1971"
"48",80,"Virgil Seay",26,"wr",11,2,175,"5-8","Troy","1/1/1958","3",1,"Denver Broncos / 10th / 270th pick / 1980"
"49",40,"Jimmy Smith",24,"",1,0,205,"6-0","Purdue,Elon","9/25/1960","Rook",0,"Washington Redskins / 4th / 102nd pick / 1984"
"50",26,"Ricky Smith",24,"",11,0,182,"6-0","Alabama St.","7/20/1960","2",1,"New England Patriots / 6th / 141st pick / 1982"
"51",74,"George Starke",36,"rt",9,7,260,"6-5","Columbia","7/18/1948","11",4,"Washington Redskins / 11th / 272nd pick / 1971"
"52",7,"Joe Theismann",35,"QB",16,16,192,"6-0","Notre Dame","9/9/1949","10",15,"Miami Dolphins / 4th / 99th pick / 1971"
"53",62,"Morris Towns",30,"",4,0,270,"6-4","Missouri","1/10/1954","7",0,"Houston Oilers / 1st / 11th pick / 1977"
"54",60,"J.T. Turner",31,"",1,0,253,"6-3","Duke","4/17/1953","7",0,""
"55",88,"Rick Walker",29,"TE",16,14,235,"6-4","UCLA","5/28/1955","7",1,"Cincinnati Bengals / 4th / 85th pick / 1977"
"56",85,"Don Warren",28,"TE",16,16,242,"6-4","San Diego St.","5/5/1956","5",2,"Washington Redskins / 4th / 103rd pick / 1979"
"57",24,"Anthony Washington",26,"db",16,2,204,"6-1","California,Fresno St.","2/4/1958","3",2,"Pittsburgh Steelers / 2nd / 44th pick / 1981"
"58",25,"Joe Washington",31,"",7,0,179,"5-10","Oklahoma","9/24/1953","7",2,"San Diego Chargers / 1st / 4th pick / 1976"
"59",47,"Greg Williams",25,"",16,0,185,"5-11","Mississippi St.","8/1/1959","2",1,""
"60",84,"Mike Williams",25,"",1,0,249,"6-4","Alabama A&M","8/27/1959","2",0,"Washington Redskins / 5th / 133rd pick / 1982"
"61",39,"Otis Wonsley",27,"",16,0,214,"5-10","Alcorn St.","8/13/1957","3",0,"New York Giants / 9th / 229th pick / 1980"
"62",59,"Jim Youngblood",34,"",4,0,235,"6-3","Tennessee Tech","2/23/1950","11",0,"Los Angeles Rams / 2nd / 42nd pick / 1973"
"63",NA,"Team Total",27.8,"",16,NA,224.7,"6-1.6","","","4.9",NA,""
