"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",78,"Oday Aboushi",24,"lg",7,5,308,"6-5","Virginia","6/5/1991","2",2,"New York Jets / 5th / 141st pick / 2013",""
"2",70,"Jeff Adams",26,"lg",2,2,305,"6-5","Columbia","9/6/1989","3",1,"","$510,000"
"3",39,"Lonnie Ballentine",22,"",2,0,219,"6-3","Memphis","4/23/1993","1",0,"Houston Texans / 7th / 256th pick / 2014","$446,474"
"4",28,"Alfred Blue",24,"RB",15,9,223,"6-2","LSU","4/27/1991","1",5,"Houston Texans / 6th / 181st pick / 2014","$539,483"
"5",34,"A.J. Bouye",24,"db",15,2,186,"6-0","Central Florida","8/16/1991","2",2,"","$586,668"
"6",79,"Brandon Brooks",26,"RG",14,14,343,"6-5","Miami (OH)","8/19/1989","3",5,"Houston Texans / 3rd / 76th pick / 2012","$1,696,359"
"7",76,"Duane Brown",30,"LT",14,14,318,"6-4","Virginia Tech","8/30/1985","7",7,"Houston Texans / 1st / 26th pick / 2008","$9,500,000"
"8",NA,"Kourtnei Brown",27,"",1,NA,253,"6-4","Clemson","4/17/1988","3",NA,"",""
"9",4,"Randy Bullock",26,"",3,0,205,"5-9","Texas A&M","12/16/1989","3",0,"Houston Texans / 5th / 161st pick / 2012","$704,527"
"10",53,"Max Bullough",23,"lb",13,1,249,"6-4","Michigan St.","2/11/1992","1",2,"",""
"11",74,"Chris Clark",30,"rt",11,4,315,"6-5","Southern Mississippi","10/1/1985","5",2,"","$1,400,000"
"12",90,"Jadeveon Clowney",22,"LB",13,9,266,"6-5","South Carolina","2/14/1993","1",5,"Houston Texans / 1st / 1st pick / 2014","$5,062,045"
"13",95,"Christian Covington",22,"",15,0,295,"6-3","Rice","10/16/1993","Rook",2,"Houston Texans / 6th / 216th pick / 2015","$457,621"
"14",93,"Jared Crick",26,"DE",16,16,279,"6-4","Nebraska","8/21/1989","3",9,"Houston Texans / 4th / 126th pick / 2012","$1,639,875"
"15",56,"Brian Cushing",28,"MLB",16,16,243,"6-3","USC","1/24/1987","6",9,"Houston Texans / 1st / 15th pick / 2009","$7,891,250"
"16",2,"B.J. Daniels",26,"",2,0,217,"5-11","South Florida","10/24/1989","2",0,"San Francisco 49ers / 7th / 237th pick / 2013",""
"17",27,"Quintin Demps",30,"SS",14,13,203,"6-0","Texas-El Paso","6/29/1985","7",6,"Philadelphia Eagles / 4th / 117th pick / 2008","$585,000"
"18",81,"Anthony Denham",24,"",1,0,235,"6-5","Utah","7/21/1991","1",0,"","$333,000"
"19",50,"Akeem Dent",28,"lb",12,2,242,"6-1","Georgia","9/27/1987","4",2,"Atlanta Falcons / 3rd / 91st pick / 2011","$1,709,375"
"20",40,"Kurtis Drummond",23,"",9,0,202,"6-1","Michigan St.,Michigan St.","1/29/1992","Rook",1,"",""
"21",92,"Brandon Dunn",23,"",11,0,300,"6-2","Louisville","9/5/1992","1",1,"",""
"22",87,"C.J. Fiedorowicz",24,"TE",16,14,265,"6-6","Iowa","10/22/1991","1",1,"Houston Texans / 3rd / 65th pick / 2014","$730,826"
"23",23,"Arian Foster",29,"rb",4,4,232,"6-0","Tennessee","8/24/1986","6",3,"","$8,706,250"
"24",88,"Garrett Graham",29,"te",8,2,245,"6-3","Wisconsin","8/4/1986","5",0,"Houston Texans / 4th / 118th pick / 2010","$3,921,875"
"25",84,"Ryan Griffin",25,"te",9,4,216,"6-6","Connecticut","1/11/1990","2",2,"Houston Texans / 6th / 201st pick / 2013","$381,611"
"26",41,"Jonathan Grimes",26,"",14,0,207,"5-10","William & Mary","12/21/1989","3",3,"","$585,000"
"27",29,"Andre Hal",23,"FS",16,11,188,"5-10","Vanderbilt","5/30/1992","1",6,"Houston Texans / 7th / 216th pick / 2014","$527,281"
"28",10,"DeAndre Hopkins*",23,"WR",16,16,214,"6-1","Clemson","6/6/1992","2",11,"Houston Texans / 1st / 27th pick / 2013","$2,080,010"
"29",7,"Brian Hoyer",30,"QB",11,9,215,"6-3","Michigan St.","10/13/1985","6",7,"","$5,218,750"
"30",33,"Akeem Hunt",22,"rb",7,1,184,"5-9","Purdue","2/22/1993","Rook",1,"",""
"31",25,"Kareem Jackson",27,"LCB",12,10,192,"5-10","Alabama","4/10/1988","5",5,"Houston Texans / 1st / 20th pick / 2010","$7,453,125"
"32",31,"Charles James",25,"cb",9,1,179,"5-9","Charleston Southern","5/14/1990","2",1,"",""
"33",30,"Kevin Johnson",23,"lcb",16,10,175,"6-0","Wake Forest","8/5/1992","Rook",5,"Houston Texans / 1st / 16th pick / 2015","$1,827,166"
"34",60,"Ben Jones",26,"C",16,16,304,"6-2","Georgia","7/2/1989","3",6,"Houston Texans / 4th / 99th pick / 2012","$1,662,362"
"35",24,"Johnathan Joseph",31,"RCB",16,16,185,"5-11","South Carolina","4/16/1984","9",7,"Cincinnati Bengals / 1st / 24th pick / 2006","$11,750,000"
"36",63,"Kendall Lamm",23,"t",15,4,305,"6-6","Appalachian St.","6/5/1992","Rook",3,"","$435,666"
"37",9,"Shane Lechler",39,"",16,0,225,"6-2","Texas A&M","8/7/1976","15",3,"Oakland Raiders / 5th / 142nd pick / 2000","$2,083,334"
"38",15,"Ryan Mallett",27,"qb",6,4,240,"6-6","Arkansas","6/5/1988","4",2,"New England Patriots / 3rd / 74th pick / 2011","$3,187,500"
"39",65,"Greg Mancz",23,"",3,0,307,"6-5","Toledo","4/23/1992","Rook",0,"","$437,000"
"40",55,"Benardrick McKinney",23,"LB",14,11,246,"6-4","Mississippi St.","11/19/1992","Rook",6,"Houston Texans / 2nd / 43rd pick / 2015","$971,840"
"41",59,"Whitney Mercilus",25,"LB",16,11,261,"6-3","Illinois","7/21/1990","3",8,"Houston Texans / 1st / 26th pick / 2012","$2,979,030"
"42",43,"Corey Moore",NA,"",1,0,206,"6-2","","","Rook",0,"",""
"43",26,"Rahim Moore",25,"fs",7,6,195,"6-1","UCLA","2/11/1990","4",3,"Denver Broncos / 2nd / 45th pick / 2011","$3,000,000"
"44",21,"Darryl Morris",25,"",12,0,188,"5-10","Texas St.","9/4/1990","2",1,"","$585,000"
"45",12,"Keith Mumphery",23,"wr",16,3,215,"6-0","Michigan St.","6/5/1992","Rook",1,"Houston Texans / 5th / 175th pick / 2015","$476,563"
"46",72,"Derek Newton",28,"RT",16,16,311,"6-5","Arkansas St.","11/16/1987","4",7,"Houston Texans / 7th / 214th pick / 2011","$4,500,000"
"47",8,"Nick Novak",34,"",13,0,191,"6-0","Maryland","8/21/1981","10",3,"",""
"48",97,"Jeoffrey Pagan",22,"",6,0,310,"6-4","Alabama","6/10/1993","1",0,"Houston Texans / 6th / 177th pick / 2014","$542,205"
"49",52,"Brian Peters",27,"",12,0,235,"6-4","Northwestern","10/31/1988","Rook",1,"",""
"50",35,"Eddie Pleasant",27,"",16,0,208,"5-10","Oregon","12/17/1988","3",2,"","$585,000"
"51",22,"Chris Polk",26,"rb",15,2,224,"5-10","Washington","12/16/1989","3",3,"","$747,500"
"52",45,"Jay Prosch",23,"fb",16,2,254,"6-1","Auburn","8/21/1992","1",0,"Houston Texans / 6th / 211th pick / 2014","$529,670"
"53",20,"Jumal Rolle",25,"",7,0,188,"6-0","Catawba","5/28/1990","2",0,"","$510,000"
"54",18,"Cecil Shorts",28,"wr",11,4,200,"6-0","Mount Union","12/22/1987","4",4,"Jacksonville Jaguars / 4th / 114th pick / 2011","$2,453,125"
"55",51,"John Simon",25,"lb",16,7,257,"6-1","Ohio St.","10/14/1990","2",5,"Baltimore Ravens / 4th / 129th pick / 2013","$585,000"
"56",11,"Jaelen Strong",21,"wr",10,1,215,"6-3","Arizona St.","1/25/1994","Rook",1,"Houston Texans / 3rd / 70th pick / 2015","$627,995"
"57",71,"Xavier Su'a-Filo",24,"LG",11,9,307,"6-4","UCLA","1/1/1991","1",4,"Houston Texans / 2nd / 33rd pick / 2014","$1,261,727"
"58",44,"Carlos Thompson",23,"",2,0,243,"6-5","Mississippi","2/16/1992","Rook",0,"","$435,833"
"59",57,"Justin Tuggle",25,"lb",11,2,244,"6-3","Kansas St.","1/4/1990","2",2,"","$585,834"
"60",85,"Nate Washington",32,"WR",14,14,185,"6-1","Tiffin","8/28/1983","10",5,"","$615,000"
"61",99,"J.J. Watt*+",26,"DE",16,16,290,"6-6","Central Michigan,Wisconsin","3/22/1989","4",21,"Houston Texans / 1st / 11th pick / 2011","$13,969,000"
"62",5,"Brandon Weeden",32,"qb",2,1,221,"6-4","Oklahoma St.","10/14/1983","3",1,"Cleveland Browns / 1st / 22nd pick / 2012",""
"63",46,"Jon Weeks*",29,"",16,0,255,"5-10","Baylor","2/17/1986","5",4,"","$938,750"
"64",75,"Vince Wilfork",34,"NT",16,16,325,"6-2","Miami (FL)","11/4/1981","11",8,"New England Patriots / 1st / 21st pick / 2004","$3,500,000"
"65",6,"Chandler Worthy",22,"",3,0,173,"5-9","Troy","9/15/1993","Rook",0,"","$409,411"
"66",6,"T.J. Yates",28,"qb",4,2,210,"6-2","North Carolina","5/28/1987","4",1,"Houston Texans / 5th / 152nd pick / 2011",""
"67",NA,"Team Total",25.6,"",16,NA,240,"6-1.9","","","3.0",NA,"",""
