"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",88,"Sam Aiken",28,"wr",14,2,204,"6-2","North Carolina","12/14/1980","5",1,"Buffalo Bills / 4th / 127th pick / 2003"
"2",52,"Eric Alexander",26,"",1,0,230,"6-3","LSU","2/8/1982","4",0,""
"3",12,"Tom Brady",31,"qb",1,1,225,"6-4","Michigan","8/3/1977","8",0,"New England Patriots / 6th / 199th pick / 2000"
"4",65,"Wesley Britt",27,"",2,0,314,"6-8","Alabama","11/21/1981","2",0,"San Diego Chargers / 5th / 164th pick / 2005"
"5",54,"Tedy Bruschi",35,"LB",13,12,247,"6-1","Arizona","6/9/1973","12",6,"New England Patriots / 3rd / 86th pick / 1996"
"6",16,"Matt Cassel",26,"QB",16,15,230,"6-5","USC","5/17/1982","3",17,"New England Patriots / 7th / 230th pick / 2005"
"7",95,"Rosevelt Colvin",31,"lb",4,3,250,"6-3","Purdue","9/5/1977","9",1,"Chicago Bears / 4th / 111th pick / 1999"
"8",63,"Dan Connolly",26,"",1,0,311,"6-4","SE Missouri St.","9/2/1982","3",0,""
"9",85,"Tyson DeVree",24,"",2,0,245,"6-6","Colorado","11/12/1984","Rook",0,""
"10",44,"Heath Evans",30,"fb",16,4,245,"6-0","Auburn","12/30/1978","7",1,"Seattle Seahawks / 3rd / 82nd pick / 2001"
"11",33,"Kevin Faulk",32,"rb",15,3,202,"5-8","LSU","6/5/1976","9",10,"New England Patriots / 2nd / 46th pick / 1999"
"12",10,"Jabar Gaffney",28,"wr",16,7,205,"6-1","Florida","12/1/1980","6",5,"Houston Texans / 2nd / 33rd pick / 2002"
"13",3,"Stephen Gostkowski*+",24,"",16,0,200,"6-2","Memphis","1/28/1984","2",4,"New England Patriots / 4th / 118th pick / 2006"
"14",97,"Jarvis Green",29,"de",14,3,290,"6-3","LSU","1/12/1979","6",3,"New England Patriots / 4th / 126th pick / 2002"
"15",42,"BenJarvus Green-Ellis",23,"rb",9,3,215,"5-11","Mississippi","7/2/1985","Rook",3,""
"16",59,"Gary Guyton",23,"lb",15,2,245,"6-2","Georgia Tech","11/14/1985","Rook",3,""
"17",6,"Chris Hanson",32,"",16,0,223,"6-2","Marshall","10/25/1976","9",2,""
"18",37,"Rodney Harrison",36,"ss",6,6,220,"6-1","West. Illinois","12/15/1972","14",3,"San Diego Chargers / 5th / 145th pick / 1994"
"19",27,"Ellis Hobbs",25,"RCB",16,16,188,"5-9","Iowa St.","5/16/1983","3",9,"New England Patriots / 3rd / 84th pick / 2005"
"20",71,"Russ Hochstein",31,"rb",15,2,305,"6-4","Nebraska","10/7/1977","6",3,"Tampa Bay Buccaneers / 5th / 151st pick / 2001"
"21",53,"Larry Izzo",34,"",16,0,228,"5-10","Rice","9/26/1974","12",1,""
"22",32,"LaMont Jordan",30,"",8,0,230,"5-10","Maryland","11/11/1978","7",3,"New York Jets / 2nd / 49th pick / 2001"
"23",77,"Nick Kaczur",29,"RT",14,14,319,"6-4","Toledo","7/28/1979","3",9,"New England Patriots / 3rd / 100th pick / 2005"
"24",67,"Dan Koppen",29,"C",16,16,296,"6-2","Boston Col.","9/12/1979","5",10,"New England Patriots / 5th / 164th pick / 2003"
"25",64,"Mark LeVoir",26,"rt",16,2,306,"6-7","Notre Dame","7/29/1982","Rook",3,""
"26",72,"Matt Light",30,"LT",16,16,305,"6-4","Purdue","6/23/1978","7",10,"New England Patriots / 2nd / 48th pick / 2001"
"27",70,"Logan Mankins",26,"LG",16,16,307,"6-4","Fresno St.","3/10/1982","3",10,"New England Patriots / 1st / 32nd pick / 2005"
"28",39,"Laurence Maroney",23,"rb",3,3,210,"5-11","Minnesota","2/5/1985","2",1,"New England Patriots / 1st / 21st pick / 2006"
"29",51,"Jerod Mayo",22,"LB",16,16,230,"6-2","Tennessee","2/23/1986","Rook",9,"New England Patriots / 1st / 10th pick / 2008"
"30",31,"Brandon Meriweather",24,"SS",16,11,195,"5-11","Miami (FL)","1/14/1984","1",6,"New England Patriots / 1st / 24th pick / 2007"
"31",34,"Sammy Morris",31,"rb",13,7,220,"6-0","Texas Tech","3/23/1977","8",8,"Buffalo Bills / 5th / 156th pick / 2000"
"32",81,"Randy Moss",31,"WR",16,16,215,"6-4","Marshall","2/13/1977","10",11,"Minnesota Vikings / 1st / 21st pick / 1998"
"33",61,"Steve Neal",32,"RG",11,9,305,"6-4","Cal State-Bakersfield","10/9/1976","6",6,""
"34",5,"Kevin O'Connell",23,"",2,0,225,"6-5","San Diego St.","5/25/1985","Rook",0,"New England Patriots / 3rd / 94th pick / 2008"
"35",21,"Deltha O'Neal",31,"LCB",16,10,194,"5-11","California","1/30/1977","8",5,"Denver Broncos / 1st / 15th pick / 2000"
"36",66,"Lonie Paxton",30,"",16,0,260,"6-2","Sacramento St.","3/13/1978","8",1,""
"37",49,"Vince Redd",23,"",5,0,260,"6-6","Liberty","9/1/1985","Rook",0,""
"38",35,"Mike Richardson",24,"",10,0,190,"5-11","Notre Dame","2/18/1984","Rook",1,"New England Patriots / 6th / 202nd pick / 2007"
"39",36,"James Sanders",25,"FS",14,14,207,"5-10","Fresno St.","11/11/1983","3",6,"New England Patriots / 4th / 133rd pick / 2005"
"40",29,"Lewis Sanders",30,"fs",10,4,210,"6-1","Maryland","6/22/1978","8",2,"Cleveland Browns / 4th / 95th pick / 2000"
"41",55,"Junior Seau",39,"lb",4,2,250,"6-3","USC","1/19/1969","18",1,"San Diego Chargers / 1st / 5th pick / 1990"
"42",93,"Richard Seymour",29,"DE",15,15,310,"6-6","Georgia","10/6/1979","7",8,"New England Patriots / 1st / 6th pick / 2001"
"43",18,"Matt Slater",23,"",14,0,198,"6-0","UCLA","9/9/1985","Rook",0,"New England Patriots / 5th / 153rd pick / 2008"
"44",90,"Le Kevin Smith",26,"",15,0,310,"6-1","Nebraska","7/21/1982","2",0,"New England Patriots / 6th / 206th pick / 2006"
"45",82,"Stephen Spach",26,"",2,0,250,"6-4","Fresno St.","7/18/1982","3",0,""
"46",28,"Antwain Spann",25,"",10,0,190,"6-0","La-Lafayette","2/22/1983","2",1,""
"47",96,"Adalius Thomas",31,"LB",9,9,270,"6-2","Southern Miss","8/18/1977","8",5,"Baltimore Ravens / 6th / 186th pick / 2000"
"48",86,"David Thomas",25,"TE",15,10,240,"6-3","Texas","7/5/1983","2",1,"New England Patriots / 3rd / 86th pick / 2006"
"49",41,"Raymond Ventrone",22,"",15,0,200,"5-10","Villanova","10/22/1986","1",1,""
"50",50,"Mike Vrabel",33,"LB",16,14,261,"6-4","Ohio St.","8/14/1975","11",8,"Pittsburgh Steelers / 3rd / 91st pick / 1997"
"51",94,"Ty Warren",27,"DE",13,13,300,"6-5","Texas A&M","2/6/1981","5",7,"New England Patriots / 1st / 13th pick / 2003"
"52",15,"Kelley Washington",29,"",10,0,218,"6-3","Tennessee","8/21/1979","5",0,"Cincinnati Bengals / 3rd / 65th pick / 2003"
"53",84,"Ben Watson",28,"TE",14,9,255,"6-3","Duke,Georgia","12/18/1980","4",2,"New England Patriots / 1st / 32nd pick / 2004"
"54",23,"Jason Webster",31,"",3,0,187,"5-9","Texas A&M","9/8/1977","8",0,"San Francisco 49ers / 2nd / 48th pick / 2000"
"55",83,"Wes Welker*",27,"WR",16,14,190,"5-9","Texas Tech","5/1/1981","4",13,""
"56",22,"Terrence Wheatley",23,"lcb",6,1,187,"5-10","Colorado","5/5/1985","Rook",1,"New England Patriots / 2nd / 62nd pick / 2008"
"57",75,"Vince Wilfork",27,"NT",16,16,325,"6-2","Miami (FL)","11/4/1981","4",9,"New England Patriots / 1st / 21st pick / 2004"
"58",24,"Jonathan Wilhite",24,"lcb",16,4,183,"5-9","Auburn","2/23/1984","Rook",3,"New England Patriots / 4th / 129th pick / 2008"
"59",58,"Pierre Woods",26,"lb",12,3,249,"6-5","Michigan","1/6/1982","2",2,""
"60",99,"Mike Wright",26,"de",16,2,295,"6-4","Ashland,Cincinnati","3/1/1982","3",3,""
"61",74,"Billy Yates",28,"rg",7,7,305,"6-2","Texas A&M","4/15/1980","5",4,""
"62",NA,"Team Total",27.8,"",16,NA,243.9,"6-1.8","","","4.8",NA,""
