"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",9,"Jake Arians",23,"",10,0,203,"5-11","Ala-Birmingham","1/26/1978","Rook",0,""
"2",89,"Avion Black",24,"",14,0,185,"5-11","Tennessee St.","4/24/1977","1",1,"Buffalo Bills / 4th / 121st pick / 2000"
"3",31,"Lance Brown",29,"ss",14,1,200,"6-2","Indiana","2/2/1972","6",1,"Pittsburgh Steelers / 5th / 161st pick / 1995"
"4",79,"Ruben Brown*",29,"LG",16,16,300,"6-3","Pittsburgh","2/13/1972","6",8,"Buffalo Bills / 1st / 14th pick / 1995"
"5",5,"Travis Brown",24,"",1,0,215,"6-3","Northern Arizona","7/17/1977","1",1,""
"6",38,"Shawn Bryson",25,"rb",15,3,228,"6-1","Tennessee","11/30/1976","1",2,"Buffalo Bills / 3rd / 86th pick / 1999"
"7",65,"Jon Carman",25,"rt",9,2,335,"6-7","Georgia Tech","1/14/1976","1",1,""
"8",29,"Keion Carpenter",24,"FS",15,10,205,"5-11","Virginia Tech","10/31/1977","2",3,""
"9",37,"Larry Centers*",33,"FB",16,13,225,"6-0","S.F. Austin","6/1/1968","11",6,"Phoenix Cardinals / 5th / 115th pick / 1990"
"10",22,"Nate Clements",22,"RCB",16,11,209,"6-0","Ohio St.","12/12/1979","Rook",5,"Buffalo Bills / 1st / 21st pick / 2001"
"11",63,"Bill Conaty",28,"C",16,16,306,"6-2","Virginia Tech","3/8/1973","4",6,""
"12",56,"Sam Cowart",26,"mlb",1,1,245,"6-2","Florida St.","2/26/1975","3",0,"Buffalo Bills / 2nd / 39th pick / 1998"
"13",41,"Phillip Crosby",25,"fb",16,2,242,"6-0","Tennessee","11/5/1976","Rook",0,""
"14",25,"Tony Driver",24,"",5,0,207,"6-1","Notre Dame","8/4/1977","Rook",0,"Buffalo Bills / 6th / 178th pick / 2001"
"15",98,"Ron Edwards",22,"rdt",7,3,320,"6-3","Texas A&M","7/12/1979","Rook",1,"Buffalo Bills / 3rd / 76th pick / 2001"
"16",72,"Kris Farris",24,"lt",3,1,318,"6-8","UCLA","3/27/1977","Rook",1,"Pittsburgh Steelers / 3rd / 74th pick / 1999"
"17",70,"John Fina",32,"LT",13,12,300,"6-5","Arizona","3/11/1969","9",6,"Buffalo Bills / 1st / 27th pick / 1992"
"18",95,"Bryce Fisher",24,"de",13,2,272,"6-3","Air Force","5/12/1977","Rook",2,"Buffalo Bills / 7th / 248th pick / 1999"
