"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",41,"Antoine Bethea*",30,"SS",16,16,203,"5-11","Howard","7/27/1984","8",10,"Indianapolis Colts / 6th / 207th pick / 2006"
"2",44,"Desmond Bishop",30,"",2,0,241,"6-2","California","7/24/1984","7",0,"Green Bay Packers / 6th / 192nd pick / 2007"
"3",81,"Anquan Boldin",34,"WR",16,16,218,"6-1","Florida St.","10/3/1980","11",8,"Arizona Cardinals / 2nd / 54th pick / 2003"
"4",75,"Alex Boone",27,"RG",15,14,330,"6-7","Ohio St.","5/4/1987","4",6,""
"5",50,"Chris Borland",24,"LB",14,8,248,"6-0","Wisconsin","12/26/1990","Rook",6,"San Francisco 49ers / 3rd / 77th pick / 2014"
"6",26,"Tramaine Brock",26,"lcb",3,2,197,"5-10","Mississippi Gulf Coast J.C.; Bellhaven","8/20/1988","4",1,""
"7",55,"Ahmad Brooks",30,"LB",13,13,255,"6-4","Virginia","3/14/1984","8",6,"Cincinnati Bengals / 3rd / 2006 Supp"
"8",95,"Tank Carradine",25,"",9,0,276,"6-4","Florida St.","2/18/1989","1",1,"San Francisco 49ers / 2nd / 40th pick / 2013"
"9",46,"Derek Carrier",24,"te",11,1,238,"6-3","Beloit","7/25/1990","2",1,""
"10",88,"Garrett Celek",26,"te",3,1,252,"6-5","Michigan St.","5/29/1988","2",0,""
"11",45,"Asante Cleveland",22,"",6,0,260,"6-5","Miami (FL)","3/21/1992","Rook",0,""
"12",22,"Chris Cook",27,"",6,0,200,"6-2","Virginia","2/15/1987","4",0,"Minnesota Vikings / 2nd / 34th pick / 2010"
"13",20,"Perrish Cox",27,"LCB",15,14,189,"5-11","Oklahoma St.","1/10/1987","4",7,"Denver Broncos / 5th / 137th pick / 2010"
"14",15,"Michael Crabtree",27,"WR",16,16,215,"6-2","Texas Tech","9/14/1987","5",5,"San Francisco 49ers / 1st / 10th pick / 2009"
"15",47,"Marcus Cromartie",24,"",3,0,192,"6-1","Wisconsin","12/3/1990","1",0,""
"16",29,"Chris Culliver",26,"RCB",14,14,199,"6-0","South Carolina","8/17/1988","3",7,"San Francisco 49ers / 3rd / 80th pick / 2011"
"17",43,"Craig Dahl",29,"fs",16,1,207,"6-1","North Dakota St.","6/17/1985","7",2,""
"18",76,"Anthony Davis",25,"rt",7,7,323,"6-5","Rutgers","10/11/1989","4",3,"San Francisco 49ers / 1st / 11th pick / 2010"
"19",85,"Vernon Davis",30,"TE",14,14,250,"6-3","Maryland","1/31/1984","8",2,"San Francisco 49ers / 1st / 6th pick / 2006"
"20",9,"Phil Dawson",39,"",16,0,195,"5-11","Texas","1/23/1975","15",3,""
"21",92,"Quinton Dial",24,"nt",14,6,318,"6-5","Alabama","7/21/1990","1",4,"San Francisco 49ers / 5th / 157th pick / 2013"
"22",83,"Demarcus Dobbs",27,"",6,0,275,"6-6","Georgia","11/30/1987","3",1,""
"23",10,"Bruce Ellington",23,"",13,0,197,"5-9","South Carolina","8/22/1991","Rook",1,"San Francisco 49ers / 4th / 106th pick / 2014"
"24",56,"Dillon Farrell",24,"",8,0,303,"6-5","New Mexico","9/7/1990","Rook",1,""
"25",2,"Blaine Gabbert",25,"",1,0,235,"6-5","Missouri","10/15/1989","3",0,"Jacksonville Jaguars / 1st / 10th pick / 2011"
