"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",34,"Walter Abercrombie",23,"",6,0,210,"6-0","Baylor","9/26/1959","Rook",1,"Pittsburgh Steelers / 1st / 12th pick / 1982"
"2",1,"Gary Anderson",23,"K",9,0,193,"5-11","Syracuse","7/16/1959","Rook",5,"Buffalo Bills / 7th / 171st pick / 1982"
"3",65,"Tom Beasley",28,"RDE",7,7,253,"6-5","Virginia Tech","8/11/1954","4",7,"Pittsburgh Steelers / 3rd / 60th pick / 1977"
"4",54,"Craig Bingham",23,"",6,0,218,"6-2","Syracuse","9/26/1959","Rook",1,"Pittsburgh Steelers / 6th / 167th pick / 1982"
"5",47,"Mel Blount",34,"RCB",9,9,205,"6-3","Southern","4/10/1948","12",7,"Pittsburgh Steelers / 3rd / 53rd pick / 1970"
"6",23,"Fred Bohannon",24,"KR",7,0,201,"6-0","Miss. Valley St.","5/31/1958","Rook",0,""
"7",71,"Emil Boures",22,"t",5,1,259,"6-1","Pittsburgh","1/29/1960","Rook",2,"Pittsburgh Steelers / 7th / 182nd pick / 1982"
"8",12,"Terry Bradshaw",34,"QB",9,9,215,"6-3","Louisiana Tech","9/2/1948","12",11,"Pittsburgh Steelers / 1st / 1st pick / 1970"
"9",79,"Larry Brown*",33,"RT",8,8,246,"6-4","Kansas","6/16/1949","11",9,"Pittsburgh Steelers / 5th / 106th pick / 1971"
"10",56,"Robin Cole",27,"ROLB",9,9,220,"6-2","New Mexico","9/11/1955","5",8,"Pittsburgh Steelers / 1st / 21st pick / 1977"
"11",77,"Steve Courson",27,"RG",8,8,274,"6-1","South Carolina","10/1/1955","4",7,"Pittsburgh Steelers / 5th / 125th pick / 1977"
"12",89,"Bennie Cunningham",28,"TE",9,9,254,"6-5","Clemson","12/23/1954","6",5,"Pittsburgh Steelers / 1st / 28th pick / 1976"
"13",45,"Russell Davis",26,"",7,0,227,"6-0","Michigan","9/15/1956","2",1,"Pittsburgh Steelers / 4th / 86th pick / 1979"
"14",55,"Rick Donnalley",24,"",5,0,261,"6-2","North Carolina","12/11/1958","Rook",1,"Pittsburgh Steelers / 3rd / 73rd pick / 1981"
"15",67,"Gary Dunn",29,"NT",9,9,258,"6-3","Miami (FL)","8/24/1953","6",8,"Pittsburgh Steelers / 6th / 159th pick / 1976"
"16",20,"Ernest French",23,"",3,0,195,"5-11","Alabama A&M","9/5/1959","Rook",0,""
"17",95,"John Goodman",24,"LDE",9,9,253,"6-6","Oklahoma","11/12/1958","1",8,"Pittsburgh Steelers / 2nd / 56th pick / 1980"
"18",17,"John Goodson",22,"P",9,0,204,"6-3","Texas","3/18/1960","Rook",2,"Pittsburgh Steelers / 8th / 209th pick / 1982"
"19",59,"Jack Ham",34,"LOLB",8,8,225,"6-1","Penn St.","12/23/1948","11",8,"Pittsburgh Steelers / 2nd / 34th pick / 1971"
"20",32,"Franco Harris",32,"FB",9,9,230,"6-2","Penn St.","3/7/1950","10",12,"Pittsburgh Steelers / 1st / 13th pick / 1972"
"21",27,"Greg Hawthorne",26,"rb",9,1,228,"6-2","Baylor","9/5/1956","3",4,"Pittsburgh Steelers / 1st / 28th pick / 1979"
"22",53,"Bryan Hinkle",23,"lb",9,1,222,"6-1","Oregon","6/4/1959","Rook",2,"Pittsburgh Steelers / 6th / 156th pick / 1981"
"23",62,"Tunch Ilkin",25,"t",8,1,263,"6-3","Indiana St.","9/23/1957","2",2,"Pittsburgh Steelers / 6th / 165th pick / 1980"
