"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",40,"Charles Alexander",23,"RB",16,16,224,"6-1","LSU","7/28/1957","1",5,"Cincinnati Bengals / 1st / 12th pick / 1979"
"2",82,"Alton Alexis",23,"",1,0,184,"6-0","Tulane","11/16/1957","Rook",0,"Cincinnati Bengals / 11th / 281st pick / 1980"
"3",14,"Ken Anderson",31,"QB",13,12,212,"6-2","Augustana (IL)","2/15/1949","9",5,"Cincinnati Bengals / 3rd / 67th pick / 1971"
"4",84,"Don Bass",24,"WR",14,12,219,"6-2","Houston","3/11/1956","2",3,"Cincinnati Bengals / 3rd / 83rd pick / 1978"
"5",10,"Jim Breech",24,"",4,0,161,"5-6","California","4/11/1956","1",0,"Detroit Lions / 8th / 206th pick / 1978"
"6",34,"Louis Breeden",27,"lcb",16,5,185,"5-11","North Carolina Central","10/26/1953","2",5,"Cincinnati Bengals / 7th / 187th pick / 1977"
"7",47,"Greg Bright",23,"SS",16,16,208,"6-0","Morehead St.","8/2/1957","Rook",8,"Cincinnati Bengals / 9th / 224th pick / 1980"
"8",21,"Jim Browner",25,"",2,0,209,"6-1","Notre Dame","12/4/1955","1",0,"Cincinnati Bengals / 12th / 304th pick / 1979"
"9",79,"Ross Browner",26,"RDE",15,15,262,"6-3","Notre Dame","3/22/1954","2",7,"Cincinnati Bengals / 1st / 8th pick / 1978"
"10",74,"Glenn Bujnoch",27,"LG",16,16,260,"6-5","Texas A&M","12/20/1953","4",6,"Cincinnati Bengals / 2nd / 38th pick / 1976"
"11",67,"Gary Burley",28,"",11,0,272,"6-3","Pittsburgh","12/8/1952","4",1,"Cincinnati Bengals / 3rd / 55th pick / 1975"
"12",58,"Blair Bush",24,"C",16,13,268,"6-3","Washington","11/25/1956","2",5,"Cincinnati Bengals / 1st / 16th pick / 1978"
"13",50,"Glenn Cameron",27,"RILB",14,14,225,"6-2","Florida","2/21/1953","5",8,"Cincinnati Bengals / 1st / 14th pick / 1975"
"14",81,"Jim Corbett",25,"",4,0,218,"6-4","Pittsburgh","2/22/1955","3",0,"Cincinnati Bengals / 7th / 194th pick / 1977"
"15",85,"Isaac Curtis",30,"WR",15,13,192,"6-1","California,San Diego St.","10/20/1950","7",5,"Cincinnati Bengals / 1st / 15th pick / 1973"
"16",52,"Tom Dinkel",24,"LOLB",16,12,240,"6-3","Kansas","7/25/1956","2",7,"Cincinnati Bengals / 5th / 126th pick / 1978"
"17",73,"Eddie Edwards",26,"LDE",16,16,256,"6-5","Miami (FL)","4/25/1954","3",8,"Cincinnati Bengals / 1st / 3rd pick / 1977"
"18",64,"William Glass",23,"",15,0,261,"6-4","Baylor","12/21/1957","Rook",1,"Cincinnati Bengals / 4th / 86th pick / 1980"
"19",45,"Archie Griffin",26,"rb",15,7,189,"5-9","Ohio St.","8/21/1954","4",3,"Cincinnati Bengals / 1st / 24th pick / 1976"
"20",44,"Ray Griffin",24,"LCB",16,11,186,"5-10","Ohio St.","6/29/1956","2",7,"Cincinnati Bengals / 2nd / 35th pick / 1978"
"21",53,"Bo Harris",27,"lolb",15,7,225,"6-3","LSU","1/16/1953","5",5,"Cincinnati Bengals / 3rd / 77th pick / 1975"
"22",83,"M.L. Harris",26,"",12,0,238,"6-5","Tampa,Kansas St.","1/16/1954","Rook",1,""
"23",36,"Jo Heath",23,"",10,0,182,"5-10","Pittsburgh","3/9/1957","Rook",1,"Cincinnati Bengals / 6th / 141st pick / 1980"
"24",27,"Bryan Hicks",23,"fs",16,6,192,"6-0","McNeese St.","1/24/1957","Rook",4,"Cincinnati Bengals / 5th / 113th pick / 1980"
"25",71,"Rod Horn",24,"",7,0,268,"6-4","Nebraska","11/23/1956","Rook",1,"Cincinnati Bengals / 3rd / 59th pick / 1980"
"26",30,"Dick Jauron",30,"FS",10,10,190,"6-0","Yale","10/7/1950","7",5,"Detroit Lions / 4th / 91st pick / 1973"
