"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",55,"John Abraham",33,"DE",15,15,256,"6-4","South Carolina","5/6/1978","11",8,"New York Jets / 1st / 13th pick / 2000"
"2",59,"Spencer Adkins",24,"lb",10,1,246,"5-11","Miami (FL)","5/16/1987","2",1,"Atlanta Falcons / 6th / 176th pick / 2009"
"3",95,"Jonathan Babineaux",30,"DT",13,13,281,"6-2","Iowa","10/12/1981","6",6,"Atlanta Falcons / 2nd / 59th pick / 2005"
"4",72,"Sam Baker",26,"lt",12,6,308,"6-5","USC","5/30/1985","3",4,"Atlanta Falcons / 1st / 21st pick / 2008"
"5",71,"Kroy Biermann",26,"de",16,1,242,"6-3","Montana","9/12/1985","3",3,"Atlanta Falcons / 5th / 154th pick / 2008"
"6",63,"Justin Blalock",28,"LG",16,16,320,"6-3","Texas","12/20/1983","4",10,"Atlanta Falcons / 2nd / 39th pick / 2007"
"7",5,"Matthew Bosher",24,"",16,0,208,"6-1","Miami (FL)","10/18/1987","Rook",1,"Atlanta Falcons / 6th / 192nd pick / 2011"
"8",67,"Rob Bruggeman",25,"",1,0,290,"6-4","Iowa","3/21/1986","1",0,""
"9",3,"Matt Bryant",36,"",16,0,200,"5-9","Baylor","5/29/1975","9",4,""
"10",73,"Kirk Chambers",32,"",3,0,307,"6-7","Stanford","3/19/1979","7",0,"Cleveland Browns / 6th / 176th pick / 2004"
"11",77,"Tyson Clabo",30,"RT",16,16,314,"6-6","Wake Forest","10/17/1981","5",10,""
"12",12,"Kevin Cone",23,"",1,0,207,"6-2","Georgia Tech","3/20/1988","Rook",0,""
"13",40,"Mike Cox",26,"fb",9,5,259,"6-0","Georgia Tech","7/11/1985","3",0,""
"14",28,"Thomas DeCoud",26,"S",16,15,196,"6-1","California","3/19/1985","3",7,"Atlanta Falcons / 3rd / 98th pick / 2008"
"15",43,"Akeem Dent",24,"",16,0,242,"6-1","Georgia","9/27/1987","Rook",1,"Atlanta Falcons / 3rd / 91st pick / 2011"
"16",83,"Harry Douglas",27,"wr",16,4,170,"5-11","Louisville","9/16/1984","3",5,"Atlanta Falcons / 3rd / 84th pick / 2008"
"17",93,"Ray Edwards",26,"DE",16,16,270,"6-5","Purdue","1/1/1985","5",8,"Minnesota Vikings / 4th / 127th pick / 2006"
"18",24,"Dominique Franks",24,"lcb",14,4,180,"6-0","Oklahoma","10/8/1987","1",3,"Atlanta Falcons / 5th / 135th pick / 2010"
"19",88,"Tony Gonzalez*",35,"TE",16,16,251,"6-5","California","2/27/1976","14",8,"Kansas City Chiefs / 1st / 13th pick / 1997"
"20",20,"Brent Grimes",28,"LCB",12,12,180,"5-10","Shippensburg","7/19/1983","4",5,""
"21",61,"Joe Hawley",23,"RG",16,12,297,"6-3","UNLV","10/22/1988","1",8,"Atlanta Falcons / 4th / 117th pick / 2010"
"22",26,"Kelvin Hayden",28,"cb",8,1,198,"5-10","Illinois","7/23/1983","6",1,"Indianapolis Colts / 2nd / 60th pick / 2005"
"23",45,"Robert James",28,"",1,0,224,"5-11","Arizona St.","12/26/1983","3",0,"Atlanta Falcons / 5th / 138th pick / 2008"
"24",94,"Peria Jerry",27,"dt",16,4,290,"6-1","Mississippi","8/23/1984","2",3,"Atlanta Falcons / 1st / 24th pick / 2009"
"25",79,"Mike Johnson",24,"",2,0,301,"6-6","Alabama","4/2/1987","Rook",0,"Atlanta Falcons / 3rd / 98th pick / 2010"
"26",11,"Julio Jones",22,"WR",13,13,220,"6-4","Alabama","2/3/1989","Rook",10,"Atlanta Falcons / 1st / 6th pick / 2011"
"27",89,"Reggie Kelly",34,"te",16,2,255,"6-4","Mississippi St.","2/22/1977","12",0,"Atlanta Falcons / 2nd / 42nd pick / 1999"
"28",50,"Curtis Lofton",25,"MLB",16,16,238,"6-2","Oklahoma","6/2/1986","3",9,"Atlanta Falcons / 2nd / 37th pick / 2008"
"29",62,"Todd McClure",34,"C",13,13,286,"6-1","LSU","2/16/1977","11",8,"Atlanta Falcons / 7th / 237th pick / 1999"
"30",80,"Kerry Meier",25,"",12,0,219,"6-2","Kansas","11/12/1986","Rook",0,"Atlanta Falcons / 5th / 165th pick / 2010"
"31",25,"William Moore",26,"S",12,11,223,"6-0","Missouri","5/18/1985","2",5,"Atlanta Falcons / 2nd / 55th pick / 2009"
"32",34,"Ovie Mughelli",31,"fb",7,5,260,"6-1","Wake Forest","6/10/1980","8",0,"Baltimore Ravens / 4th / 134th pick / 2003"
"33",54,"Stephen Nicholas",28,"LB",10,8,225,"6-2","South Florida","5/1/1983","4",4,"Atlanta Falcons / 4th / 109th pick / 2007"
"34",21,"Chris Owens",25,"cb",14,2,182,"5-10","San Jose St.","12/1/1986","2",2,"Atlanta Falcons / 3rd / 90th pick / 2009"
"35",81,"Michael Palmer",23,"te",16,2,260,"6-5","Clemson","1/18/1988","1",1,""
"36",91,"Corey Peters",23,"DT",15,15,294,"6-4","Kentucky","6/8/1988","1",8,"Atlanta Falcons / 3rd / 83rd pick / 2010"
"37",53,"Mike Peterson",35,"lb",15,4,230,"6-1","Florida","6/17/1976","12",3,"Indianapolis Colts / 2nd / 36th pick / 1999"
"38",73,"Carlton Powell",26,"",3,0,301,"6-2","Virginia Tech","8/14/1985","3",0,"Denver Broncos / 5th / 148th pick / 2008"
"39",8,"Chris Redman",34,"",5,0,223,"6-3","Louisville","7/7/1977","11",1,"Baltimore Ravens / 3rd / 75th pick / 2000"
"40",75,"Garrett Reynolds",24,"rg",16,7,310,"6-7","North Carolina","7/1/1987","2",5,"Atlanta Falcons / 5th / 156th pick / 2009"
"41",23,"Dunta Robinson",29,"RCB",16,16,172,"5-10","South Carolina","4/11/1982","7",7,"Houston Texans / 1st / 10th pick / 2004"
"42",22,"Jacquizz Rodgers",21,"",16,0,190,"5-7","Oregon St.","2/6/1990","Rook",3,"Atlanta Falcons / 5th / 145th pick / 2011"
"43",66,"Brett Romberg",32,"",2,0,293,"6-3","Miami (FL)","10/10/1979","5",0,""
"44",2,"Matt Ryan",26,"QB",16,16,224,"6-5","Boston Col.","5/17/1985","3",15,"Atlanta Falcons / 1st / 3rd pick / 2008"
"45",36,"James Sanders",28,"s",15,6,207,"5-10","Fresno St.","11/11/1983","6",3,"New England Patriots / 4th / 133rd pick / 2005"
"46",39,"Shann Schillinger",25,"",16,0,199,"6-1","Montana","5/22/1986","1",1,"Atlanta Falcons / 6th / 171st pick / 2010"
"47",90,"Lawrence Sidbury",25,"",16,0,267,"6-2","Richmond","2/6/1986","2",2,"Atlanta Falcons / 4th / 125th pick / 2009"
"48",35,"Antone Smith",26,"",12,0,190,"5-9","Florida St.","9/17/1985","1",0,""
"49",44,"Jason Snelling",28,"",15,0,235,"5-11","Virginia","12/29/1983","4",3,"Atlanta Falcons / 7th / 244th pick / 2007"
