"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",90,"Larry Brooks*",28,"LDT",14,14,255,"6-3","Virginia St.","6/10/1950","6",11,"Los Angeles Rams / 14th / 355th pick / 1972"
"2",25,"Eddie Brown",26,"",1,0,187,"5-11","Tennessee","2/19/1952","4",2,"Cleveland Browns / 8th / 199th pick / 1974"
"3",59,"Bob Brudzinski",23,"RLB",16,10,230,"6-4","Ohio St.","1/1/1955","1",6,"Los Angeles Rams / 1st / 23rd pick / 1977"
"4",32,"Cullen Bryant",27,"RB",16,9,234,"6-1","Colorado","5/20/1951","5",4,"Los Angeles Rams / 2nd / 31st pick / 1973"
"5",22,"John Cappelletti",26,"FB",14,14,215,"6-1","Penn St.","8/9/1952","4",6,"Los Angeles Rams / 1st / 11th pick / 1974"
"6",3,"Frank Corral*",23,"K",16,0,224,"6-2","UCLA","6/16/1955","Rook",3,"Los Angeles Rams / 3rd / 78th pick / 1978"
"7",21,"Nolan Cromwell",23,"",16,0,200,"6-1","Kansas","1/30/1955","1",3,"Los Angeles Rams / 2nd / 31st pick / 1977"
"8",28,"Anthony Davis",26,"",2,0,190,"5-10","USC","9/8/1952","1",0,"New York Jets / 2nd / 37th pick / 1975"
"9",88,"Preston Dennard",23,"",11,0,185,"6-1","New Mexico","11/28/1955","Rook",0,""
"10",71,"Reggie Doss",22,"",16,0,265,"6-4","Hampton","12/7/1956","Rook",4,"Los Angeles Rams / 7th / 189th pick / 1978"
"11",89,"Fred Dryer",32,"RDE",16,16,240,"6-6","San Diego St.","7/6/1946","9",8,"New York Giants / 1st / 13th pick / 1969"
"12",55,"Carl Ekern",24,"",16,0,223,"6-3","San Jose St.","5/27/1954","2",4,"Los Angeles Rams / 5th / 128th pick / 1976"
"13",42,"Dave Elmendorf",29,"SS",16,16,195,"6-1","Texas A&M","6/20/1949","7",6,"Los Angeles Rams / 3rd / 63rd pick / 1971"
"14",79,"Mike Fanning",25,"dt",16,2,255,"6-6","Notre Dame","2/2/1953","3",2,"Los Angeles Rams / 1st / 9th pick / 1975"
"15",15,"Vince Ferragamo",24,"",9,0,212,"6-3","California,Nebraska","4/24/1954","1",0,"Los Angeles Rams / 4th / 91st pick / 1977"
"16",77,"Doug France*",25,"LT",16,16,270,"6-5","Ohio St.","4/26/1953","3",8,"Los Angeles Rams / 1st / 20th pick / 1975"
"17",68,"Ed Fulton",23,"",4,0,250,"6-3","Maryland","1/27/1955","Rook",2,"Los Angeles Rams / 3rd / 68th pick / 1977"
"18",11,"Pat Haden",25,"QB",16,16,182,"5-11","USC","1/23/1953","2",9,"Los Angeles Rams / 7th / 176th pick / 1975"
"19",60,"Dennis Harrah*",25,"RG",15,15,260,"6-5","Miami (FL)","3/9/1953","3",6,"Los Angeles Rams / 1st / 11th pick / 1975"
"20",63,"Greg Horton",27,"",2,0,245,"6-4","Colorado","1/1/1951","2",2,"Chicago Bears / 3rd / 56th pick / 1974"
"21",81,"Ron Jessie",30,"WR",16,16,185,"6-0","Kansas","2/4/1948","7",6,"Dallas Cowboys / 8th / 206th pick / 1971"
"22",43,"Jim Jodat",24,"",16,0,210,"5-11","Carthage","3/3/1954","1",1,"Los Angeles Rams / 12th / 344th pick / 1976"
"23",76,"Cody Jones*",27,"RDT",16,16,243,"6-5","San Jose St.","5/3/1951","4",9,"Los Angeles Rams / 5th / 115th pick / 1973"
"24",24,"Jerry Latin",25,"KR",14,0,190,"5-10","Northern Illinois","8/25/1953","3",0,"St. Louis Cardinals / 11th / 280th pick / 1975"
"25",65,"Tom Mack*",35,"LG",16,16,250,"6-3","Michigan","11/1/1943","12",7,"Los Angeles Rams / 1st / 2nd pick / 1966"
"26",44,"Larry Marshall",28,"",3,0,195,"5-10","Maryland","3/2/1950","6",2,"Kansas City Chiefs / 15th / 387th pick / 1972"
"27",30,"Lawrence McCutcheon",28,"rb",8,7,205,"6-1","Colorado St.","6/2/1950","6",3,"Los Angeles Rams / 3rd / 70th pick / 1972"
"28",50,"Kevin McLain",24,"",16,0,230,"6-2","Colorado St.","9/15/1954","2",4,"Los Angeles Rams / 1st / 26th pick / 1976"
"29",82,"Willie Miller",31,"WR",16,14,172,"5-9","Colorado St.","4/26/1947","3",6,"Houston Oilers / 12th / 302nd pick / 1975"
"30",83,"Terry Nelson",27,"TE",13,13,233,"6-2","Ark-Pine Bluff","5/20/1951","5",3,"Los Angeles Rams / 4th / 99th pick / 1973"
"31",33,"Dwayne O'Steen",24,"",13,0,193,"6-1","California,San Jose St.","12/20/1954","Rook",3,""
"32",49,"Rod Perry*",25,"RCB",16,16,178,"5-9","Colorado","9/11/1953","3",10,"Los Angeles Rams / 4th / 98th pick / 1975"
"33",39,"Rod Phillips",26,"rb",15,2,220,"6-0","Cincinnati,Jackson St.","12/23/1952","3",1,""
"34",64,"Jack Reynolds",31,"MLB",16,16,232,"6-1","Tennessee","11/22/1947","8",8,"Los Angeles Rams / 1st / 22nd pick / 1970"
"35",58,"Isiah Robertson",29,"rlb",13,6,225,"6-3","Southern","8/17/1949","7",4,"Los Angeles Rams / 1st / 10th pick / 1971"
"36",54,"Dan Ryczek",29,"",16,0,249,"6-3","Virginia","8/24/1949","5",3,"Washington Redskins / 13th / 322nd pick / 1971"
"37",61,"Rich Saul*",30,"C",16,15,241,"6-3","Michigan St.","2/5/1948","8",6,"Los Angeles Rams / 8th / 204th pick / 1970"
"38",87,"Dwight Scales",25,"",13,0,178,"6-2","Grambling St.","5/30/1953","2",1,"Los Angeles Rams / 5th / 155th pick / 1976"
"39",48,"Bill Simpson",27,"FS",16,16,184,"6-1","Michigan St.","12/5/1951","4",6,"Los Angeles Rams / 2nd / 50th pick / 1974"
"40",78,"Jackie Slater",24,"",16,0,277,"6-4","Jackson St.","5/27/1954","2",3,"Los Angeles Rams / 3rd / 86th pick / 1976"
"41",56,"Doug Smith",22,"c",16,2,259,"6-3","Bowling Green","11/25/1956","Rook",1,""
"42",84,"Ron Smith",22,"",16,0,185,"6-0","San Diego St.","11/20/1956","Rook",0,"Los Angeles Rams / 2nd / 53rd pick / 1978"
"43",27,"Pat Thomas*",24,"LCB",16,16,183,"5-9","Texas A&M","9/1/1954","2",10,"Los Angeles Rams / 2nd / 39th pick / 1976"
"44",26,"Wendell Tyler",23,"",2,0,198,"5-10","UCLA","5/20/1955","1",0,"Los Angeles Rams / 3rd / 79th pick / 1977"
"45",80,"Billy Waddy",24,"wr",11,2,187,"5-11","Colorado","2/19/1954","1",2,"Los Angeles Rams / 2nd / 50th pick / 1977"
"46",19,"Glen Walker",26,"P",16,0,210,"6-1","USC","1/16/1952","1",1,""
"47",20,"Jackie Wallace",27,"PR",14,0,197,"6-3","Arizona","3/13/1951","4",0,"Minnesota Vikings / 2nd / 34th pick / 1973"
"48",75,"John Williams",33,"RT",16,16,256,"6-3","Minnesota","10/27/1945","10",5,"Baltimore Colts / 1st / 23rd pick / 1968"
"49",86,"Charle Young",27,"",16,3,234,"6-4","USC","2/5/1951","5",2,"Philadelphia Eagles / 1st / 6th pick / 1973"
"50",85,"Jack Youngblood*+",28,"LDE",16,16,247,"6-4","Florida","1/26/1950","7",14,"Los Angeles Rams / 1st / 20th pick / 1971"
"51",53,"Jim Youngblood",28,"LLB",16,16,235,"6-3","Tennessee Tech","2/23/1950","5",9,"Los Angeles Rams / 2nd / 42nd pick / 1973"
"52",NA,"Team Total",26.3,"",16,NA,219.6,"6-1.6","","","3.5",NA,""
