"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",51,"Emmanuel Acho",24,"lb",14,2,238,"6-1","Texas","11/10/1990","2",2,"Cleveland Browns / 6th / 204th pick / 2012"
"2",94,"Beau Allen",23,"",16,0,333,"6-3","Wisconsin","11/14/1991","Rook",1,"Philadelphia Eagles / 7th / 224th pick / 2014"
"3",29,"Nate Allen",27,"S",15,15,205,"6-1","South Florida","11/30/1987","4",7,"Philadelphia Eagles / 2nd / 37th pick / 2010"
"4",93,"Brandon Bair",30,"",16,0,272,"6-7","Oregon","11/24/1984","3",1,""
"5",76,"Allen Barbre",30,"rt",1,1,303,"6-4","Missouri Southern","6/22/1984","7",0,"Green Bay Packers / 4th / 119th pick / 2007"
"6",2,"Matt Barkley",24,"",1,0,227,"6-3","USC","9/8/1990","1",0,"Philadelphia Eagles / 4th / 98th pick / 2013"
"7",98,"Connor Barwin*",28,"LB",16,16,253,"6-3","Cincinnati","10/15/1986","5",11,"Houston Texans / 2nd / 46th pick / 2009"
"8",22,"Brandon Boykin",24,"",16,0,183,"5-9","Georgia","7/13/1990","2",1,"Philadelphia Eagles / 4th / 123rd pick / 2012"
"9",56,"Bryan Braman",27,"",16,0,230,"6-5","West Texas A&M","5/4/1987","3",1,""
"10",47,"Trey Burton",23,"",15,0,228,"6-3","Florida","10/29/1991","Rook",0,""
"11",23,"Nolan Carroll",27,"cb",16,1,202,"6-1","Maryland","1/18/1987","4",1,"Miami Dolphins / 5th / 145th pick / 2010"
"12",85,"James Casey",30,"te",16,2,235,"6-3","Rice","9/22/1984","5",0,"Houston Texans / 5th / 152nd pick / 2009"
"13",87,"Brent Celek",29,"TE",16,15,261,"6-4","Cincinnati","1/25/1985","7",2,"Philadelphia Eagles / 5th / 162nd pick / 2007"
"14",58,"Trent Cole",32,"LB",15,15,270,"6-3","Cincinnati","10/5/1982","9",6,"Philadelphia Eagles / 5th / 146th pick / 2005"
"15",14,"Riley Cooper",27,"WR",16,16,214,"6-3","Florida","9/9/1987","4",4,"Philadelphia Eagles / 5th / 159th pick / 2010"
"16",21,"Jerome Couplin",23,"",1,NA,215,"6-2","William & Mary","8/31/1991","Rook",0,""
"17",91,"Fletcher Cox",24,"DE",16,16,298,"6-4","Mississippi St.","12/13/1990","2",13,"Philadelphia Eagles / 1st / 12th pick / 2012"
"18",75,"Vinny Curry",26,"",16,0,266,"6-3","Marshall","6/30/1988","2",2,"Philadelphia Eagles / 2nd / 59th pick / 2012"
"19",46,"Jon Dorenbos*",34,"",16,0,250,"6-0","Texas-El Paso","7/21/1980","11",3,""
