"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",79,"Harvey Armstrong",31,"NT",12,10,265,"6-3","SMU","12/29/1959","8",4,"Philadelphia Eagles / 7th / 190th pick / 1982"
"2",62,"Brian Baldinger",30,"RG",16,16,278,"6-4","Duke","1/7/1960","8",7,""
"3",94,"Gary Baldinger",27,"",1,0,264,"6-3","Wake Forest","10/4/1963","4",0,"Kansas City Chiefs / 9th / 229th pick / 1986"
"4",31,"Michael Ball",26,"",16,0,216,"6-0","Southern","8/5/1964","2",1,"Indianapolis Colts / 4th / 104th pick / 1988"
"5",65,"Joey Banes",23,"",1,0,282,"6-7","Houston","4/7/1967","Rook",0,"Houston Oilers / 11th / 295th pick / 1990"
"6",51,"Chip Banks",31,"LOLB",16,16,243,"6-4","USC","9/18/1959","8",7,"Cleveland Browns / 1st / 3rd pick / 1982"
"7",36,"John Baylor",25,"",10,0,203,"6-0","Southern Miss","3/5/1965","1",1,"Indianapolis Colts / 5th / 129th pick / 1988"
"8",81,"Pat Beach",31,"TE",16,11,247,"6-4","Washington St.","12/28/1959","8",1,"Baltimore Colts / 6th / 140th pick / 1982"
"9",95,"Mitchell Benson",23,"",9,0,302,"6-4","TCU","5/30/1967","1",1,"Indianapolis Colts / 3rd / 72nd pick / 1989"
"10",20,"Albert Bentley",30,"FB",16,15,200,"5-11","Miami (FL)","8/15/1960","5",11,"Indianapolis Colts / 2nd / 35th pick / 1984 Supp"
"11",4,"Dean Biasucci",28,"K",16,0,190,"6-0","West. Carolina","7/25/1962","6",3,""
"12",50,"Duane Bickett",28,"ROLB",15,15,251,"6-5","USC","12/1/1962","5",7,"Indianapolis Colts / 1st / 5th pick / 1985"
"13",80,"Bill Brooks",26,"WR",16,16,188,"6-0","Boston Univ.","4/6/1964","4",8,"Indianapolis Colts / 4th / 86th pick / 1986"
"14",71,"Kevin Call",29,"RT",8,8,302,"6-7","Colorado St.","11/13/1961","6",4,"Indianapolis Colts / 5th / 130th pick / 1984"
