"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",80,"Ray Alexander",22,"",8,0,195,"6-4","Florida A&M","1/8/1962","Rook",1,""
"2",54,"Keith Bishop",27,"LG",16,14,260,"6-3","Nebraska,Baylor","3/10/1957","4",6,"Denver Broncos / 6th / 157th pick / 1980"
"3",65,"Walt Bowyer",24,"de",16,1,254,"6-4","Arizona St.","9/8/1960","1",3,"Denver Broncos / 10th / 254th pick / 1983"
"4",26,"Chris Brewer",22,"",13,0,203,"6-1","Arizona","1/23/1962","Rook",0,"Denver Broncos / 9th / 245th pick / 1984"
"5",64,"Bill Bryan",29,"C",16,16,251,"6-2","Duke","6/21/1955","7",7,"Denver Broncos / 4th / 101st pick / 1977"
"6",58,"Steve Busick",26,"RILB",16,16,227,"6-4","USC","12/10/1958","3",10,"Denver Broncos / 7th / 181st pick / 1981"
"7",68,"Rubin Carter",32,"NT",15,15,256,"6-0","Miami (FL)","12/12/1952","9",10,"Denver Broncos / 5th / 121st pick / 1975"
"8",79,"Barney Chavous",33,"LDE",15,15,252,"6-3","South Carolina St.","3/22/1951","11",9,"Denver Broncos / 2nd / 36th pick / 1973"
"9",59,"Darren Comeaux",24,"",16,0,227,"6-1","Arizona St.","4/15/1960","2",2,""
"10",63,"Mark Cooper",24,"g",15,4,270,"6-5","Miami (FL)","2/14/1960","1",3,"Denver Broncos / 2nd / 31st pick / 1983"
"11",55,"Rick Dennison",26,"LILB",16,15,220,"6-3","Colorado St.","6/22/1958","2",9,""
"12",7,"John Elway",24,"QB",15,14,215,"6-3","Stanford","6/28/1960","1",10,"Baltimore Colts / 1st / 1st pick / 1983"
"13",43,"Steve Foley",31,"FS",16,16,189,"6-2","Tulane","11/11/1953","8",11,"Denver Broncos / 8th / 199th pick / 1975"
"14",62,"Mike Freeman",23,"",9,0,256,"6-3","Arizona","10/13/1961","Rook",1,""
"15",66,"Scott Garnett",22,"nt",16,1,271,"6-2","Washington","12/3/1962","Rook",2,"Denver Broncos / 8th / 218th pick / 1984"
"16",72,"Marsharne Graves",22,"",1,0,268,"6-3","Arizona","7/8/1962","Rook",0,""
"17",31,"Mike Harden",25,"RCB",16,16,192,"6-1","Michigan","2/16/1959","4",11,"Denver Broncos / 5th / 131st pick / 1980"
"18",74,"Winford Hood",22,"g",16,2,262,"6-3","Georgia","3/29/1962","Rook",2,"Denver Broncos / 8th / 207th pick / 1984"
"19",60,"Paul Howard",34,"RG",16,14,260,"6-3","BYU","9/12/1950","11",6,"Denver Broncos / 3rd / 54th pick / 1973"
"20",98,"Ricky Hunley",23,"",8,0,242,"6-2","Arizona","11/11/1961","Rook",1,"Cincinnati Bengals / 1st / 7th pick / 1984"
"21",28,"Roger Jackson",25,"",16,0,186,"6-0","Bethune-Cookman","2/28/1959","2",2,""
"22",57,"Tom Jackson",33,"ROLB",16,16,220,"5-11","Louisville","4/4/1951","11",10,"Denver Broncos / 4th / 88th pick / 1973"
"23",86,"Butch Johnson",30,"WR",16,11,187,"6-1","California-Riverside","5/28/1954","8",5,"Dallas Cowboys / 3rd / 87th pick / 1976"
"24",75,"Rulon Jones",26,"RDE",16,16,260,"6-6","Utah St.","3/25/1958","4",11,"Denver Broncos / 2nd / 42nd pick / 1980"
"25",3,"Rich Karlis",25,"K",16,0,180,"6-0","Cincinnati","5/23/1959","2",3,""
"26",88,"Clarence Kay",23,"TE",16,13,237,"6-2","Georgia","7/30/1961","Rook",1,"Denver Broncos / 7th / 186th pick / 1984"
"27",8,"Gary Kubiak",23,"qb",7,2,192,"6-0","Texas A&M","8/15/1961","1",2,"Denver Broncos / 8th / 197th pick / 1983"
"28",33,"Gene Lang",22,"KR",16,0,196,"5-10","LSU","3/15/1962","Rook",0,"Denver Broncos / 11th / 298th pick / 1984"
"29",76,"Ken Lanier",25,"RT",16,15,281,"6-3","Florida St.","7/8/1959","3",7,"Denver Broncos / 5th / 125th pick / 1981"
"30",22,"Tony Lilly",22,"",13,0,199,"6-0","Florida","2/16/1962","Rook",2,"Denver Broncos / 3rd / 78th pick / 1984"
"31",89,"Dave Logan",30,"",4,0,219,"6-4","Colorado","2/2/1954","8",0,"Cleveland Browns / 3rd / 65th pick / 1976"
"32",69,"Brison Manor",32,"",5,0,247,"6-4","Arkansas","8/10/1952","7",0,"New York Jets / 15th / 380th pick / 1975"
"33",77,"Karl Mecklenburg",24,"lb",16,1,240,"6-3","Augustana (SD),Minnesota","9/1/1960","1",4,"Denver Broncos / 12th / 310th pick / 1983"
"34",39,"Jesse Myles",24,"",7,0,210,"5-10","LSU","9/28/1960","1",0,""
"35",1,"Chris Norman",22,"P",16,0,198,"6-2","South Carolina","5/25/1962","Rook",2,""
"36",24,"Rick Parros",26,"rb",15,2,200,"5-11","Utah St.","6/14/1958","3",2,"Denver Broncos / 4th / 107th pick / 1980"
"37",48,"Randy Robbins",22,"db",16,1,189,"6-2","Arizona","9/14/1962","Rook",3,"Denver Broncos / 4th / 89th pick / 1984"
"38",50,"Jim Ryan",27,"LOLB",16,14,217,"6-1","William & Mary","5/18/1957","5",9,""
"39",84,"Clint Sampson",23,"wr",12,3,183,"5-11","San Diego St.","1/4/1961","1",1,"Denver Broncos / 3rd / 60th pick / 1983"
"40",83,"John Sawyer",31,"TE",10,8,230,"6-2","Southern Miss","7/26/1953","9",1,"Houston Oilers / 11th / 271st pick / 1975"
"41",56,"Aaron Smith",22,"",10,0,223,"6-2","Utah St.","8/10/1962","Rook",1,"Denver Broncos / 6th / 159th pick / 1984"
"42",49,"Dennis Smith",25,"SS",15,15,200,"6-3","USC","2/3/1959","3",9,"Denver Broncos / 1st / 15th pick / 1981"
"43",14,"Scott Stankavage",22,"",1,0,194,"6-1","North Carolina","7/5/1962","Rook",0,""
"44",70,"Dave Studdard",29,"LT",16,16,260,"6-4","Texas","11/22/1955","5",7,"Baltimore Colts / 9th / 245th pick / 1978"
"45",85,"Don Summers",23,"te",16,1,230,"6-4","Oregon Tech,Boise St.","2/22/1961","Rook",0,""
"46",82,"Zach Thomas",24,"",12,0,182,"6-0","South Carolina St.","9/8/1960","1",0,""
"47",61,"Andre Townsend",22,"",16,0,265,"6-3","Mississippi","10/8/1962","Rook",2,"Denver Broncos / 2nd / 46th pick / 1984"
"48",81,"Steve Watson",27,"WR",16,16,195,"6-4","Temple","5/28/1957","5",11,""
"49",47,"Gerald Willhite",25,"PR",16,1,200,"5-10","San Jose St.","5/30/1959","2",5,"Denver Broncos / 1st / 21st pick / 1982"
"50",45,"Steve Wilson",27,"db",15,1,195,"5-10","Howard","8/24/1957","5",3,""
"51",23,"Sammy Winder*",25,"RB",16,15,203,"5-11","Southern Miss","7/15/1959","2",10,"Denver Broncos / 5th / 131st pick / 1982"
"52",52,"Ken Woodard",24,"lb",16,2,218,"6-1","Tuskegee","1/22/1960","2",4,"Denver Broncos / 10th / 274th pick / 1982"
"53",87,"James Wright",28,"TE",16,9,240,"6-3","TCU","9/1/1956","6",1,"Atlanta Falcons / 7th / 179th pick / 1978"
"54",20,"Louis Wright",31,"LCB",16,15,200,"6-2","Arizona St.,San Jose St.","1/31/1953","9",9,"Denver Broncos / 1st / 17th pick / 1975"
"55",NA,"Team Total",25.6,"",16,NA,223.1,"6-1.8","","","3.1",NA,""
