"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",57,"Keith Adams",23,"",10,0,223,"5-11","Clemson","11/22/1979","1",1,"Tennessee Titans / 7th / 232nd pick / 2001"
"2",2,"David Akers*",28,"",16,0,200,"5-10","Louisville","12/9/1974","4",5,""
"3",6,"Jason Baker",24,"",2,0,201,"6-1","Iowa","5/17/1978","1",0,""
"4",56,"Shawn Barber",27,"LB",16,16,245,"6-2","Richmond","1/14/1975","4",11,"Washington Redskins / 4th / 113th pick / 1998"
"5",88,"Mike Bartrum",32,"",16,0,245,"6-4","Marshall","6/23/1970","9",0,""
"6",24,"Blaine Bishop",32,"SS",12,12,197,"5-9","St. Joseph's (IN),Ball St.","7/24/1970","9",5,"Houston Oilers / 8th / 214th pick / 1993"
"7",39,"Sheldon Brown",23,"",16,0,196,"5-10","South Carolina","3/19/1979","Rook",2,"Philadelphia Eagles / 2nd / 59th pick / 2002"
"8",74,"Doug Brzezinski",26,"lg",16,5,305,"6-4","Boston Col.","3/11/1976","3",3,"Philadelphia Eagles / 3rd / 64th pick / 1999"
"9",59,"Derrick Burgess",24,"",1,0,266,"6-2","Mississippi","8/12/1978","1",0,"Philadelphia Eagles / 3rd / 63rd pick / 2001"
"10",55,"Quinton Caver",24,"",5,0,241,"6-4","Arkansas","8/22/1978","1",0,"Philadelphia Eagles / 2nd / 55th pick / 2001"
"11",42,"Rashard Cook",25,"",4,0,205,"5-11","USC","4/18/1977","3",0,"Chicago Bears / 6th / 184th pick / 1999"
"12",20,"Brian Dawkins*+",29,"FS",16,16,210,"6-0","Clemson","10/13/1973","6",15,"Philadelphia Eagles / 2nd / 61st pick / 1996"
"13",10,"Koy Detmer",29,"qb",14,1,195,"6-1","Colorado","7/5/1973","4",1,"Philadelphia Eagles / 7th / 207th pick / 1997"
"14",82,"Dameane Douglas",26,"",16,0,195,"6-0","California","3/15/1976","3",0,"Oakland Raiders / 4th / 102nd pick / 1999"
"15",53,"Hugh Douglas*",31,"DE",16,16,281,"6-2","Central State (OH)","8/23/1971","7",17,"New York Jets / 1st / 16th pick / 1995"
