"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",42,"Curtis Adams",24,"rb",7,2,198,"6-0","Central Michigan","4/30/1962","1",3,"San Diego Chargers / 8th / 207th pick / 1985"
"2",56,"Ty Allert",23,"lb",16,3,233,"6-2","Texas","7/23/1963","Rook",2,"San Diego Chargers / 4th / 95th pick / 1986"
"3",40,"Gary Anderson*",25,"KR",16,12,185,"6-0","Arkansas","4/18/1961","1",11,"San Diego Chargers / 1st / 20th pick / 1983"
"4",6,"Rolf Benirschke",31,"K",16,0,171,"6-0","California-Davis","2/7/1955","9",1,"Oakland Raiders / 12th / 334th pick / 1977"
"5",57,"Thomas Benson",25,"RILB",16,16,238,"6-2","Oklahoma","9/6/1961","2",7,"Atlanta Falcons / 2nd / 36th pick / 1984"
"6",32,"Donald Brown",23,"RCB",13,7,189,"5-11","Oklahoma,Maryland","11/28/1963","Rook",4,"San Diego Chargers / 5th / 129th pick / 1986"
"7",22,"Gill Byrd",25,"FS",15,14,195,"5-11","San Jose St.","2/20/1961","3",7,"San Diego Chargers / 1st / 22nd pick / 1983"
"8",89,"Wes Chandler",30,"WR",16,14,196,"6-0","Florida","8/22/1956","8",8,"New Orleans Saints / 1st / 3rd pick / 1978"
"9",77,"Sam Claphan",30,"LG",16,14,285,"6-6","Oklahoma","10/10/1956","5",7,"Cleveland Browns / 2nd / 47th pick / 1979"
"10",37,"Jeffery Dale",24,"SS",16,16,211,"6-3","LSU","10/6/1962","1",7,"San Diego Chargers / 2nd / 55th pick / 1985"
"11",61,"Ken Dallafior",27,"g",12,1,276,"6-4","Minnesota","8/26/1959","1",1,"Pittsburgh Steelers / 5th / 124th pick / 1982"
"12",20,"Wayne Davis",23,"lcb",16,5,175,"5-11","Indiana St.","7/17/1963","1",3,"San Diego Chargers / 2nd / 39th pick / 1985"
"13",75,"Curt DiGiacomo",23,"",3,0,270,"6-4","Arizona","10/24/1963","Rook",0,""
"14",53,"Mike Douglass",31,"",7,0,220,"6-0","Arizona St.,San Diego St.","3/15/1955","8",1,"Green Bay Packers / 5th / 116th pick / 1978"
"15",78,"Chuck Ehin",25,"NT",12,9,261,"6-4","BYU","7/1/1961","3",4,"San Diego Chargers / 12th / 329th pick / 1983"
"16",52,"Mark Fellows",23,"",1,0,233,"6-1","Montana St.","2/26/1963","1",0,"San Diego Chargers / 7th / 196th pick / 1985"
"17",70,"James FitzPatrick",22,"",4,0,305,"6-8","USC","2/1/1964","Rook",0,"San Diego Chargers / 1st / 13th pick / 1986"
"18",12,"Tom Flick",28,"qb",11,3,190,"6-2","Washington","8/30/1958","5",1,"Washington Redskins / 4th / 90th pick / 1981"
"19",14,"Dan Fouts",35,"QB",12,12,204,"6-3","Oregon","6/10/1951","13",9,"San Diego Chargers / 3rd / 64th pick / 1973"
"20",25,"Vencie Glenn",22,"fs",12,7,205,"6-0","Indiana St.","10/26/1964","Rook",4,"New England Patriots / 2nd / 54th pick / 1986"
"21",92,"Dee Hardison",30,"",15,0,274,"6-4","North Carolina","5/2/1956","8",2,"Buffalo Bills / 2nd / 32nd pick / 1978"
"22",59,"Andy Hawkins",28,"",10,0,225,"6-2","Texas A&M-Kingsville","3/31/1958","6",1,"Tampa Bay Buccaneers / 10th / 267th pick / 1980"
"23",9,"Mark Herrmann",27,"qb",6,1,200,"6-4","Purdue","1/8/1959","4",2,"Denver Broncos / 4th / 98th pick / 1981"
"24",88,"Pete Holohan",27,"te",16,6,237,"6-4","Notre Dame","7/25/1959","5",3,"San Diego Chargers / 7th / 189th pick / 1981"
"25",27,"Daniel Hunter",24,"db",5,2,178,"5-11","Henderson St.","9/1/1962","1",1,""
"26",26,"Lionel James",24,"rb",7,1,171,"5-6","Auburn","5/25/1962","2",3,"San Diego Chargers / 5th / 118th pick / 1984"
"27",83,"Trumaine Johnson",26,"wr",16,4,196,"6-1","Grambling St.","11/16/1960","1",3,"San Diego Chargers / 6th / 141st pick / 1983"
"28",18,"Charlie Joiner",39,"WR",15,9,188,"5-11","Grambling St.","10/14/1947","17",4,"Houston Oilers / 4th / 93rd pick / 1969"
"29",68,"Gary Kowalski",26,"RT",16,16,280,"6-6","Boston Col.","7/2/1960","3",8,"Los Angeles Rams / 6th / 144th pick / 1983"
"30",74,"Jim Lachey",23,"LT",16,15,294,"6-6","Ohio St.","6/4/1963","1",8,"San Diego Chargers / 1st / 12th pick / 1985"
"31",63,"Jim Leonard",29,"lg",15,5,258,"6-3","Santa Clara","10/19/1957","6",3,"Tampa Bay Buccaneers / 7th / 186th pick / 1980"
"32",51,"Woodrow Lowe",32,"ROLB",16,9,227,"6-0","Alabama","6/9/1954","10",4,"San Diego Chargers / 5th / 131st pick / 1976"
"33",62,"Don Macek",32,"C",13,13,261,"6-3","Boston Col.","7/21/1954","10",6,"San Diego Chargers / 2nd / 31st pick / 1976"
"34",33,"David Martin",27,"",4,0,191,"5-9","Villanova","3/15/1959","Rook",0,"Detroit Lions / 9th / 240th pick / 1981"
"35",7,"Bruce Mathison",27,"",2,0,205,"6-3","Nebraska","4/25/1959","3",0,"San Diego Chargers / 10th / 272nd pick / 1983"
"36",21,"Buford McGee",26,"rb",9,3,206,"6-0","Mississippi","8/16/1960","2",2,"San Diego Chargers / 11th / 286th pick / 1984"
"37",60,"Dennis McKnight",27,"RG",16,16,273,"6-3","Drake","9/12/1959","4",8,""
"38",2,"Ralf Mojsiejenko",23,"P",16,0,209,"6-3","Michigan St.","1/28/1963","1",2,"San Diego Chargers / 4th / 96th pick / 1985"
"39",90,"Mack Moore",27,"",3,0,258,"6-4","Texas A&M","3/4/1959","1",0,"Miami Dolphins / 6th / 152nd pick / 1981"
"40",55,"Derrie Nelson",28,"",11,0,236,"6-2","Nebraska","2/8/1958","3",1,"Dallas Cowboys / 4th / 108th pick / 1981"
"41",91,"Leslie O'Neal",22,"RDE",13,13,275,"6-4","Oklahoma St.","5/7/1964","Rook",7,"San Diego Chargers / 1st / 8th pick / 1986"
"42",50,"Gary Plummer",26,"LILB",15,13,244,"6-2","California","1/26/1960","Rook",6,""
"43",90,"Fred Robinson",25,"rolb",10,5,240,"6-4","Miami (FL)","10/22/1961","2",3,"Tampa Bay Buccaneers / 8th / 198th pick / 1984"
"44",85,"Eric Sievers",29,"te",9,1,236,"6-4","Maryland","11/9/1957","5",0,"San Diego Chargers / 4th / 107th pick / 1981"
"45",54,"Billy Ray Smith",25,"LOLB",16,15,235,"6-3","Arkansas","8/10/1961","3",7,"San Diego Chargers / 1st / 5th pick / 1983"
"46",52,"Angelo Snipes",23,"",6,0,222,"6-0","West Georgia","1/11/1963","Rook",0,""
"47",43,"Tim Spencer",26,"FB",14,12,224,"6-1","Ohio St.","12/10/1960","1",3,"San Diego Chargers / 11th / 307th pick / 1983"
"48",33,"John Sullivan",25,"",9,0,196,"6-1","California","11/15/1961","Rook",1,"Green Bay Packers / 3rd / 72nd pick / 1984 Supp"
"49",24,"Ken Taylor",23,"LCB",14,11,185,"6-1","Oregon St.","9/2/1963","1",5,""
"50",98,"Terry Unrein",24,"nt",12,7,281,"6-5","Colorado St.","10/24/1962","Rook",3,"San Diego Chargers / 3rd / 66th pick / 1986"
"51",72,"Jeff Walker",23,"",16,0,295,"6-4","Memphis","1/22/1963","Rook",1,"San Diego Chargers / 3rd / 70th pick / 1986"
"52",23,"Danny Walters",26,"db",2,2,189,"6-1","Arkansas","11/4/1960","3",1,"San Diego Chargers / 4th / 95th pick / 1983"
"53",81,"Timmie Ware",23,"",9,0,171,"5-10","USC","4/2/1963","Rook",0,""
"54",99,"Lee Williams",24,"LDE",16,16,269,"6-6","Bethune-Cookman","10/15/1962","2",7,"San Diego Chargers / 1st / 6th pick / 1984 Supp"
"55",96,"Lester Williams",27,"",4,0,275,"6-3","Miami (FL)","1/19/1959","4",0,"New England Patriots / 1st / 27th pick / 1982"
"56",93,"Earl Wilson",28,"rde",16,6,276,"6-4","Kentucky","9/13/1958","1",3,""
"57",80,"Kellen Winslow",29,"TE",16,16,251,"6-5","Missouri","11/5/1957","7",6,"San Diego Chargers / 1st / 13th pick / 1979"
"58",96,"Blaise Winter",24,"",4,0,278,"6-3","Syracuse","1/31/1962","2",0,"Indianapolis Colts / 2nd / 35th pick / 1984"
"59",30,"Kevin Wyatt",22,"",16,0,199,"5-10","Arkansas","3/14/1964","Rook",1,"Miami Dolphins / 5th / 136th pick / 1986"
"60",NA,"Team Total",26.2,"",16,NA,229.6,"6-2.0","","","3.1",NA,""
