"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",60,"Dan Audick",26,"RT",15,9,252,"6-3","Hawaii","11/15/1954","3",5,"Pittsburgh Steelers / 4th / 106th pick / 1977"
"2",37,"Hank Bauer",26,"",16,0,200,"5-10","California Lutheran","7/15/1954","3",0,""
"3",6,"Rolf Benirschke",25,"K",16,0,171,"6-0","California-Davis","2/7/1955","3",5,"Oakland Raiders / 12th / 334th pick / 1977"
"4",28,"Willie Buchanon",30,"LCB",16,16,190,"6-0","San Diego St.","11/4/1950","8",8,"Green Bay Packers / 1st / 7th pick / 1972"
"5",25,"John Cappelletti",28,"FB",10,8,215,"6-1","Penn St.","8/9/1952","6",4,"Los Angeles Rams / 1st / 11th pick / 1974"
"6",71,"Fred Dean*+",28,"RDE",14,11,230,"6-3","Louisiana Tech","2/24/1952","5",11,"San Diego Chargers / 2nd / 33rd pick / 1975"
"7",73,"Charles DeJurnett",28,"nt",15,4,263,"6-4","San Jose St.","6/17/1952","4",3,"San Diego Chargers / 17th / 418th pick / 1974"
"8",48,"Jerome Dove",27,"db",16,2,190,"6-0","Colorado St.","10/3/1953","3",2,"Oakland Raiders / 8th / 220th pick / 1976"
"9",47,"Frank Duncan",24,"db",15,1,190,"6-1","San Francisco St.","11/16/1956","1",1,"San Diego Chargers / 12th / 321st pick / 1979"
"10",27,"Glen Edwards",33,"FS",16,15,185,"6-0","Florida A&M","7/31/1947","9",7,""
"11",86,"John Floyd",24,"",15,0,195,"6-1","La-Monroe","9/10/1956","1",0,"San Diego Chargers / 4th / 104th pick / 1979"
"12",14,"Dan Fouts*",29,"QB",16,16,204,"6-3","Oregon","6/10/1951","7",16,"San Diego Chargers / 3rd / 64th pick / 1973"
"13",42,"Mike Fuller",27,"PR",16,5,188,"5-10","Auburn","4/7/1953","5",0,"San Diego Chargers / 3rd / 73rd pick / 1975"
"14",34,"LaRue Harrington",23,"",4,0,210,"6-0","Norfolk St.","6/28/1957","Rook",0,"San Diego Chargers / 6th / 151st pick / 1980"
"15",55,"Bob Horn",26,"MLB",16,16,235,"6-3","Oregon St.","2/6/1954","4",8,"San Diego Chargers / 4th / 94th pick / 1976"
"16",26,"Bernard Jackson",30,"db",4,0,178,"6-0","Washington St.","8/24/1950","8",2,"Cincinnati Bengals / 4th / 81st pick / 1972"
"17",83,"John Jefferson*+",24,"WR",16,16,198,"6-1","Arizona St.","2/3/1956","2",13,"San Diego Chargers / 1st / 14th pick / 1978"
"18",79,"Gary Johnson*+",28,"RDT",16,16,257,"6-2","Grambling St.","8/31/1952","5",14,"San Diego Chargers / 1st / 8th pick / 1975"
"19",18,"Charlie Joiner*+",33,"WR",16,16,188,"5-11","Grambling St.","10/14/1947","11",11,"Houston Oilers / 4th / 93rd pick / 1969"
"20",68,"Leroy Jones",30,"LDE",15,15,263,"6-8","Norfolk St.","9/29/1950","4",7,"Los Angeles Rams / 2nd / 48th pick / 1975"
"21",74,"Louie Kelcher*",27,"LDT",15,14,291,"6-5","SMU","8/23/1953","5",11,"San Diego Chargers / 2nd / 30th pick / 1975"
"22",57,"Linden King",25,"",5,0,241,"6-4","Colorado St.","6/28/1955","2",0,"San Diego Chargers / 3rd / 77th pick / 1977"
"23",54,"Jim Laslavic",29,"lb",16,3,237,"6-2","Penn St.","10/24/1951","7",3,"Detroit Lions / 3rd / 71st pick / 1973"
"24",69,"John Lee",27,"",11,0,255,"6-2","Nebraska","2/17/1953","4",1,"San Diego Chargers / 13th / 351st pick / 1976"
"25",64,"Chuck Loewen",23,"",16,0,263,"6-3","South Dakota St.","1/23/1957","Rook",1,"San Diego Chargers / 7th / 175th pick / 1980"
"26",51,"Woodrow Lowe",26,"RLB",16,16,227,"6-0","Alabama","6/9/1954","4",9,"San Diego Chargers / 5th / 131st pick / 1976"
"27",11,"Ed Luther",23,"",5,0,206,"6-3","San Jose St.","1/2/1957","Rook",0,"San Diego Chargers / 4th / 101st pick / 1980"
"28",62,"Don Macek",26,"C",16,16,261,"6-3","Boston Col.","7/21/1954","4",8,"San Diego Chargers / 2nd / 31st pick / 1976"
"29",88,"Greg McCrary",28,"TE",16,10,233,"6-1","Clark (GA)","3/24/1952","5",1,"Atlanta Falcons / 5th / 123rd pick / 1975"
"30",58,"Carl McGee",24,"",6,0,228,"6-3","Duke","7/15/1956","Rook",0,"Cleveland Browns / 9th / 234th pick / 1979"
"31",46,"Chuck Muncie",27,"fb",11,5,227,"6-3","California","3/17/1953","4",7,"New Orleans Saints / 1st / 3rd pick / 1976"
"32",17,"Rick Partridge",23,"P",16,0,175,"6-1","Utah","8/26/1957","1",2,"Green Bay Packers / 8th / 208th pick / 1979"
"33",53,"Ralph Perretta",27,"",5,0,252,"6-2","Purdue","1/30/1953","5",0,"San Diego Chargers / 8th / 206th pick / 1975"
"34",32,"Scott Perry",26,"",4,0,180,"6-0","Williams","3/11/1954","4",0,"Cincinnati Bengals / 5th / 147th pick / 1976"
"35",52,"Ray Preston",26,"LLB",14,13,218,"6-0","Syracuse","1/25/1954","4",6,"San Diego Chargers / 11th / 295th pick / 1976"
"36",56,"Bob Rush",25,"c",15,1,265,"6-5","Memphis","2/27/1955","3",2,"San Diego Chargers / 1st / 24th pick / 1977"
"37",41,"Booker Russell",24,"",15,0,223,"6-2","Texas St.","2/28/1956","2",0,""
"38",44,"Pete Shaw",26,"SS",12,12,183,"5-10","Northwestern","8/25/1954","3",6,"San Diego Chargers / 6th / 152nd pick / 1977"
"39",66,"Billy Shields",27,"LT",16,16,272,"6-8","Georgia Tech","8/23/1953","5",8,"San Diego Chargers / 6th / 136th pick / 1975"
"40",84,"Ron Smith",24,"",15,0,185,"6-0","San Diego St.","11/20/1956","2",0,"Los Angeles Rams / 2nd / 53rd pick / 1978"
"41",45,"Hal Stringert",28,"",10,0,185,"5-11","Hawaii,Willamette","1/2/1952","5",2,""
"42",22,"Mike Thomas",27,"rb",10,5,190,"5-11","Oklahoma,UNLV","7/17/1953","5",6,"Washington Redskins / 5th / 108th pick / 1975"
"43",59,"Cliff Thrift",24,"",15,0,232,"6-1","East Central (OK)","5/3/1956","1",2,"San Diego Chargers / 3rd / 73rd pick / 1979"
"44",70,"Russ Washington",34,"rt",6,6,289,"6-6","Missouri","12/17/1946","12",3,"San Diego Chargers / 1st / 4th pick / 1968"
"45",67,"Ed White",33,"RG",16,16,269,"6-1","California","4/4/1947","11",8,"Minnesota Vikings / 2nd / 39th pick / 1969"
"46",63,"Doug Wilkerson*",33,"LG",16,16,253,"6-3","North Carolina Central","3/27/1947","10",10,"Houston Oilers / 1st / 14th pick / 1970"
"47",40,"Clarence Williams",25,"RB",13,9,194,"5-9","South Carolina","1/25/1955","3",4,"San Diego Chargers / 5th / 124th pick / 1977"
"48",29,"Mike Williams",27,"RCB",14,14,181,"5-10","LSU","11/22/1953","5",6,"San Diego Chargers / 1st / 22nd pick / 1975"
"49",80,"Kellen Winslow*+",23,"TE",16,11,251,"6-5","Missouri","11/5/1957","1",13,"San Diego Chargers / 1st / 13th pick / 1979"
"50",16,"Mike Wood",26,"",1,0,199,"5-11","SE Missouri St.","9/3/1954","2",0,"Minnesota Vikings / 8th / 204th pick / 1978"
"51",33,"Don Woods",29,"",2,0,210,"6-1","New Mex. Highlands,New Mexico","2/17/1951","6",0,"Green Bay Packers / 6th / 134th pick / 1974"
"52",99,"Wilbur Young",31,"de",12,3,285,"6-6","William Penn","4/20/1949","9",3,"Kansas City Chiefs / 2nd / 39th pick / 1971"
"53",NA,"Team Total",27,"",16,NA,222.3,"6-1.6","","","4.3",NA,""
