"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",59,"Keith Adams",28,"",3,0,223,"5-11","Clemson","11/22/1979","6",0,"Tennessee Titans / 7th / 232nd pick / 2001"
"2",20,"Mike Adams",26,"",15,0,195,"5-10","Delaware","3/24/1981","3",1,""
"3",41,"Charles Ali",23,"",13,0,260,"6-2","Ark-Pine Bluff","8/23/1984","Rook",0,""
"4",3,"Derek Anderson*",24,"QB",16,15,229,"6-6","Oregon St.","6/15/1983","1",14,"Baltimore Ravens / 6th / 213th pick / 2005"
"5",50,"Colby Bockwoldt",26,"",1,0,235,"6-1","BYU","4/14/1981","3",0,"New Orleans Saints / 7th / 240th pick / 2004"
"6",28,"Leigh Bodden",26,"RCB",16,16,195,"6-1","Duquesne","9/24/1981","4",7,""
"7",86,"Tim Carter",28,"",16,0,200,"6-0","Auburn","9/21/1979","5",1,"New York Giants / 2nd / 46th pick / 2002"
"8",16,"Josh Cribbs*",24,"wr",16,2,192,"6-1","Kent St.","6/9/1983","2",4,""
"9",54,"Andra Davis",29,"mlb",16,10,255,"6-1","Florida","12/23/1978","5",5,"Cleveland Browns / 5th / 141st pick / 2002"
"10",4,"Phil Dawson",32,"",16,0,195,"5-11","Texas","1/23/1975","8",3,""
"11",87,"Darnell Dinkins",30,"",15,0,255,"6-3","Pittsburgh","1/20/1977","5",0,""
"12",NA,"Ken Dorsey",26,"",1,0,218,"6-4","Miami (FL)","4/22/1981","3",0,"San Francisco 49ers / 7th / 241st pick / 2003"
"13",70,"Nat Dorsey",24,"",5,0,324,"6-6","Georgia Tech","9/9/1983","3",0,"Minnesota Vikings / 4th / 115th pick / 2004"
"14",17,"Braylon Edwards*",24,"WR",16,16,211,"6-3","Michigan","2/21/1983","2",13,"Cleveland Browns / 1st / 3rd pick / 2005"
"15",7,"Paul Ernster",25,"",1,0,217,"6-0","Northern Arizona","1/26/1982","2",0,"Denver Broncos / 7th / 239th pick / 2005"
"16",66,"Hank Fraley",30,"C",16,16,300,"6-2","Robert Morris","9/21/1977","6",9,""
"17",75,"Simon Fraser",24,"de",16,1,288,"6-6","Ohio St.","3/27/1983","2",2,""
"18",62,"Lennie Friedman",31,"",16,0,283,"6-3","Duke","10/13/1976","7",0,"Denver Broncos / 2nd / 61st pick / 1999"
"19",9,"Charlie Frye",26,"qb",1,1,217,"6-4","Akron","8/28/1981","2",0,"Cleveland Browns / 3rd / 67th pick / 2005"
"20",53,"Kris Griffin",26,"",12,0,232,"6-3","Geneva,Indiana (PA)","5/27/1981","2",1,""
"21",96,"Bobby Hamilton",36,"de",1,1,280,"6-5","Southern Miss","7/1/1971","11",0,""
