"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",80,"Willis Adams",26,"",1,0,194,"6-2","Houston","8/22/1956","3",0,"Cleveland Browns / 1st / 20th pick / 1979"
"2",52,"Dick Ambrose",29,"RILB",9,9,235,"6-0","Virginia","1/17/1953","7",8,"Cleveland Browns / 12th / 290th pick / 1975"
"3",61,"Mike Baab",23,"",7,0,270,"6-4","Texas","12/6/1959","Rook",1,"Cleveland Browns / 5th / 115th pick / 1982"
"4",9,"Matt Bahr",26,"K",9,0,175,"5-10","Penn St.","7/6/1956","3",-1,"Pittsburgh Steelers / 6th / 165th pick / 1979"
"5",99,"Keith Baldwin",22,"de",9,1,263,"6-4","Texas A&M","10/13/1960","Rook",2,"Cleveland Browns / 2nd / 31st pick / 1982"
"6",56,"Chip Banks*",23,"LOLB",9,9,243,"6-4","USC","9/18/1959","Rook",11,"Cleveland Browns / 1st / 3rd pick / 1982"
"7",28,"Ron Bolton",32,"db",4,2,180,"6-2","Norfolk St.","4/16/1950","10",2,"New England Patriots / 5th / 124th pick / 1972"
"8",91,"Henry Bradley",29,"NT",6,5,261,"6-2","Alcorn St.","9/4/1953","3",4,"San Diego Chargers / 9th / 237th pick / 1978"
"9",47,"Larry Braziel",28,"",6,0,188,"6-0","USC","9/25/1954","3",1,"Baltimore Colts / 5th / 115th pick / 1979"
"10",75,"Mark Buben",25,"",3,0,260,"6-3","Tufts","3/23/1957","3",0,""
"11",49,"Clinton Burrell",26,"SS",9,9,192,"6-1","LSU","9/4/1956","3",8,"Cleveland Browns / 6th / 151st pick / 1979"
"12",50,"Tom Cousineau",25,"LILB",9,9,225,"6-3","Ohio St.","5/6/1957","Rook",7,"Buffalo Bills / 1st / 1st pick / 1979"
"13",53,"Bill Cowher",25,"lb",9,2,225,"6-3","North Carolina St.","5/8/1957","2",2,""
"14",15,"Steve Cox",24,"P",9,0,195,"6-4","Tulsa,Arkansas","5/11/1958","1",1,"Cleveland Browns / 5th / 134th pick / 1981"
"15",38,"Johnny Davis",26,"",2,0,235,"6-1","Alabama","7/17/1956","4",0,"Tampa Bay Buccaneers / 2nd / 30th pick / 1978"
"16",64,"Joe DeLamielleure",31,"RG",9,9,254,"6-3","Michigan St.","3/16/1951","9",6,"Buffalo Bills / 1st / 26th pick / 1973"
"17",54,"Tom DeLeone",32,"C",9,9,248,"6-2","Ohio St.","8/13/1950","10",6,"Cincinnati Bengals / 5th / 106th pick / 1972"
"18",73,"Doug Dieken",33,"LT",9,9,254,"6-5","Illinois","2/12/1949","11",6,"Cleveland Browns / 6th / 142nd pick / 1971"
"19",29,"Hanford Dixon",24,"RCB",9,9,186,"5-11","Southern Miss","12/25/1958","1",7,"Cleveland Browns / 1st / 22nd pick / 1981"
