"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",21,"Gerald Alexander",26,"",2,0,210,"6-0","Boise St.","6/28/1984","3",0,"Detroit Lions / 2nd / 61st pick / 2007"
"2",50,"James Anderson",27,"LB",16,15,220,"6-3","Virginia Tech","9/26/1983","4",8,"Carolina Panthers / 3rd / 88th pick / 2006"
"3",7,"Jason Baker",32,"",16,0,201,"6-1","Iowa","5/17/1978","9",2,""
"4",82,"Gary Barnidge",25,"te",16,3,240,"6-5","Louisville","9/22/1985","2",0,"Carolina Panthers / 5th / 141st pick / 2008"
"5",52,"Jon Beason*",25,"LB",16,16,237,"6-0","Miami (FL)","1/14/1985","3",10,"Carolina Panthers / 1st / 25th pick / 2007"
"6",73,"Mackenzy Bernadeau",24,"lg",16,12,292,"6-4","Bentley College","1/3/1986","2",4,"Carolina Panthers / 7th / 250th pick / 2008"
"7",96,"Tyler Brayton",31,"DE",15,14,280,"6-6","Colorado","11/20/1979","7",6,"Oakland Raiders / 1st / 32nd pick / 2003"
"8",91,"Everette Brown",23,"de",13,2,250,"6-4","Florida St.","8/7/1987","1",3,"Carolina Panthers / 2nd / 43rd pick / 2009"
"9",NA,"Todd Carter",24,"",1,0,190,"6-1","Grand Valley St.","6/7/1986","Rook",0,""
"10",2,"Jimmy Clausen",23,"QB",13,10,217,"6-3","Notre Dame","9/21/1987","Rook",0,"Carolina Panthers / 2nd / 48th pick / 2010"
"11",87,"David Clowney",25,"",10,0,190,"6-1","Virginia Tech","7/7/1985","2",1,"Green Bay Packers / 5th / 157th pick / 2007"
"12",55,"Dan Connor",25,"MLB",8,8,233,"6-3","Penn St.","11/2/1985","2",3,"Carolina Panthers / 3rd / 74th pick / 2008"
"13",NA,"C.J. Davis",23,"",7,0,310,"6-3","Pittsburgh","2/2/1987","Rook",0,""
"14",NA,"Tim Duckworth",28,"",5,0,313,"6-3","Auburn","9/14/1982","Rook",0,""
"15",10,"Armanti Edwards",22,"",3,0,191,"5-11","Appalachian St.","3/8/1988","Rook",0,"Carolina Panthers / 3rd / 89th pick / 2010"
"16",42,"Tony Fiammetta",24,"FB",14,9,246,"6-0","Syracuse","8/22/1986","1",0,"Carolina Panthers / 4th / 128th pick / 2009"
"17",20,"Chris Gamble",27,"LCB",11,10,200,"6-1","Ohio St.","3/11/1983","6",3,"Carolina Panthers / 1st / 28th pick / 2004"
