"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",22,"Roc Alexander",25,"",1,0,193,"6-0","Washington","9/23/1981","2",0,""
"2",50,"Charlie Anderson",25,"",13,0,258,"6-4","Mississippi","12/8/1981","2",1,"Houston Texans / 6th / 200th pick / 2004"
"3",14,"David Anderson",23,"",9,0,195,"5-10","Colorado St.","7/28/1983","Rook",0,"Houston Texans / 7th / 251st pick / 2006"
"4",93,"Jason Babin",26,"de",15,3,265,"6-4","West. Michigan","5/24/1980","2",2,"Houston Texans / 1st / 27th pick / 2004"
"5",68,"Brad Bedell",29,"",9,0,306,"6-4","Colorado","2/12/1977","6",1,"Cleveland Browns / 6th / 206th pick / 2000"
"6",24,"C.C. Brown",23,"FS",15,15,210,"6-2","La-Lafayette","1/27/1983","1",5,"Houston Texans / 6th / 188th pick / 2005"
"7",3,"Kris Brown",30,"",16,0,206,"5-11","Nebraska","12/23/1976","7",3,"Pittsburgh Steelers / 7th / 228th pick / 1999"
"8",87,"Mark Bruener",34,"te",15,4,260,"6-4","Washington","9/16/1972","11",1,"Pittsburgh Steelers / 1st / 27th pick / 1995"
"9",31,"Phillip Buchanon",26,"",4,0,185,"5-10","Miami (FL)","9/19/1980","4",0,"Oakland Raiders / 1st / 17th pick / 2002"
"10",8,"David Carr",27,"QB",16,16,215,"6-3","Fresno St.","7/21/1979","4",10,"Houston Texans / 1st / 1st pick / 2002"
"11",60,"Earl Cochran",25,"",1,0,284,"6-5","Alabama St.","4/19/1981","Rook",0,""
"12",43,"Jameel Cook",27,"fb",11,6,237,"5-10","Illinois","2/8/1979","5",1,"Tampa Bay Buccaneers / 6th / 174th pick / 2001"
"13",75,"Lional Dalton",31,"ldt",8,2,315,"6-1","East. Michigan","2/21/1975","8",1,""
"14",81,"Owen Daniels",24,"TE",14,12,245,"6-3","Wisconsin","11/9/1982","Rook",3,"Houston Texans / 4th / 98th pick / 2006"
"15",36,"Ron Dayne",28,"rb",11,6,250,"5-10","Wisconsin","3/14/1978","6",5,"New York Giants / 1st / 11th pick / 2000"
"16",26,"Glenn Earl",25,"SS",15,15,215,"6-1","Notre Dame","6/10/1981","2",5,"Houston Texans / 4th / 122nd pick / 2004"
"17",54,"Troy Evans",29,"",16,0,238,"6-1","Cincinnati","12/3/1977","4",1,""
"18",38,"Demarcus Faggins",27,"RCB",11,10,178,"5-10","Kansas St.","6/13/1979","4",4,"Houston Texans / 6th / 173rd pick / 2002"
"19",58,"Mike Flanagan",33,"C",9,9,297,"6-5","UCLA","11/10/1973","8",4,"Green Bay Packers / 3rd / 90th pick / 1996"
"20",35,"Samkon Gado",24,"rb",8,1,210,"5-11","Liberty","11/13/1982","1",2,""
"21",25,"Kevin Garrett",26,"",1,0,194,"5-10","SMU","7/29/1980","3",0,"St. Louis Rams / 5th / 172nd pick / 2003"
"22",56,"Morlon Greenwood",28,"LB",16,16,238,"6-0","Syracuse","7/17/1978","5",7,"Miami Dolphins / 3rd / 88th pick / 2001"
"23",55,"Drew Hodgdon",25,"c",8,5,309,"6-3","Arizona St.","11/15/1981","1",2,"Houston Texans / 5th / 151st pick / 2005"
"24",34,"Von Hutchins",25,"",3,0,181,"5-9","Mississippi","2/14/1981","2",0,"Indianapolis Colts / 6th / 173rd pick / 2004"
"25",80,"Andre Johnson*",25,"WR",16,16,219,"6-3","Miami (FL)","7/11/1981","3",11,"Houston Texans / 1st / 3rd pick / 2003"
"26",25,"Derrick Johnson",24,"",3,0,188,"5-11","Washington","2/9/1982","1",0,"San Francisco 49ers / 6th / 205th pick / 2005"
"27",96,"Thomas Johnson",25,"ldt",11,3,294,"6-2","Middle Tenn. St.","6/24/1981","1",2,""
"28",99,"Travis Johnson",24,"ldt",9,8,314,"6-3","Florida St.","4/26/1982","1",3,"Houston Texans / 1st / 16th pick / 2005"
"29",83,"Bennie Joppru",26,"",1,0,234,"6-4","Michigan","1/5/1980","Rook",0,"Houston Texans / 2nd / 41st pick / 2003"
"30",94,"N.D. Kalu",31,"de",15,3,265,"6-3","Rice","8/3/1975","9",2,"Philadelphia Eagles / 5th / 152nd pick / 1997"
"31",78,"Cedric Killings",29,"",4,0,290,"6-2","Carson-Newman","12/14/1977","6",0,""
"32",44,"Vonta Leach",25,"fb",11,4,246,"6-0","East Carolina","11/6/1981","2",1,""
"33",86,"Derrick Lewis",31,"",4,0,185,"6-2","San Diego St.","10/30/1975","4",0,""
"34",33,"Wali Lundy",23,"RB",14,8,215,"5-10","Virginia","9/8/1983","Rook",5,"Houston Texans / 6th / 170th pick / 2006"
"35",95,"Anthony Maddox",28,"RDT",12,9,305,"6-1","Delta St.","11/22/1978","2",4,"Jacksonville Jaguars / 4th / 118th pick / 2004"
"36",97,"Alfred Malone",24,"",2,0,308,"6-5","Troy","2/21/1982","1",0,""
"37",57,"Roy Manning",25,"",1,0,245,"6-2","Michigan","12/4/1981","1",0,""
"38",13,"Jerome Mathis",23,"",2,0,181,"5-11","Hampton","7/26/1983","1",0,"Houston Texans / 4th / 114th pick / 2005"
"39",20,"Dexter McCleon",33,"cb",16,5,195,"5-10","Clemson","10/9/1973","9",2,"St. Louis Rams / 2nd / 40th pick / 1997"
"40",76,"Steve McKinney",31,"rg",16,6,300,"6-4","Texas A&M","10/15/1975","8",3,"Indianapolis Colts / 4th / 93rd pick / 1998"
"41",34,"Vernand Morency",26,"",1,0,212,"5-9","Oklahoma St.","2/4/1980","1",0,"Houston Texans / 3rd / 73rd pick / 2005"
"42",84,"Eric Moulds",33,"WR",16,16,210,"6-2","Mississippi St.","7/17/1973","10",5,"Buffalo Bills / 1st / 24th pick / 1996"
"43",53,"Shantee Orr",25,"LB",16,11,250,"6-0","Michigan","5/28/1981","3",4,""
"44",91,"Seth Payne",31,"rdt",5,2,303,"6-4","Cornell","2/12/1975","9",1,"Jacksonville Jaguars / 4th / 114th pick / 1997"
"45",98,"Antwan Peek",27,"de",11,2,237,"6-3","Cincinnati","10/29/1979","3",1,"Houston Texans / 3rd / 67th pick / 2003"
"46",48,"Bryan Pittman",29,"",16,0,275,"6-3","Washington","1/20/1977","3",1,""
"47",69,"Chester Pitts",27,"LG",16,16,323,"6-4","San Diego St.","6/26/1979","4",7,"Houston Texans / 2nd / 50th pick / 2002"
"48",51,"DaShon Polk",29,"",10,0,242,"6-2","Arizona","3/13/1977","6",1,"Buffalo Bills / 7th / 251st pick / 2000"
"49",88,"Jeb Putzier",27,"te",14,5,256,"6-4","Boise St.","1/20/1979","4",1,"Denver Broncos / 6th / 191st pick / 2002"
"50",23,"Dunta Robinson",24,"LCB",16,16,172,"5-10","South Carolina","4/11/1982","2",6,"Houston Texans / 1st / 10th pick / 2004"
"51",18,"Sage Rosenfels",28,"",4,0,222,"6-4","Iowa St.","3/6/1978","4",1,"Washington Redskins / 4th / 109th pick / 2001"
"52",59,"DeMeco Ryans",22,"MLB",16,16,235,"6-1","Alabama","7/28/1984","Rook",7,"Houston Texans / 2nd / 33rd pick / 2006"
"53",74,"Ephraim Salaam",30,"LT",15,14,295,"6-7","San Diego St.","6/19/1976","8",6,"Atlanta Falcons / 7th / 199th pick / 1998"
"54",21,"Lewis Sanders",28,"rcb",9,7,210,"6-1","Maryland","6/22/1978","6",2,"Cleveland Browns / 4th / 95th pick / 2000"
"55",29,"Guss Scott",24,"",5,0,205,"5-10","Florida","5/21/1982","1",0,"New England Patriots / 3rd / 95th pick / 2004"
"56",19,"Edell Shepherd",26,"",7,0,175,"6-1","San Jose St.","5/18/1980","3",0,""
"57",30,"Jason Simmons",30,"fs",16,2,198,"5-9","Arizona St.","3/30/1976","8",2,"Pittsburgh Steelers / 5th / 137th pick / 1998"
"58",77,"Charles Spencer",24,"lt",2,2,340,"6-5","Pittsburgh","3/17/1982","Rook",1,"Houston Texans / 3rd / 65th pick / 2006"
"59",7,"Chad Stanley",30,"",16,0,210,"6-3","S.F. Austin","1/29/1976","7",2,""
"60",42,"Michael Stone",28,"",2,0,201,"6-0","Central State (OH),Memphis","2/13/1978","5",0,"Arizona Cardinals / 2nd / 54th pick / 2001"
"61",27,"Chris Taylor",23,"",4,0,220,"6-0","Indiana","11/7/1983","Rook",1,""
"62",85,"Kevin Walter",25,"wr",16,2,221,"6-3","East. Michigan","8/4/1981","3",2,"New York Giants / 7th / 255th pick / 2003"
"63",70,"Fred Weary",29,"RG",15,12,308,"6-4","Tennessee","9/30/1977","4",5,"Houston Texans / 3rd / 66th pick / 2002"
"64",92,"Anthony Weaver",26,"DE",15,15,290,"6-3","Notre Dame","7/28/1980","4",6,"Baltimore Ravens / 2nd / 52nd pick / 2002"
"65",72,"Zach Wiegert",34,"RT",9,9,309,"6-5","Nebraska","8/16/1972","11",4,"St. Louis Rams / 2nd / 38th pick / 1995"
"66",90,"Mario Williams",21,"DE",16,16,290,"6-6","North Carolina St.","1/31/1985","Rook",6,"Houston Texans / 1st / 1st pick / 2006"
"67",73,"Eric Winston",23,"rt",12,7,305,"6-6","Miami (FL)","11/17/1983","Rook",3,"Houston Texans / 3rd / 66th pick / 2006"
"68",52,"Kailee Wong",30,"",10,0,250,"6-2","Stanford","5/23/1976","8",1,"Minnesota Vikings / 2nd / 51st pick / 1998"
"69",25,"Dexter Wynn",25,"",9,0,177,"5-9","Colorado St.","2/25/1981","2",0,"Philadelphia Eagles / 6th / 192nd pick / 2004"
"70",NA,"Team Total",26.9,"",16,NA,243.6,"6-1.6","","","3.7",NA,""
