"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",NA,"Antwan Applewhite",24,"",1,0,246,"6-3","San Diego St.","12/31/1985","1",0,""
"2",29,"Michael Bennett",31,"",6,0,211,"5-9","Wisconsin","8/13/1978","8",1,"Minnesota Vikings / 1st / 27th pick / 2001"
"3",50,"David Binn",37,"",16,0,245,"6-3","California","2/6/1972","15",1,""
"4",70,"Alfonso Boone",33,"de",13,4,318,"6-4","Mount San Antonio JC","1/11/1976","8",2,"Detroit Lions / 7th / 253rd pick / 2000"
"5",99,"Kevin Burnett",27,"lb",11,7,237,"6-3","Tennessee","12/24/1982","4",4,"Dallas Cowboys / 2nd / 42nd pick / 2005"
"6",20,"Antoine Cason",23,"",16,1,190,"6-0","Arizona","7/9/1986","1",2,"San Diego Chargers / 1st / 27th pick / 2008"
"7",NA,"Simeon Castille",24,"",1,0,190,"6-0","Alabama","10/12/1985","1",0,""
"8",93,"Luis Castillo",26,"DE",14,14,306,"6-3","Northwestern","8/4/1983","4",6,"San Diego Chargers / 1st / 28th pick / 2005"
"9",74,"Jacques Cesaire",29,"DE",13,13,295,"6-2","Southern Connecticut St.","8/30/1980","6",6,""
"10",89,"Chris Chambers",31,"wr",7,5,210,"5-11","Wisconsin","8/12/1978","8",1,"Miami Dolphins / 2nd / 52nd pick / 2001"
"11",NA,"Corey Clark",25,"",2,0,305,"6-5","Texas A&M","6/21/1984","1",0,"San Diego Chargers / 7th / 234th pick / 2008"
"12",66,"Jeromey Clary",26,"RT",10,10,304,"6-6","Kansas St.","11/5/1983","2",6,"San Diego Chargers / 6th / 187th pick / 2006"
"13",NA,"Andre Coleman",25,"",2,0,287,"6-3","Albany","7/26/1984","Rook",0,""
"14",54,"Stephen Cooper",30,"LB",16,16,235,"6-1","Maine","6/19/1979","6",8,""
"15",31,"Antonio Cromartie",25,"RCB",16,16,210,"6-2","Florida St.","4/15/1984","3",6,"San Diego Chargers / 1st / 19th pick / 2006"
