"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",56,"Lorenzo Alexander",32,"",16,0,300,"6-1","California","5/31/1983","8",1,"","$8,700,000"
"2",20,"Nate Allen",28,"s",5,3,205,"6-1","South Florida","11/30/1987","5",1,"Philadelphia Eagles / 2nd / 37th pick / 2010",""
"3",29,"David Amerson",24,"CB",15,12,205,"6-1","North Carolina St.","12/8/1991","2",5,"Washington Redskins / 2nd / 51st pick / 2013",""
"4",57,"Ray-Ray Armstrong",24,"lb",10,2,227,"6-3","Miami (FL)","3/5/1991","2",2,"","$585,000"
"5",42,"Larry Asante",27,"s",16,2,211,"6-0","Nebraska","3/7/1988","5",1,"Cleveland Browns / 5th / 160th pick / 2010","$1,542,000"
"6",96,"Denico Autry",25,"de",14,8,273,"6-5","Mississippi St.","7/15/1990","1",4,"","$510,000"
"7",58,"Neiron Ball",23,"lb",6,2,230,"6-2","Florida","8/21/1992","Rook",1,"Oakland Raiders / 5th / 161st pick / 2015","$486,331"
"8",69,"Khalif Barnes",33,"te",14,1,305,"6-6","Washington","4/21/1982","10",1,"Jacksonville Jaguars / 2nd / 52nd pick / 2005","$1,750,000"
"9",70,"Tony Bergstrom",29,"c",16,3,315,"6-5","Utah","8/8/1986","3",2,"Oakland Raiders / 3rd / 95th pick / 2012","$786,504"
"10",4,"Derek Carr*",24,"QB",16,16,214,"6-2","Fresno St.","3/28/1991","1",13,"Oakland Raiders / 2nd / 36th pick / 2014","$1,220,864"
"11",38,"TJ Carrie",25,"CB",15,14,206,"6-0","Ohio","7/28/1990","1",5,"Oakland Raiders / 7th / 219th pick / 2014","$526,741"
"12",59,"Jon Condo",34,"",13,0,244,"6-3","Maryland","8/26/1981","10",1,"","$1,127,500"
"13",89,"Amari Cooper*",21,"WR",16,15,210,"6-1","Alabama","6/17/1994","Rook",9,"Oakland Raiders / 1st / 4th pick / 2015","$4,120,566"
"14",15,"Michael Crabtree",28,"WR",16,15,215,"6-2","Texas Tech","9/14/1987","6",8,"San Francisco 49ers / 1st / 10th pick / 2009","$3,200,000"
"15",97,"Mario Edwards",21,"DE",14,10,294,"6-3","Florida St.","1/25/1994","Rook",5,"Oakland Raiders / 2nd / 35th pick / 2015","$1,094,029"
"16",78,"Justin Ellis",25,"NT",12,9,334,"6-2","Louisiana Tech","12/27/1990","1",4,"Oakland Raiders / 4th / 107th pick / 2014","$628,172"
"17",68,"Jon Feliciano",23,"rg",6,3,335,"6-4","Miami (FL)","2/10/1992","Rook",2,"Oakland Raiders / 4th / 128th pick / 2015","$550,163"
"18",47,"Thomas Gafford",32,"",3,0,252,"6-2","Houston","1/29/1983","7",0,"",""
"19",75,"Shelby Harris",24,"",7,0,288,"6-2","Illinois St.","8/11/1991","1",1,"Oakland Raiders / 7th / 235th pick / 2014","$112,200"
"20",25,"D.J. Hayden",25,"CB",16,13,191,"5-11","Houston","6/27/1990","2",5,"Oakland Raiders / 1st / 12th pick / 2013","$2,815,554"
"21",51,"Ben Heeney",23,"lb",15,3,226,"6-0","Kansas","12/10/1992","Rook",2,"Oakland Raiders / 5th / 140th pick / 2015","$495,681"
"22",26,"Roy Helu",27,"",9,0,216,"6-0","Nebraska","12/7/1988","4",1,"Washington Redskins / 4th / 105th pick / 2011","$2,100,000"
"23",18,"Andre Holmes",27,"wr",16,1,208,"6-5","Hillsdale","6/16/1988","4",2,"","$1,542,000"
"24",77,"Austin Howard",28,"RT",13,13,333,"6-7","Northern Iowa","3/22/1987","5",7,"","$6,400,000"
"25",61,"Rodney Hudson",26,"C",13,13,291,"6-2","Florida St.","7/12/1989","4",6,"Kansas City Chiefs / 2nd / 55th pick / 2011","$13,000,000"
"26",66,"Gabe Jackson",24,"LG",16,16,336,"6-3","Mississippi St.","7/12/1991","1",7,"Oakland Raiders / 3rd / 81st pick / 2014","$672,844"
"27",11,"Sebastian Janikowski",37,"",16,0,250,"6-2","Florida St.","3/2/1978","15",3,"Oakland Raiders / 1st / 17th pick / 2000","$3,610,000"
"28",22,"Taiwan Jones",27,"",12,0,202,"5-11","East. Washington","7/26/1988","4",1,"Oakland Raiders / 4th / 125th pick / 2011","$1,150,000"
"29",7,"Marquette King",27,"",16,0,192,"6-0","Fort Valley St.","10/26/1988","3",2,"","$1,542,000"
"30",32,"Keenan Lambert",NA,"",4,0,215,"6-1","Norfolk St.","","Rook",0,"",""
"31",50,"Curtis Lofton",29,"MLB",16,9,238,"6-2","Oklahoma","6/2/1986","7",5,"Atlanta Falcons / 2nd / 37th pick / 2008","$6,500,000"
"32",52,"Khalil Mack*+",24,"DE",16,16,251,"6-3","Buffalo","2/22/1991","1",14,"Oakland Raiders / 1st / 5th pick / 2014","$4,244,773"
"33",95,"Benson Mayowa",24,"de",12,2,236,"6-3","Idaho","8/3/1991","2",2,"","$585,000"
"34",27,"Taylor Mays",27,"s",14,5,231,"6-3","USC","2/7/1988","5",2,"San Francisco 49ers / 2nd / 49th pick / 2010","$550,588"
"35",73,"Matt McCants",26,"",2,0,308,"6-5","alabirmingham","8/18/1989","3",0,"New York Giants / 6th / 201st pick / 2012","$585,000"
"36",35,"Dewey McDonald",25,"",1,0,220,"6-0","California (PA)","6/10/1990","1",0,"",""
"37",21,"Dexter McDonald",24,"",6,0,200,"6-1","Kansas","11/30/1991","Rook",0,"Oakland Raiders / 7th / 242nd pick / 2015","$449,212"
"38",37,"Tevin McDonald",23,"",4,0,195,"5-11","UCLA; Eastern Washington","7/17/1992","Rook",0,"","$112,200"
"39",92,"Stacy McGee",25,"nt",16,4,308,"6-3","Oklahoma","1/17/1990","2",3,"Oakland Raiders / 6th / 205th pick / 2013","$604,670"
"40",39,"Keith McGill",26,"",13,0,211,"6-3","Utah","3/9/1989","1",1,"Oakland Raiders / 4th / 116th pick / 2014","$621,300"
"41",14,"Matt McGloin",26,"",2,0,203,"6-1","Penn St.","12/2/1989","2",0,"","$585,000"
"42",28,"Latavius Murray*",25,"RB",16,16,225,"6-3","Central Florida","1/18/1990","2",9,"Oakland Raiders / 6th / 181st pick / 2013","$611,550"
"43",49,"Jamize Olawale",26,"fb",14,3,235,"6-0","North Texas","4/17/1989","3",1,"","$660,000"
"44",99,"Leon Orr",23,"",3,0,320,"6-5","Florida","2/11/1992","Rook",0,"",""
"45",72,"Donald Penn",32,"LT",16,16,305,"6-5","Utah St.","4/27/1983","8",8,"","$5,400,000"
"46",45,"Marcel Reece",30,"fb",15,7,240,"6-3","Washington","6/23/1985","7",3,"","$3,580,838"
"47",81,"Mychal Rivera",25,"",16,0,242,"6-3","Tennessee","9/8/1990","2",2,"Oakland Raiders / 6th / 184th pick / 2013","$611,213"
"48",10,"Seth Roberts",24,"wr",16,5,196,"6-2","West Alabama","2/22/1991","1",4,"","$435,000"
"49",13,"Jeremy Ross",27,"",6,0,213,"5-11","California","3/16/1988","4",0,"",""
"50",99,"Aldon Smith",26,"lb",9,7,255,"6-5","Missouri","9/25/1989","4",3,"San Francisco 49ers / 1st / 7th pick / 2011","$3,000,000"
"51",86,"Lee Smith",28,"TE",15,15,269,"6-6","Tennessee,Marshall","11/21/1987","4",1,"New England Patriots / 5th / 159th pick / 2011","$3,350,000"
"52",53,"Malcolm Smith",26,"LB",16,16,226,"6-0","USC","7/5/1989","4",8,"Seattle Seahawks / 7th / 242nd pick / 2011","$4,000,000"
"53",80,"Rod Streater",27,"",1,0,200,"6-3","Temple","2/9/1988","3",0,"","$2,356,000"
"54",19,"Marcus Thigpen",29,"",1,0,193,"5-9","Indiana","5/15/1986","3",0,"",""
"55",31,"Neiko Thorpe",25,"cb",14,2,185,"6-2","Auburn","2/11/1990","3",1,"","$585,000"
"56",54,"Korey Toomer",27,"",10,0,234,"6-2","Idaho","12/9/1988","2",1,"Seattle Seahawks / 5th / 154th pick / 2012",""
"57",91,"Justin Tuck",32,"de",5,5,268,"6-5","Notre Dame","3/29/1983","10",2,"New York Giants / 3rd / 74th pick / 2005","$4,968,750"
"58",88,"Clive Walford",24,"te",16,2,254,"6-4","Miami (FL)","10/1/1991","Rook",3,"Oakland Raiders / 3rd / 68th pick / 2015","$633,626"
"59",76,"J'Marcus Webb",27,"RG",16,16,335,"6-7","North Texas,West Texas A&M","8/8/1988","5",7,"Chicago Bears / 7th / 218th pick / 2010","$585,000"
"60",90,"Dan Williams",28,"DT",16,15,330,"6-2","Tennessee","6/1/1987","5",7,"Arizona Cardinals / 1st / 26th pick / 2010","$8,000,000"
"61",98,"C.J. Wilson",28,"nt",4,1,271,"6-4","East Carolina","3/30/1987","5",1,"Green Bay Packers / 7th / 230th pick / 2010","$550,588"
"62",24,"Charles Woodson*",39,"S",16,16,200,"6-1","Michigan","10/7/1976","17",11,"Oakland Raiders / 1st / 4th pick / 1998","$4,200,000"
"63",NA,"Team Total",26.3,"",16,NA,247.1,"6-2.3","","","3.6",NA,"",""
