"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",49,"Sam Acho",28,"OLB",14,5,257,"6-1","Texas","9/6/1988","5",NA,"Arizona Cardinals / 4th / 103rd pick / 2011","$680,000"
"2",71,"Mike Adams",26,"OT",11,1,323,"6-7","Ohio St.","3/10/1990","4",NA,"Pittsburgh Steelers / 2nd / 56th pick / 2012","$600,000"
"3",45,"Bralon Addison",23,"RB",NA,NA,197,"5-9","","10/12/1993","Rook",NA,"",""
"4",38,"Adrian Amos",23,"FS",13,12,214,"6-1","Penn St.","4/29/1993","1",NA,"Chicago Bears / 5th / 142nd pick / 2015","$583,070"
"5",58,"Jonathan Anderson",25,"LB",7,0,227,"6-3","TCU","10/27/1991","1",NA,"","$525,000"
"6",39,"Johnthan Banks",27,"CB",NA,NA,185,"6-2","Mississippi St.","10/3/1989","3",NA,"Tampa Bay Buccaneers / 2nd / 43rd pick / 2013","$849,498"
"7",12,"Matt Barkley",26,"QB",5,4,227,"6-3","USC","9/8/1990","3",NA,"Philadelphia Eagles / 4th / 98th pick / 2013","$529,411"
"8",4,"Connor Barth",30,"K",14,0,193,"5-11","North Carolina","4/11/1986","8",NA,"","$600,000"
"9",71,"Nick Becton",26,"OT",NA,NA,323,"6-5","Virginia Tech","2/11/1990","3",NA,"","$675,000"
"10",11,"Josh Bellamy",27,"WR",14,2,206,"6-0","Louisville","5/18/1989","4",NA,"","$600,000"
"11",22,"Brandon Boykin",26,"CB",NA,NA,183,"5-9","Georgia","7/13/1990","4",NA,"Philadelphia Eagles / 4th / 123rd pick / 2012","$600,000"
"12",84,"Ben Braunecker",22,"TE",11,1,255,"6-4","","2/7/1994","Rook",NA,"","$370,580"
"13",83,"Daniel Braverman",23,"WR",3,0,178,"5-10","West. Michigan","9/28/1993","Rook",NA,"Chicago Bears / 7th / 230th pick / 2016","$132,350"
"14",85,"Daniel Brown",24,"WR",4,2,225,"6-5","James Madison","5/26/1992","1",NA,"","$401,466"
"15",74,"Jonathan Bullard",23,"DE",12,1,283,"6-3","Florida","10/22/1993","Rook",NA,"Chicago Bears / 3rd / 72nd pick / 2016","$656,630"
"16",26,"Deon Bush",NA,"FS",10,5,201,"6-1","Miami (FL)","0/0/0","Rook",NA,"Chicago Bears / 4th / 124th pick / 2016","$581,554"
"17",37,"Bryce Callahan",25,"CB",10,9,184,"5-10","Rice","10/23/1991","1",NA,"","$525,000"
"18",25,"Ka'Deem Carey",24,"RB",12,0,207,"5-9","Arizona","10/30/1992","2",NA,"Chicago Bears / 4th / 117th pick / 2014","$710,845"
"19",6,"Jay Cutler",33,"QB",5,5,225,"6-3","Vanderbilt","4/29/1983","10",NA,"Denver Broncos / 1st / 11th pick / 2006","$17,000,000"
"20",12,"David Fales",26,"QB",NA,NA,212,"6-2","San Jose St.","10/4/1990","2",NA,"Chicago Bears / 6th / 183rd pick / 2014","$211,764"
"21",95,"Ego Ferguson",25,"DT",NA,NA,315,"6-3","LSU","9/22/1991","2",NA,"Chicago Bears / 2nd / 51st pick / 2014","$1,102,498"
"22",94,"Leonard Floyd",24,"OLB",11,11,244,"6-6","Georgia","9/8/1992","Rook",NA,"Chicago Bears / 1st / 9th pick / 2016","$2,869,611"
"23",50,"Jerrell Freeman",30,"LB",10,10,268,"6-1","Mary Hardin-Baylor","5/1/1986","4",NA,"","$4,000,000"
"24",23,"Kyle Fuller",24,"CB",NA,NA,194,"6-0","Virginia Tech","2/16/1992","2",NA,"Chicago Bears / 1st / 14th pick / 2014","$2,641,910"
"25",91,"Eddie Goldman",22,"DT",6,5,320,"6-3","Florida St.","1/6/1994","1",NA,"Chicago Bears / 2nd / 39th pick / 2015","$1,292,344"
"26",55,"Hroniss Grasu",25,"C",NA,NA,297,"6-3","Oregon","8/12/1991","1",NA,"Chicago Bears / 3rd / 71st pick / 2015","$575,000"
"27",32,"Deiondre' Hall",NA,"CB",6,0,199,"6-2","Northern Iowa","0/0/0","Rook",NA,"Chicago Bears / 4th / 127th pick / 2016","$577,722"
"28",96,"Akiem Hicks",27,"DE",14,14,318,"6-5","Sacramento City Coll.; Regina","11/16/1989","4",NA,"New Orleans Saints / 3rd / 89th pick / 2012","$4,500,000"
"29",99,"Lamarr Houston",29,"DT",2,0,302,"6-3","Texas","6/24/1987","6",NA,"Oakland Raiders / 2nd / 44th pick / 2010","$6,990,000"
"30",36,"DeAndre Houston-Carson",NA,"FS",6,0,201,"6-1","William & Mary","0/0/0","Rook",NA,"Chicago Bears / 6th / 185th pick / 2016","$485,235"
"31",24,"Jordan Howard",22,"RB",13,11,225,"6-1","Indiana","11/2/1994","Rook",NA,"Chicago Bears / 5th / 150th pick / 2016","$512,005"
"32",2,"Brian Hoyer",31,"QB",6,5,215,"6-3","Michigan St.","10/13/1985","7",NA,"","$2,000,000"
"33",30,"Demontre Hurst",25,"CB",8,1,200,"5-9","Oklahoma","3/24/1991","3",NA,"","$600,000"
"34",17,"Alshon Jeffery",26,"WR",10,10,230,"6-4","South Carolina","2/14/1990","4",NA,"Chicago Bears / 2nd / 45th pick / 2012","$14,599,000"
"35",52,"Christian Jones",25,"ILB",14,2,240,"6-3","Florida St.","2/18/1991","2",NA,"","$602,334"
"36",29,"Harold Jones-Quartey",23,"DB",14,11,215,"5-11","Findlay","8/6/1993","1",NA,"","$525,000"
"37",64,"Eric Kush",27,"C",7,4,313,"6-4","California (PA)","9/9/1989","3",NA,"Kansas City Chiefs / 6th / 170th pick / 2013","$675,000"
"38",44,"Nick Kwiatkoski",23,"ILB",12,5,241,"6-2","West Virginia","5/26/1993","Rook",NA,"Chicago Bears / 4th / 113th pick / 2016","$593,780"
"39",33,"Jeremy Langford",25,"RB",10,3,211,"6-0","Michigan St.","12/6/1991","1",NA,"Chicago Bears / 4th / 106th pick / 2015","$660,906"
"40",62,"Ted Larsen",29,"C",13,6,307,"6-2","North Carolina St.","6/13/1987","6",NA,"New England Patriots / 6th / 205th pick / 2010","$1,612,500"
"41",47,"Paul Lasike",26,"FB",10,3,258,"5-11","","6/18/1990","Rook",NA,"","$450,000"
"42",22,"Cre'von LeBlanc",22,"DB",12,8,190,"5-11","","7/25/1994","Rook",NA,"","$450,000"
"43",72,"Charles Leno",25,"OG",14,14,303,"6-4","Boise St.","10/9/1991","2",NA,"Chicago Bears / 7th / 246th pick / 2014","$611,628"
"44",75,"Kyle Long",28,"OT",8,8,313,"6-6","Oregon","12/5/1988","3",NA,"Chicago Bears / 1st / 20th pick / 2013","$4,250,000"
"45",43,"Danny Mason",26,"LB",NA,NA,235,"6-3","Texas A&M-Commerce","10/14/1990","Rook",NA,"","$333,000"
"46",70,"Bobby Massie",27,"T",13,13,316,"6-6","Mississippi","8/1/1989","4",NA,"Arizona Cardinals / 4th / 112th pick / 2012","$5,818,750"
"47",68,"Matt McCants",27,"T",NA,NA,308,"6-5","alabirmingham","8/18/1989","4",NA,"New York Giants / 6th / 201st pick / 2012","$119,117"
"48",27,"Sherrick McManis",29,"DB",14,0,189,"5-11","Northwestern","12/19/1987","6",NA,"Houston Texans / 5th / 144th pick / 2010","$1,400,000"
"49",92,"Pernell McPhee",28,"DL",8,0,274,"6-2","Mississippi St.","12/17/1988","5",NA,"Baltimore Ravens / 5th / 165th pick / 2011","$7,675,000"
"50",81,"Cameron Meredith",24,"WR",12,8,200,"6-3","Illinois St.","9/21/1992","1",NA,"","$527,000"
"51",86,"Zach Miller",32,"TE",10,8,233,"6-4","Nebraska-Omaha","10/4/1984","7",NA,"Jacksonville Jaguars / 6th / 180th pick / 2009","$2,968,750"
"52",16,"Pat O'Donnell",25,"P",14,0,220,"6-4","Miami (FL)","2/22/1991","2",NA,"Chicago Bears / 6th / 191st pick / 2014","$626,327"
"53",85,"Logan Paulsen",29,"TE",14,11,264,"6-5","UCLA","2/26/1987","6",NA,"","$760,000"
"54",21,"Tracy Porter",30,"DB",14,14,185,"5-11","Indiana","8/11/1986","8",NA,"New Orleans Saints / 2nd / 40th pick / 2008","$3,868,750"
"55",31,"Chris Prosinski",29,"DB",14,1,201,"6-1","Wyoming","4/28/1987","5",NA,"Jacksonville Jaguars / 4th / 121st pick / 2011","$680,000"
"56",80,"MyCole Pruitt",24,"TE",NA,NA,251,"6-2","Southern Illinois","3/24/1992","1",NA,"Minnesota Vikings / 5th / 143rd pick / 2015","$525,000"
"57",47,"Roy Robertson-Harris",23,"LB",NA,NA,268,"6-7","","7/23/1993","Rook",NA,"","$333,000"
"58",19,"Eddie Royal",30,"WR",9,1,182,"5-10","Virginia Tech","5/21/1986","8",NA,"Denver Broncos / 2nd / 42nd pick / 2008","$4,500,000"
"59",48,"Patrick Scales",28,"LS",14,0,244,"6-3","Utah St.","2/11/1988","2",NA,"","$525,000"
"60",8,"Connor Shaw",25,"QB",NA,NA,206,"6-0","South Carolina","9/19/1991","2",NA,"","$333,000"
"61",71,"Josh Sitton",30,"G",11,10,320,"6-4","Central Florida","6/16/1986","8",NA,"Green Bay Packers / 4th / 135th pick / 2008","$4,750,000"
