"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",63,"Ron Baker",26,"g",16,1,260,"6-4","Oklahoma St.","11/19/1954","2",2,"Baltimore Colts / 10th / 277th pick / 1977"
"2",66,"Bill Bergey",35,"LILB",16,16,243,"6-4","Arkansas St.","2/9/1945","11",10,"Cincinnati Bengals / 2nd / 31st pick / 1969"
"3",27,"Richard Blackmore",24,"",16,0,174,"5-10","Mississippi St.","8/14/1956","1",2,""
"4",80,"Luther Blue",26,"",3,0,185,"5-11","Iowa St.","10/21/1954","3",0,"Detroit Lions / 4th / 96th pick / 1977"
"5",97,"Thomas Brown",23,"",16,0,247,"6-4","Baylor","7/8/1957","Rook",2,"Philadelphia Eagles / 11th / 302nd pick / 1980"
"6",95,"John Bunting",30,"LOLB",16,16,220,"6-1","North Carolina","7/15/1950","8",9,"Philadelphia Eagles / 10th / 248th pick / 1972"
"7",37,"Billy Campfield",24,"KR",15,0,200,"5-11","Kansas","8/20/1956","2",4,"Philadelphia Eagles / 11th / 288th pick / 1978"
"8",17,"Harold Carmichael*",31,"WR",16,16,225,"6-8","Southern","9/22/1949","9",9,"Philadelphia Eagles / 7th / 161st pick / 1971"
"9",59,"Al Chesley",23,"",16,0,240,"6-3","Pittsburgh","8/23/1957","1",2,"Philadelphia Eagles / 11th / 296th pick / 1979"
"10",71,"Ken Clarke",24,"",16,0,268,"6-2","Syracuse","8/28/1956","2",2,""
"11",32,"Jim Culbreath",28,"",2,0,209,"6-0","Oklahoma","10/21/1952","3",0,"Green Bay Packers / 10th / 260th pick / 1977"
"12",25,"Zachary Dixon",24,"",5,0,203,"6-0","Temple","3/5/1956","1",0,"Denver Broncos / 11th / 297th pick / 1979"
"13",86,"Ken Dunek",23,"",2,0,235,"6-6","Memphis","6/20/1957","Rook",0,""
"14",46,"Herm Edwards",26,"RCB",16,16,194,"6-0","California,San Diego St.","4/27/1954","3",9,""
"15",81,"Scott Fitzkee",23,"",7,0,187,"6-0","Penn St.","8/4/1957","1",2,"Philadelphia Eagles / 5th / 126th pick / 1979"
"16",1,"Tony Franklin",24,"K",16,0,182,"5-8","Texas A&M","11/18/1956","1",1,"Philadelphia Eagles / 3rd / 74th pick / 1979"
"17",33,"Louie Giammona",27,"rb",16,4,180,"5-9","Utah St.","3/3/1953","4",5,"New York Jets / 8th / 214th pick / 1976"
"18",86,"Lewis Gilbert",24,"",3,0,225,"6-4","Florida","5/24/1956","2",0,""
"19",78,"Carl Hairston",28,"RDE",16,16,260,"6-3","Md-Eastern Shore","12/15/1952","4",10,"Philadelphia Eagles / 7th / 191st pick / 1976"
"20",35,"Perry Harrington",22,"rb",14,1,210,"5-11","Jackson St.","3/13/1958","Rook",2,"Philadelphia Eagles / 2nd / 53rd pick / 1980"
"21",20,"Leroy Harris",26,"FB",15,15,226,"5-9","Arkansas St.","7/3/1954","3",5,"Miami Dolphins / 5th / 123rd pick / 1977"
"22",68,"Dennis Harrison",24,"LDE",15,15,275,"6-8","Vanderbilt","7/31/1956","2",9,"Philadelphia Eagles / 4th / 92nd pick / 1978"
"23",24,"Zac Henderson",25,"",12,0,190,"6-1","Oklahoma","10/14/1955","Rook",1,""
"24",89,"Wally Henry",26,"",7,0,175,"5-8","UCLA","10/30/1954","3",1,""
"25",30,"Mike Hogan",26,"",7,0,213,"6-2","Tenn-Chattanooga","11/1/1954","4",0,"Philadelphia Eagles / 9th / 247th pick / 1976"
"26",87,"Claude Humphrey",36,"de",16,1,252,"6-4","Tennessee St.","6/29/1944","12",2,"Atlanta Falcons / 1st / 3rd pick / 1968"
"27",7,"Ron Jaworski*",29,"QB",16,16,196,"6-2","Youngstown St.","3/23/1951","6",14,"Los Angeles Rams / 2nd / 37th pick / 1973"
