"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",40,"Mike Alstott*",29,"FB",16,9,248,"6-1","Purdue","12/21/1973","6",6,"Tampa Bay Buccaneers / 2nd / 35th pick / 1996"
"2",20,"Ronde Barber",27,"RCB",16,16,184,"5-10","Virginia","4/7/1975","5",15,"Tampa Bay Buccaneers / 3rd / 66th pick / 1997"
"3",84,"Reggie Barlow",29,"te",2,1,190,"6-0","Alabama St.","1/22/1973","6",0,"Jacksonville Jaguars / 4th / 110th pick / 1996"
"4",30,"Darian Barnes",22,"",6,0,250,"6-2","Rutgers,Hampton","2/29/1980","Rook",0,""
"5",81,"Marco Battaglia",29,"",2,0,250,"6-3","Rutgers","1/25/1973","6",0,"Cincinnati Bengals / 2nd / 39th pick / 1996"
"6",66,"Ryan Benjamin",25,"",10,0,242,"6-1","South Florida","11/17/1977","1",1,""
"7",55,"Derrick Brooks*+",29,"LB",16,16,235,"6-0","Florida St.","4/18/1973","7",22,"Tampa Bay Buccaneers / 1st / 28th pick / 1995"
"8",75,"Lomas Brown",39,"",11,0,282,"6-4","Florida","3/30/1963","17",1,"Detroit Lions / 1st / 6th pick / 1985"
"9",62,"Jeff Christy",33,"C",16,16,284,"6-3","Pittsburgh","2/3/1969","9",7,"Phoenix Cardinals / 4th / 91st pick / 1992"
"10",93,"DeVone Claybrooks",25,"",2,0,292,"6-3","East Carolina","9/15/1977","Rook",0,""
"11",60,"Cosey Coleman",24,"RG",15,15,322,"6-4","Tennessee","10/27/1978","2",6,"Tampa Bay Buccaneers / 2nd / 51st pick / 2000"
"12",43,"Jameel Cook",23,"fb",14,1,237,"5-10","Illinois","2/8/1979","1",0,"Tampa Bay Buccaneers / 6th / 174th pick / 2001"
"13",89,"Casey Crawford",25,"",4,0,255,"6-6","Virginia","8/1/1977","2",0,""
"14",91,"Chartric Darby",27,"nt",16,6,270,"6-0","South Carolina St.","10/22/1975","1",5,""
"15",85,"Ken Dilger",31,"TE",16,15,250,"6-5","Illinois","2/2/1971","7",3,"Indianapolis Colts / 2nd / 48th pick / 1995"
"16",88,"Rickey Dudley",30,"te",14,3,255,"6-6","Ohio St.","7/15/1972","6",2,"Oakland Raiders / 1st / 9th pick / 1996"
"17",22,"David Gibson",25,"",3,0,210,"6-1","USC","11/5/1977","2",0,"Tampa Bay Buccaneers / 6th / 193rd pick / 2000"
"18",58,"Jack Golden",25,"",13,0,240,"6-1","Oklahoma St.","1/28/1977","2",1,""
"19",7,"Martin Gramatica",27,"",16,0,170,"5-8","Kansas St.","11/27/1975","3",5,"Tampa Bay Buccaneers / 3rd / 80th pick / 1999"
"20",74,"Cornell Green",26,"rt",16,3,315,"6-6","Central Florida","8/25/1976","Rook",2,""
"21",90,"Buck Gurley",24,"",8,0,295,"6-2","Florida","4/7/1978","Rook",1,""
"22",65,"Russ Hochstein",25,"",1,0,305,"6-4","Nebraska","10/7/1977","Rook",0,"Tampa Bay Buccaneers / 5th / 151st pick / 2001"
"23",38,"John Howell",24,"ss",16,1,210,"5-11","Colorado St.","4/28/1978","1",2,"Tampa Bay Buccaneers / 4th / 117th pick / 2001"
"24",35,"Corey Ivy",25,"",16,0,188,"5-8","Oklahoma","3/29/1977","1",1,""
"25",34,"Dexter Jackson",25,"FS",16,16,205,"6-0","Florida St.","7/28/1977","3",8,"Tampa Bay Buccaneers / 4th / 113th pick / 1999"
"26",71,"Kerry Jenkins",29,"LG",15,15,305,"6-5","LSU,Troy","9/6/1973","5",6,""
"27",14,"Brad Johnson*",34,"QB",13,13,226,"6-5","Florida St.","9/13/1968","8",9,"Minnesota Vikings / 9th / 227th pick / 1992"
"28",19,"Keyshawn Johnson",30,"WR",16,16,212,"6-4","USC","7/22/1972","6",9,"New York Jets / 1st / 1st pick / 1996"
"29",11,"Rob Johnson",29,"qb",6,2,204,"6-4","USC","3/18/1973","7",2,"Jacksonville Jaguars / 4th / 99th pick / 1995"
"30",83,"Joe Jurevicius",28,"wr",15,3,230,"6-5","Penn St.","12/23/1974","4",4,"New York Giants / 2nd / 55th pick / 1998"
"31",25,"Brian Kelly",26,"LCB",16,16,193,"5-11","USC","1/14/1976","4",9,"Tampa Bay Buccaneers / 2nd / 45th pick / 1998"
"32",10,"Shaun King",25,"qb",3,1,215,"6-1","Tulane","5/29/1977","3",0,"Tampa Bay Buccaneers / 2nd / 50th pick / 1999"
"33",81,"Charles Lee",25,"",1,0,227,"6-3","Central Florida","11/19/1977","2",0,"Green Bay Packers / 7th / 242nd pick / 2000"
"34",47,"John Lynch*",31,"SS",15,15,220,"6-2","Stanford","9/25/1971","9",12,"Tampa Bay Buccaneers / 3rd / 82nd pick / 1993"
"35",87,"Keenan McCardell",32,"WR",14,14,191,"6-1","UNLV","1/6/1970","10",6,"Washington Redskins / 12th / 326th pick / 1991"
"36",92,"Anthony McFarland",25,"nt",10,10,300,"6-0","LSU","12/18/1977","3",5,"Tampa Bay Buccaneers / 1st / 15th pick / 1999"
"37",56,"Ryan Nece",23,"",8,0,224,"6-3","UCLA","2/24/1979","Rook",1,""
"38",72,"Roman Oben",30,"LT",16,16,305,"6-4","Louisville","10/9/1972","6",7,"New York Giants / 3rd / 66th pick / 1996"
"39",23,"Jermaine Phillips",23,"",16,0,214,"6-1","Georgia","3/27/1979","Rook",2,"Tampa Bay Buccaneers / 5th / 157th pick / 2002"
"40",32,"Michael Pittman",27,"RB",16,15,218,"6-0","Fresno St.","8/14/1975","4",7,"Arizona Cardinals / 4th / 95th pick / 1998"
"41",53,"Shelton Quarles*",31,"MLB",16,16,225,"6-1","Vanderbilt","9/11/1971","5",13,""
"42",97,"Simeon Rice*+",28,"DE",16,16,268,"6-5","Illinois","2/24/1974","6",21,"Arizona Cardinals / 1st / 3rd pick / 1996"
"43",99,"Warren Sapp*+",30,"LDT",16,16,303,"6-2","Miami (FL)","12/19/1972","7",21,"Tampa Bay Buccaneers / 1st / 12th pick / 1995"
"44",51,"Alshermond Singleton",27,"LB",16,14,250,"6-2","Temple","8/7/1975","5",8,"Tampa Bay Buccaneers / 4th / 128th pick / 1997"
"45",98,"Corey Smith",23,"",6,0,250,"6-2","North Carolina St.","10/2/1979","Rook",1,""
"46",26,"Dwight Smith",24,"db",16,2,201,"5-10","Akron","8/13/1978","1",3,"Tampa Bay Buccaneers / 3rd / 84th pick / 2001"
"47",45,"Mike Solwold",25,"",4,0,244,"6-6","Wisconsin","9/30/1977","1",0,""
"48",94,"Greg Spires",28,"DE",16,16,265,"6-1","Florida St.","8/12/1974","4",10,"New England Patriots / 3rd / 83rd pick / 1998"
"49",27,"Aaron Stecker",27,"rb",16,1,213,"5-10","Wisconsin,West. Illinois","11/13/1975","2",2,""
"50",36,"Travis Stephens",24,"",1,0,194,"5-8","Tennessee","6/26/1978","Rook",0,"Tampa Bay Buccaneers / 4th / 119th pick / 2002"
"51",9,"Tom Tupa",36,"",16,0,225,"6-4","Ohio St.","2/6/1966","14",3,"Phoenix Cardinals / 3rd / 68th pick / 1988"
"52",68,"Morris Unutoa",31,"",2,0,284,"6-1","BYU","3/10/1971","6",0,""
"53",67,"Kenyatta Walker",23,"RT",13,13,302,"6-5","Florida","2/1/1979","1",5,"Tampa Bay Buccaneers / 1st / 14th pick / 2001"
"54",31,"Tim Wansley",24,"",1,0,186,"5-8","Georgia","11/7/1978","Rook",0,"Tampa Bay Buccaneers / 7th / 233rd pick / 2002"
"55",95,"Ron Warner",27,"",4,0,270,"6-3","Kansas","9/26/1975","4",0,"New Orleans Saints / 7th / 239th pick / 1998"
"56",77,"Todd Washington",26,"lg",16,2,310,"6-3","Virginia Tech","7/19/1976","4",2,"Tampa Bay Buccaneers / 4th / 104th pick / 1998"
"57",52,"Nate Webster",25,"",16,0,230,"6-0","Miami (FL)","11/29/1977","2",2,"Tampa Bay Buccaneers / 3rd / 90th pick / 2000"
"58",86,"Karl Williams",31,"wr",16,2,177,"5-11","Texas A&M-Kingsville","4/10/1971","6",2,""
"59",96,"Ellis Wyms",23,"",14,0,279,"6-3","Mississippi St.","4/12/1979","1",3,"Tampa Bay Buccaneers / 6th / 183rd pick / 2001"
"60",80,"Todd Yoder",24,"",16,0,250,"6-4","Vanderbilt","3/18/1978","2",0,""
"61",NA,"Team Total",27.1,"",16,NA,243.2,"6-1.8","","","3.8",NA,""
