"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",92,"Roy Barker",27,"LDE",16,16,287,"6-5","North Carolina","2/14/1969","4",9,"Minnesota Vikings / 4th / 98th pick / 1992"
"2",79,"Harris Barton",32,"RT",13,13,286,"6-4","North Carolina","4/19/1964","9",7,"San Francisco 49ers / 1st / 22nd pick / 1987"
"3",99,"Daved Benefield",28,"",15,0,231,"6-4","Cal State-Northridge","2/16/1968","Rook",1,""
"4",78,"Michael Brandon",28,"",4,0,290,"6-4","Florida","7/30/1968","3",0,"Indianapolis Colts / 12th / 309th pick / 1992"
"5",11,"Jeff Brohm",25,"",3,0,205,"6-1","Louisville","4/24/1971","Rook",1,""
"6",96,"Dennis Brown",29,"",15,0,290,"6-4","Washington","11/6/1967","6",2,"San Francisco 49ers / 2nd / 47th pick / 1990"
"7",65,"Ray Brown",34,"LG",16,16,318,"6-5","Memphis,Arkansas St.","12/12/1962","10",9,"St. Louis Cardinals / 8th / 201st pick / 1986"
"8",90,"Junior Bryant",25,"dt",16,1,278,"6-4","Notre Dame","1/16/1971","1",2,""
"9",28,"Curtis Buckley",26,"",15,0,186,"6-0","Texas A&M-Commerce","9/25/1970","3",2,""
"10",17,"Mike Caldwell",25,"",1,0,200,"6-2","California","3/28/1971","1",0,""
"11",35,"Dexter Carter",29,"KR",16,0,170,"5-9","Florida St.","9/15/1967","6",1,"San Francisco 49ers / 1st / 25th pick / 1990"
"12",49,"Adrian Cooper",28,"",6,0,255,"6-5","Oklahoma","4/27/1968","5",0,"Pittsburgh Steelers / 4th / 103rd pick / 1991"
"13",67,"Chris Dalman",26,"RG",16,16,287,"6-3","Stanford","3/15/1970","3",9,"San Francisco 49ers / 6th / 166th pick / 1993"
"14",63,"Derrick Deese",26,"",16,0,289,"6-3","USC","5/17/1970","2",2,""
"15",33,"Dedrick Dodge",29,"db",16,3,184,"6-2","Florida St.","6/14/1967","5",3,""
