"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",4,"Louie Aguiar",27,"P",16,0,215,"6-2","Utah St.","6/30/1966","2",1,""
"2",33,"Richie Anderson",22,"",7,0,230,"6-2","Penn St.","9/13/1971","Rook",0,"New York Jets / 6th / 144th pick / 1993"
"3",98,"Kurt Barber",24,"",13,0,245,"6-4","USC","1/5/1969","1",1,"New York Jets / 2nd / 42nd pick / 1992"
"4",30,"Brad Baxter",26,"FB",16,13,233,"6-1","Alabama St.","5/5/1967","4",5,"Minnesota Vikings / 11th / 303rd pick / 1989"
"5",84,"Fred Baxter",22,"",7,0,268,"6-3","Auburn","6/14/1971","Rook",0,"New York Jets / 5th / 115th pick / 1993"
"6",10,"Cary Blanchard",25,"K",16,0,227,"6-1","Oklahoma St.","11/5/1968","1",2,""
"7",76,"James Brown",23,"t",14,1,330,"6-6","Virginia St.","1/30/1970","Rook",2,"Dallas Cowboys / 3rd / 82nd pick / 1992"
"8",87,"Chris Burkett",31,"WR",16,16,205,"6-4","Jackson St.","8/21/1962","8",5,"Buffalo Bills / 2nd / 42nd pick / 1985"
"9",66,"Dave Cadigan",28,"LG",16,16,285,"6-4","USC","4/6/1965","5",8,"New York Jets / 1st / 8th pick / 1988"
"10",50,"Glenn Cadrez",23,"",16,0,240,"6-3","Houston","1/2/1970","1",1,"New York Jets / 6th / 154th pick / 1992"
"11",82,"Rob Carpenter",25,"",16,0,190,"6-2","Notre Dame,Syracuse","8/1/1968","2",1,"Cincinnati Bengals / 4th / 109th pick / 1991"
"12",28,"Pat Chaffey",26,"",3,0,220,"6-1","Oregon St.","4/19/1967","2",1,"Chicago Bears / 5th / 117th pick / 1990"
"13",59,"Kyle Clifton",31,"MLB",16,16,236,"6-4","TCU","8/23/1962","9",9,"New York Jets / 3rd / 64th pick / 1984"
"14",69,"Jeff Criswell",29,"LT",16,16,291,"6-7","Graceland College (IA)","3/7/1964","6",8,""
"15",89,"Dale Dawkins",27,"",4,0,190,"6-1","Miami (FL)","10/30/1966","3",0,"New York Jets / 9th / 223rd pick / 1990"
"16",99,"Steve DeOssie",31,"",7,0,248,"6-2","Boston Col.","11/22/1962","9",1,"Dallas Cowboys / 4th / 110th pick / 1984"
"17",52,"Cal Dixon",24,"",16,0,302,"6-4","Florida","10/11/1969","1",1,"New York Jets / 5th / 127th pick / 1992"
"18",62,"Roger Duffy",26,"g",16,1,300,"6-3","Penn St.","7/16/1967","3",2,"New York Jets / 8th / 196th pick / 1990"
"19",7,"Boomer Esiason*",32,"QB",16,16,224,"6-5","Maryland","4/17/1961","9",12,"Cincinnati Bengals / 2nd / 38th pick / 1984"
"20",91,"Paul Frase",28,"de",16,4,272,"6-5","Syracuse","5/6/1965","5",4,"New York Jets / 6th / 146th pick / 1988"
"21",21,"Victor Green",24,"",11,0,210,"5-11","Akron","12/8/1969","Rook",1,""
"22",96,"Mark Gunn",25,"",12,0,288,"6-5","Pittsburgh","7/24/1968","2",1,"New York Jets / 4th / 94th pick / 1991"
"23",40,"James Hasty",28,"RCB",16,16,203,"6-0","Central Washington,Washington St.","5/23/1965","5",8,"New York Jets / 3rd / 74th pick / 1988"
"24",25,"Cliff Hicks",29,"PR",10,0,190,"5-9","Oregon","8/18/1964","6",0,"Los Angeles Rams / 3rd / 74th pick / 1987"
"25",55,"Bobby Houston",26,"LLB",16,14,242,"6-2","North Carolina St.","10/26/1967","3",9,"Green Bay Packers / 3rd / 75th pick / 1990"
"26",39,"Johnny Johnson",25,"RB",15,9,220,"6-3","San Jose St.","6/11/1968","3",12,"Phoenix Cardinals / 7th / 169th pick / 1990"
"27",51,"Don Jones",24,"",6,0,231,"6-0","Washington","3/26/1969","1",1,"New Orleans Saints / 9th / 245th pick / 1992"
"28",54,"Marvin Jones",21,"",9,0,244,"6-2","Florida St.","6/28/1972","Rook",1,"New York Jets / 1st / 4th pick / 1993"
"29",56,"Jeff Lageman",26,"RDE",16,16,266,"6-6","Virginia","7/18/1967","4",9,"New York Jets / 1st / 14th pick / 1989"
"30",57,"Mo Lewis",24,"RLB",16,16,258,"6-3","Georgia","10/21/1969","2",9,"New York Jets / 3rd / 63rd pick / 1991"
"31",42,"Ronnie Lott",34,"FS",16,16,203,"6-0","USC","5/8/1959","12",9,"San Francisco 49ers / 1st / 8th pick / 1981"
"32",75,"Siupeli Malamala",24,"RT",15,15,310,"6-5","Washington","1/15/1969","1",7,"New York Jets / 3rd / 68th pick / 1992"
"33",70,"Leonard Marshall",32,"RDT",12,12,288,"6-3","LSU","10/22/1961","10",7,"New York Giants / 2nd / 37th pick / 1983"
"34",81,"Terance Mathis",26,"wr",16,3,177,"5-10","New Mexico","6/7/1967","3",3,"New York Jets / 6th / 140th pick / 1990"
"35",58,"Mike Merriweather",33,"",1,0,230,"6-2","Pacific","11/26/1960","11",0,"Pittsburgh Steelers / 3rd / 70th pick / 1982"
"36",94,"Scott Mersereau",28,"LDT",13,13,275,"6-4","Southern Connecticut St.","4/8/1965","6",7,"Los Angeles Rams / 5th / 136th pick / 1987"
"37",86,"Johnny Mitchell",22,"TE",14,14,241,"6-3","Nebraska","1/20/1971","1",6,"New York Jets / 1st / 15th pick / 1992"
"38",85,"Rob Moore",25,"WR",13,13,203,"6-3","Syracuse","9/27/1968","3",8,"New York Jets / 1st / 1st pick / 1990 Supp"
"39",29,"Adrian Murrell",23,"KR",16,0,211,"5-11","West Virginia","10/16/1970","Rook",1,"New York Jets / 5th / 120th pick / 1993"
"40",8,"Browning Nagle",25,"",3,0,225,"6-3","West Virginia,Louisville","4/29/1968","2",0,"New York Jets / 2nd / 34th pick / 1991"
"41",71,"Bill Pickel",34,"nt",16,3,265,"6-5","Rutgers","11/5/1959","10",3,"Los Angeles Raiders / 2nd / 54th pick / 1983"
"42",26,"Damon Pieri",23,"",5,0,186,"6-0","San Diego St.","9/25/1970","Rook",0,""
"43",37,"Anthony Prior",23,"",16,0,185,"5-11","Washington St.","3/27/1970","Rook",1,"New York Giants / 9th / 238th pick / 1992"
"44",92,"Coleman Rudolph",23,"",4,0,262,"6-4","Georgia Tech","10/22/1970","Rook",0,"New York Jets / 2nd / 36th pick / 1993"
"45",83,"Troy Sadowski",28,"te",13,1,255,"6-5","Georgia","12/8/1965","3",0,"Atlanta Falcons / 6th / 145th pick / 1989"
