"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",76,"Ethan Albright",25,"",16,0,283,"6-5","North Carolina","5/1/1971","1",1,""
"2",45,"Carey Bender",24,"",1,0,185,"5-8","Coe College","1/28/1972","Rook",0,""
"3",82,"Chris Brantley",26,"",10,0,180,"5-10","Rutgers","12/12/1970","2",0,"Los Angeles Rams / 4th / 108th pick / 1994"
"4",29,"Jason Bratton",24,"",2,0,252,"6-1","Grambling St.","10/19/1972","Rook",0,""
"5",79,"Ruben Brown*",24,"LG",14,14,300,"6-3","Pittsburgh","2/13/1972","1",8,"Buffalo Bills / 1st / 14th pick / 1995"
"6",22,"Jeff Burris",24,"LCB",15,15,190,"6-0","Notre Dame","6/7/1972","2",9,"Buffalo Bills / 1st / 27th pick / 1994"
"7",2,"Steve Christie",29,"K",16,0,195,"6-0","William & Mary","11/13/1967","6",4,""
"8",86,"Tony Cline",25,"TE",16,7,247,"6-4","Stanford","11/24/1971","1",1,"Buffalo Bills / 4th / 131st pick / 1995"
"9",15,"Todd Collins",25,"qb",7,3,225,"6-4","Michigan","11/5/1971","1",2,"Buffalo Bills / 2nd / 45th pick / 1995"
"10",87,"Rob Coons",27,"",16,0,249,"6-5","Pittsburgh","9/18/1969","1",0,""
"11",85,"Russell Copeland",25,"",11,0,200,"6-0","Memphis","11/14/1971","3",1,"Buffalo Bills / 4th / 111th pick / 1993"
"12",57,"Damien Covington",24,"lb",9,2,236,"5-11","North Carolina St.","12/4/1972","1",2,"Buffalo Bills / 3rd / 96th pick / 1995"
"13",88,"Quinn Early",31,"WR",16,13,190,"6-0","Iowa","4/13/1965","8",6,"San Diego Chargers / 3rd / 60th pick / 1988"
"14",70,"John Fina",27,"LT",15,15,300,"6-5","Arizona","3/11/1969","4",6,"Buffalo Bills / 1st / 27th pick / 1992"
"15",90,"Phil Hansen",28,"LDE",16,16,278,"6-5","North Dakota St.","5/20/1968","5",11,"Buffalo Bills / 2nd / 54th pick / 1991"
"16",44,"Darick Holmes",25,"rb",16,1,226,"6-0","Portland St.","7/1/1971","1",4,"Buffalo Bills / 7th / 244th pick / 1995"
"17",67,"Kent Hull",35,"C",16,16,284,"6-5","Mississippi St.","1/13/1961","10",7,""
"18",27,"Ken Irvin",24,"db",16,1,182,"5-11","Memphis","7/11/1972","1",2,"Buffalo Bills / 4th / 109th pick / 1995"
"19",31,"Raymond Jackson",23,"",12,0,189,"5-10","Colorado St.","2/17/1973","Rook",1,"Buffalo Bills / 5th / 156th pick / 1996"
"20",77,"Jim Jeffcoat",35,"",16,0,274,"6-5","Arizona St.","4/1/1961","13",2,"Dallas Cowboys / 1st / 23rd pick / 1983"
"21",84,"Lonnie Johnson",25,"TE",16,15,240,"6-3","Florida St.","2/14/1971","2",3,"Buffalo Bills / 2nd / 61st pick / 1994"
"22",20,"Henry Jones",29,"ss",5,5,197,"5-11","Illinois","12/29/1967","5",3,"Buffalo Bills / 1st / 26th pick / 1991"
"23",12,"Jim Kelly",36,"QB",13,13,217,"6-3","Miami (FL)","2/14/1960","10",7,"Buffalo Bills / 1st / 14th pick / 1983"
"24",46,"Marlon Kerner",23,"",15,0,187,"5-10","Ohio St.","3/18/1973","1",2,"Buffalo Bills / 3rd / 76th pick / 1995"
"25",68,"Corbin Lacina",26,"g",12,2,302,"6-4","Augustana (SD)","11/2/1970","2",2,"Buffalo Bills / 6th / 167th pick / 1993"
"26",72,"Corey Louchiey",25,"t",16,4,305,"6-8","Tennessee,South Carolina","10/10/1971","1",3,"Buffalo Bills / 3rd / 98th pick / 1994"
"27",55,"Mark Maddox",28,"RILB",14,14,233,"6-1","Northern Michigan","3/23/1968","4",7,"Buffalo Bills / 9th / 249th pick / 1991"
"28",21,"Emanuel Martin",27,"db",16,1,184,"5-11","Alabama St.","7/31/1969","3",3,""
"29",9,"Chris Mohr",30,"P",16,0,215,"6-5","Alabama","5/11/1966","7",2,"Tampa Bay Buccaneers / 6th / 146th pick / 1989"
"30",98,"Sean Moran",23,"",16,0,275,"6-4","Colorado St.","6/5/1973","Rook",1,"Buffalo Bills / 4th / 120th pick / 1996"
