"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",39,"Husain Abdullah",24,"",14,0,204,"6-0","Washington St.","7/27/1985","1",1,""
"2",21,"Asher Allen",21,"",10,1,190,"5-10","Georgia","1/22/1988","Rook",1,"Minnesota Vikings / 3rd / 86th pick / 2009"
"3",69,"Jared Allen*+",27,"DE",16,16,265,"6-6","Idaho St.","4/3/1982","5",16,"Kansas City Chiefs / 4th / 126th pick / 2004"
"4",87,"Bernard Berrian",29,"WR",16,15,190,"6-1","Fresno St.","12/27/1980","5",7,"Chicago Bears / 3rd / 78th pick / 2004"
"5",54,"Jasper Brinkley",24,"mlb",16,4,275,"6-2","South Carolina","7/12/1985","Rook",3,"Minnesota Vikings / 5th / 150th pick / 2009"
"6",NA,"Ryan Cook",26,"",16,0,325,"6-6","New Mexico","5/8/1983","3",2,"Minnesota Vikings / 2nd / 51st pick / 2006"
"7",NA,"Jon Cooper",23,"",1,0,290,"6-3","Oklahoma","10/1/1986","Rook",0,""
"8",83,"Jeff Dugan",28,"te",16,4,261,"6-4","Maryland","4/8/1981","5",1,"Minnesota Vikings / 7th / 220th pick / 2004"
"9",91,"Ray Edwards",24,"DE",16,16,270,"6-5","Purdue","1/1/1985","3",8,"Minnesota Vikings / 4th / 127th pick / 2006"
"10",90,"Fred Evans",26,"",13,0,307,"6-5","Texas St.","11/6/1983","3",1,"Miami Dolphins / 7th / 212th pick / 2006"
"11",59,"Heath Farwell*",28,"",16,0,235,"6-0","San Diego St.","12/31/1981","4",4,""
"12",4,"Brett Favre*",40,"QB",16,16,225,"6-2","Southern Miss","10/10/1969","18",16,"Atlanta Falcons / 2nd / 33rd pick / 1991"
"13",37,"Eric Frampton",25,"",16,0,204,"5-11","Washington St.","2/6/1984","2",1,"Oakland Raiders / 5th / 165th pick / 2007"
"14",52,"Chad Greenway",26,"LB",16,16,240,"6-2","Iowa","1/12/1983","2",9,"Minnesota Vikings / 1st / 17th pick / 2006"
"15",23,"Cedric Griffin",27,"RCB",16,16,190,"6-0","Texas","11/11/1982","3",7,"Minnesota Vikings / 2nd / 48th pick / 2006"
