"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",51,"Billy Andrews",30,"rlb",14,6,220,"6-0","SE Louisiana","6/14/1945","8",3,"Cleveland Browns / 13th / 333rd pick / 1967"
"2",28,"Dave Atkins",26,"",3,0,205,"6-1","Texas-El Paso","5/18/1949","2",0,"San Francisco 49ers / 8th / 201st pick / 1973"
"3",79,"Coy Bacon",33,"RDE",14,13,270,"6-4","Jackson St.","8/30/1942","7",5,""
"4",81,"Melvin Baker",25,"",1,0,189,"6-0","Texas Southern","8/12/1950","1",0,"Miami Dolphins / 8th / 208th pick / 1974"
"5",35,"Tony Baker",30,"rb",13,1,229,"5-11","Iowa St.","2/16/1945","7",1,""
"6",40,"Joe Beauchamp",31,"LCB",8,8,188,"6-0","Iowa St.","4/11/1944","9",3,""
"7",21,"Glen Bonner",23,"rb",10,1,202,"6-2","Washington","5/5/1952","1",1,""
"8",88,"Chuck Bradley",25,"",4,0,243,"6-6","Oregon","10/13/1950","Rook",0,"Miami Dolphins / 2nd / 52nd pick / 1973"
"9",86,"Marlin Briscoe",30,"",3,1,178,"5-11","Nebraska-Omaha","9/10/1945","7",0,"Denver Broncos / 14th / 357th pick / 1968"
"10",65,"Booker Brown",23,"lt",11,7,257,"6-2","USC","9/25/1952","Rook",3,"Houston Oilers / 6th / 154th pick / 1974"
"11",7,"Virgil Carter",30,"qb",1,1,192,"6-1","BYU","11/9/1945","7",0,"Chicago Bears / 6th / 142nd pick / 1967"
"12",46,"Danny Colbert",25,"lcb",13,6,175,"5-11","TCU,Tulsa","12/15/1950","1",3,"San Diego Chargers / 9th / 210th pick / 1974"
"13",88,"Craig Cotton",28,"",9,0,216,"6-5","Youngstown St.","7/7/1947","6",0,"San Diego Chargers / 8th / 200th pick / 1969"
"14",82,"Pat Curran",30,"TE",14,14,238,"6-4","Iowa St.,Lakeland","9/21/1945","6",6,"Los Angeles Rams / 6th / 151st pick / 1969"
"15",71,"Fred Dean",23,"LDE",14,13,230,"6-3","Louisiana Tech","2/24/1952","Rook",6,"San Diego Chargers / 2nd / 33rd pick / 1975"
"16",10,"Bobby Douglass",28,"",3,0,225,"6-4","Kansas","6/22/1947","6",0,"Chicago Bears / 2nd / 41st pick / 1969"
"17",54,"Ed Flanagan",31,"C",14,14,245,"6-3","Purdue","2/23/1944","10",5,"Detroit Lions / 5th / 64th pick / 1965"
"18",44,"Chris Fletcher",27,"FS",14,14,185,"5-11","Temple","12/25/1948","5",5,"San Diego Chargers / 9th / 223rd pick / 1970"
"19",14,"Dan Fouts",24,"QB",10,9,204,"6-3","Oregon","6/10/1951","2",6,"San Diego Chargers / 3rd / 64th pick / 1973"
"20",17,"Jesse Freitas",24,"qb",8,4,203,"6-1","Stanford,San Diego St.","9/10/1951","1",2,"San Diego Chargers / 6th / 133rd pick / 1974"
"21",42,"Mike Fuller",22,"KR",14,6,188,"5-10","Auburn","4/7/1953","Rook",4,"San Diego Chargers / 3rd / 73rd pick / 1975"
