"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",52,"Xavier Adibi",24,"lb",7,5,220,"6-2","Virginia Tech","10/18/1984","Rook",2,"Houston Texans / 4th / 118th pick / 2008"
"2",89,"David Anderson",25,"wr",16,1,195,"5-10","Colorado St.","7/28/1983","2",2,"Houston Texans / 7th / 251st pick / 2006"
"3",34,"Dominique Barber",22,"",12,0,211,"6-0","Minnesota","8/2/1986","Rook",1,"Houston Texans / 6th / 173rd pick / 2008"
"4",32,"Fred Bennett",25,"lcb",16,6,196,"6-1","South Carolina","12/31/1983","1",3,"Houston Texans / 4th / 123rd pick / 2007"
"5",57,"Kevin Bentley",29,"lb",16,7,245,"6-1","Northwestern","12/29/1979","6",4,"Cleveland Browns / 4th / 101st pick / 2002"
"6",65,"Mike Brisiel",25,"RG",16,16,310,"6-5","Colorado St.","3/14/1983","1",9,""
"7",24,"C.C. Brown",25,"ss",3,3,210,"6-2","La-Lafayette","1/27/1983","3",1,"Houston Texans / 6th / 188th pick / 2005"
"8",76,"Duane Brown",23,"LT",16,16,318,"6-4","Virginia Tech","8/30/1985","Rook",9,"Houston Texans / 1st / 26th pick / 2008"
"9",3,"Kris Brown",32,"",16,0,206,"5-11","Nebraska","12/23/1976","9",4,"Pittsburgh Steelers / 7th / 228th pick / 1999"
"10",87,"Mark Bruener",36,"",2,0,260,"6-4","Washington","9/16/1972","13",0,"Pittsburgh Steelers / 1st / 27th pick / 1995"
"11",93,"Tim Bulman",26,"",14,0,294,"6-3","Boston Col.","10/31/1982","3",2,""
"12",96,"Earl Cochran",27,"dt",8,1,284,"6-5","Alabama St.","4/19/1981","2",1,""
"13",53,"Kevis Coley",26,"",3,0,228,"6-1","Southern Miss","6/23/1982","Rook",0,""
"14",81,"Owen Daniels*",26,"TE",16,16,245,"6-3","Wisconsin","11/9/1982","2",8,"Houston Texans / 4th / 98th pick / 2006"
"15",11,"Andre' Davis",29,"",12,0,195,"6-1","Virginia Tech","6/12/1979","6",2,"Cleveland Browns / 2nd / 47th pick / 2002"
"16",47,"Will Demps",29,"fs",9,5,205,"6-0","San Diego St.","11/7/1979","6",2,""
"17",54,"Zach Diles",23,"LB",8,8,240,"6-0","Kansas St.","6/11/1985","1",4,"Houston Texans / 7th / 218th pick / 2007"
"18",85,"Joel Dreessen",26,"te",16,3,260,"6-4","Colorado St.","7/26/1982","3",1,"New York Jets / 6th / 198th pick / 2005"
"19",38,"Demarcus Faggins",29,"lcb",16,5,178,"5-10","Kansas St.","6/13/1979","6",2,"Houston Texans / 6th / 173rd pick / 2002"
"20",25,"Nick Ferguson",34,"ss",14,9,201,"5-11","Morris Brown,Georgia Tech","11/27/1974","8",4,""
"21",30,"Ahman Green",31,"rb",8,1,217,"6-0","Nebraska","2/16/1977","10",2,"Seattle Seahawks / 3rd / 76th pick / 1998"
"22",56,"Morlon Greenwood",30,"LB",15,10,238,"6-0","Syracuse","7/17/1978","7",4,"Miami Dolphins / 3rd / 88th pick / 2001"
"23",82,"Clark Harris",24,"",4,0,257,"6-5","Rutgers","7/10/1984","Rook",0,"Green Bay Packers / 7th / 243rd pick / 2007"
