"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",81,"Stephen Alexander",27,"TE",14,14,246,"6-4","Oklahoma","11/7/1975","4",5,"Washington Redskins / 2nd / 48th pick / 1998"
"2",60,"Jason Ball",23,"C",16,13,301,"6-2","New Hampshire","3/21/1979","Rook",6,""
"3",42,"Rogers Beckett",25,"FS",16,10,207,"6-2","Marshall","1/31/1977","2",4,"San Diego Chargers / 2nd / 43rd pick / 2000"
"4",2,"Darren Bennett",37,"",16,0,235,"6-5","none","1/9/1965","7",2,""
"5",50,"David Binn",30,"",16,0,245,"6-3","California","2/6/1972","8",1,""
"6",9,"Drew Brees",23,"QB",16,16,209,"6-0","Purdue","1/15/1979","1",10,"San Diego Chargers / 2nd / 32nd pick / 2001"
"7",82,"Reche Caldwell",23,"wr",16,2,215,"6-0","Florida","3/28/1979","Rook",2,"San Diego Chargers / 2nd / 48th pick / 2002"
"8",96,"Leonardo Carson",25,"ldt",16,7,305,"6-2","Auburn","2/11/1977","2",4,"San Diego Chargers / 4th / 113th pick / 2000"
"9",30,"Robert Carswell",24,"",2,0,215,"5-11","Clemson","10/26/1978","1",0,"San Diego Chargers / 7th / 244th pick / 2001"
"10",24,"Jesse Chatman",23,"",10,0,215,"5-8","East. Washington","9/22/1979","Rook",1,""
"11",8,"Steve Christie",35,"",16,0,195,"6-0","William & Mary","11/13/1967","12",2,""
"12",27,"Tay Cody",25,"",4,0,180,"5-9","Florida St.","10/6/1977","1",0,"San Diego Chargers / 3rd / 67th pick / 2001"
"13",80,"Curtis Conway",31,"WR",13,13,196,"6-1","USC","1/13/1971","9",8,"Chicago Bears / 1st / 7th pick / 1993"
"14",93,"Chris Demaree",22,"",2,0,315,"6-2","Kentucky","3/12/1980","Rook",0,""
"15",90,"Adrian Dingle",25,"de",16,3,272,"6-3","Clemson","6/25/1977","2",3,"San Diego Chargers / 5th / 139th pick / 1999"
"16",85,"Tim Dwight",27,"WR",16,14,180,"5-8","Iowa","7/13/1975","4",6,"Atlanta Falcons / 4th / 114th pick / 1998"
"17",59,"Donnie Edwards*",29,"MLB",16,16,227,"6-2","UCLA","4/6/1973","6",14,"Kansas City Chiefs / 4th / 98th pick / 1996"
"18",69,"Ed Ellis",27,"lt",15,3,325,"6-5","Buffalo","10/13/1975","5",2,"New England Patriots / 4th / 125th pick / 1997"
"19",92,"Jason Fisk",30,"RDT",16,13,295,"6-3","Stanford","9/4/1972","7",6,"Minnesota Vikings / 7th / 243rd pick / 1995"
"20",41,"Terrell Fletcher",29,"",10,0,196,"5-8","Wisconsin","9/14/1973","7",1,"San Diego Chargers / 2nd / 51st pick / 1995"
"21",7,"Doug Flutie",40,"",1,0,180,"5-10","Boston Col.","10/23/1962","16",0,"Los Angeles Rams / 11th / 285th pick / 1985"
"22",71,"Toniu Fonoti",21,"RG",15,14,349,"6-4","Nebraska","11/26/1981","Rook",7,"San Diego Chargers / 2nd / 39th pick / 2002"
"23",36,"Vernon Fox",23,"ss",16,3,200,"5-9","Fresno St.","10/9/1979","Rook",2,""
"24",63,"Kelvin Garmon",26,"lg",7,5,350,"6-2","Baylor","10/26/1976","1",2,"Dallas Cowboys / 7th / 243rd pick / 1999"
"25",86,"Dondre Gilliam",25,"",2,0,185,"6-0","Cheyney,Millersville","2/9/1977","Rook",0,""
"26",45,"Joey Goodspeed",24,"",12,0,247,"6-1","Notre Dame","2/22/1978","Rook",0,""
"27",62,"Bob Hallen",27,"LG",13,11,305,"6-3","Kent St.","3/9/1975","4",5,"Atlanta Falcons / 2nd / 53rd pick / 1998"
"28",37,"Rodney Harrison",30,"SS",13,13,220,"6-1","West. Illinois","12/15/1972","8",5,"San Diego Chargers / 5th / 145th pick / 1994"
"29",32,"Kevin House",23,"",1,0,185,"6-0","South Carolina","1/9/1979","Rook",0,""
"30",23,"Quentin Jammer",23,"cb",14,4,204,"6-0","Texas","6/19/1979","Rook",2,"San Diego Chargers / 1st / 5th pick / 2002"
"31",28,"Ronney Jenkins",25,"",13,0,185,"5-11","BYU,Northern Arizona","5/25/1977","2",0,""
"32",99,"Raylee Johnson",32,"DE",16,16,272,"6-3","Arkansas","6/1/1970","9",8,"San Diego Chargers / 4th / 95th pick / 1993"
