"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",22,"C.J. Anderson",24,"rb",15,5,224,"5-8","California","2/10/1991","2",5,"","$589,167"
"2",91,"Kenny Anunike",25,"",3,0,260,"6-4","Duke","5/22/1990","1",0,"","$435,833"
"3",48,"Shaquil Barrett",23,"lb",16,6,251,"6-1","Colorado St.","11/17/1992","1",5,"","$435,000"
"4",35,"Kapri Bibbs",22,"",1,0,212,"5-9","Colorado St.","1/10/1993","1",0,"",""
"5",31,"Omar Bolden",27,"",9,0,198,"5-10","Arizona St.","12/20/1988","3",2,"Denver Broncos / 4th / 101st pick / 2012","$778,607"
"6",46,"Aaron Brewer",25,"",16,0,225,"6-5","San Diego St.","7/5/1990","3",1,"","$845,000"
"7",30,"David Bruton",28,"ss",13,3,210,"6-2","Notre Dame","7/23/1987","6",3,"Denver Broncos / 4th / 114th pick / 2009","$1,650,000"
"8",20,"Josh Bush",26,"fs",8,1,208,"5-11","Wake Forest","3/5/1989","3",1,"New York Jets / 6th / 187th pick / 2012","$660,000"
"9",12,"Andre Caldwell",30,"",14,0,207,"6-1","Florida","4/15/1985","7",0,"Cincinnati Bengals / 3rd / 97th pick / 2008","$1,550,000"
"10",80,"James Casey",31,"",3,0,235,"6-3","Rice","9/22/1984","6",0,"Houston Texans / 5th / 152nd pick / 2009","$1,250,000"
"11",4,"Britton Colquitt",30,"",16,0,205,"6-3","Tennessee","3/20/1985","5",2,"","$2,350,000"
"12",81,"Owen Daniels",33,"TE",16,16,245,"6-3","Wisconsin","11/9/1982","9",3,"Houston Texans / 4th / 98th pick / 2006","$2,750,000"
"13",51,"Todd Davis",23,"lb",16,2,230,"6-1","Sacramento St.","5/17/1992","1",2,"","$510,000"
"14",80,"Vernon Davis",31,"te",9,4,250,"6-3","Maryland","1/31/1984","9",1,"San Francisco 49ers / 1st / 6th pick / 2006",""
"15",37,"Lorenzo Doss",21,"",6,0,187,"5-11","Tulane","4/22/1994","Rook",0,"Denver Broncos / 5th / 164th pick / 2015","$484,303"
"16",53,"James Ferentz",26,"",13,0,285,"6-2","Iowa","6/5/1989","1",1,"","$435,000"
"17",16,"Bennie Fowler",24,"wr",16,1,217,"6-1","Michigan St.","6/10/1991","1",1,"","$435,000"
"18",73,"Max Garcia",24,"lg",15,5,309,"6-5","Florida","11/9/1991","Rook",3,"Denver Broncos / 4th / 133rd pick / 2015","$521,423"
"19",89,"Richard Gordon",28,"",1,0,262,"6-3","Miami (FL)","6/7/1987","4",0,"Oakland Raiders / 6th / 181st pick / 2011",""
"20",85,"Virgil Green",27,"te",16,5,248,"6-3","Nevada","8/3/1988","4",1,"Denver Broncos / 7th / 204th pick / 2011","$2,200,000"
"21",25,"Chris Harris*",26,"RCB",16,16,190,"5-10","Kansas","6/18/1989","4",13,"","$3,000,000"
"22",68,"Ryan Harris",30,"LT",16,16,299,"6-5","Notre Dame","3/11/1985","8",8,"Denver Broncos / 3rd / 70th pick / 2007","$1,420,000"
"23",84,"Mitchell Henry",23,"",2,0,252,"6-4","West. Kentucky","12/11/1992","Rook",0,"","$435,000"
"24",23,"Ronnie Hillman",24,"RB",16,11,200,"5-9","San Diego St.","9/14/1991","3",5,"Denver Broncos / 3rd / 67th pick / 2012","$942,708"
"25",97,"Malik Jackson",25,"DE",16,16,284,"6-4","Tennessee","1/11/1990","3",9,"Denver Broncos / 5th / 137th pick / 2012","$1,595,403"
"26",33,"Shiloh Keo",28,"",4,0,223,"5-11","Idaho","12/17/1987","4",1,"Houston Texans / 5th / 144th pick / 2011",""
"27",98,"Darius Kilgo",24,"",9,0,320,"6-4","Maryland","12/14/1991","Rook",1,"Denver Broncos / 6th / 203rd pick / 2015","$462,889"
"28",14,"Cody Latimer",23,"wr",14,1,215,"6-3","Indiana","10/10/1992","1",0,"Denver Broncos / 2nd / 56th pick / 2014","$842,875"
"29",18,"Peyton Manning",39,"QB",10,9,230,"6-5","Tennessee","3/24/1976","17",2,"Indianapolis Colts / 1st / 1st pick / 1998","$17,500,000"
"30",54,"Brandon Marshall",26,"LB",16,16,242,"6-1","Nevada","9/10/1989","3",9,"Jacksonville Jaguars / 5th / 142nd pick / 2012","$585,000"
"31",69,"Evan Mathis",34,"LG",16,12,304,"6-5","Alabama","11/1/1981","10",5,"Carolina Panthers / 3rd / 79th pick / 2005","$2,921,875"
"32",55,"Lerentee McCray",25,"",11,0,249,"6-3","Florida","8/26/1990","2",1,"","$515,668"
"33",8,"Brandon McManus",24,"",16,0,201,"6-3","Temple","7/25/1991","1",3,"","$510,000"
"34",58,"Von Miller*+",26,"LB",16,16,237,"6-3","Texas A&M","3/26/1989","4",17,"Denver Broncos / 1st / 2nd pick / 2011","$9,754,000"
"35",52,"Corey Nelson",23,"",16,0,231,"6-0","Oklahoma","4/22/1992","1",1,"Denver Broncos / 7th / 242nd pick / 2014","$522,150"
"36",11,"Jordan Norwood",29,"wr",11,5,171,"5-11","Penn St.","9/29/1986","4",1,"","$745,000"
"37",17,"Brock Osweiler",25,"qb",8,7,240,"6-7","Arizona St.","11/22/1990","3",5,"Denver Broncos / 2nd / 57th pick / 2012","$1,118,944"
"38",61,"Matt Paradis",26,"C",16,16,306,"6-3","Boise St.","10/12/1989","1",6,"Denver Broncos / 6th / 207th pick / 2014","$435,000"
"39",76,"Tyler Polumbus",30,"",11,0,302,"6-7","Colorado","4/10/1985","7",1,"",""
"40",56,"Shane Ray",22,"",14,0,245,"6-3","Missouri","5/18/1993","Rook",2,"Denver Broncos / 1st / 23rd pick / 2015","$1,657,980"
"41",29,"Bradley Roby",23,"cb",16,4,194,"5-11","Ohio St.","5/1/1992","1",3,"Denver Broncos / 1st / 31st pick / 2014","$1,580,120"
"42",74,"Ty Sambrailo",23,"lt",3,3,309,"6-6","Colorado St.","3/10/1992","Rook",1,"Denver Broncos / 2nd / 59th pick / 2015","$699,264"
"43",10,"Emmanuel Sanders",28,"WR",15,15,186,"5-11","SMU","3/17/1987","5",8,"Pittsburgh Steelers / 3rd / 82nd pick / 2010","$5,850,000"
"44",79,"Michael Schofield",25,"RT",13,13,301,"6-7","Michigan","11/15/1990","1",6,"Denver Broncos / 3rd / 95th pick / 2014","$652,300"
"45",3,"Trevor Siemian",23,"",1,0,215,"6-3","Northwestern","12/26/1992","Rook",0,"Denver Broncos / 7th / 250th pick / 2015","$448,195"
"46",90,"Antonio Smith",34,"",16,0,274,"6-3","Oklahoma St.","10/21/1981","11",2,"Arizona Cardinals / 5th / 135th pick / 2004","$2,000,000"
"47",26,"Darian Stewart",27,"FS",15,13,216,"5-11","South Carolina","8/4/1988","5",6,"","$1,750,000"
"48",21,"Aqib Talib*",29,"LCB",15,15,202,"6-2","Kansas","2/13/1986","7",10,"Tampa Bay Buccaneers / 1st / 20th pick / 2008","$6,968,750"
"49",88,"Demaryius Thomas",28,"WR",16,16,229,"6-3","Georgia Tech","12/25/1987","5",9,"Denver Broncos / 1st / 22nd pick / 2010","$13,200,000"
"50",40,"Juwan Thompson",23,"fb",15,1,225,"5-11","Duke","5/13/1992","1",1,"","$511,166"
"51",59,"Danny Trevathan",25,"LB",15,15,237,"6-0","Kentucky","3/24/1990","3",9,"Denver Broncos / 6th / 188th pick / 2012","$1,568,018"
"52",65,"Louis Vasquez",28,"RG",16,15,330,"6-4","Texas Tech","4/11/1987","6",6,"San Diego Chargers / 3rd / 78th pick / 2009","$6,250,000"
"53",96,"Vance Walker",28,"de",15,4,295,"6-2","Georgia Tech","4/26/1987","6",4,"Atlanta Falcons / 7th / 210th pick / 2009","$1,750,000"
"54",43,"T.J. Ward",29,"SS",12,12,199,"5-10","Oregon","12/12/1986","5",5,"Cleveland Browns / 2nd / 38th pick / 2010","$7,514,705"
"55",94,"DeMarcus Ware*",33,"LB",11,10,247,"6-4","Troy","7/31/1982","10",8,"Dallas Cowboys / 1st / 11th pick / 2005","$8,666,666"
"56",36,"Kayvon Webster",24,"",15,0,195,"5-11","South Florida","2/1/1991","2",1,"Denver Broncos / 3rd / 90th pick / 2013","$731,950"
"57",92,"Sylvester Williams",27,"NT",15,15,313,"6-3","North Carolina","11/21/1988","2",7,"Denver Broncos / 1st / 28th pick / 2013","$2,067,750"
"58",95,"Derek Wolfe",25,"DE",12,12,295,"6-5","Cincinnati","2/24/1990","3",7,"Denver Broncos / 2nd / 36th pick / 2012","$1,397,881"
"59",NA,"Team Total",26.6,"",16,NA,242.6,"6-2.0","","","3.7",NA,"",""
