"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",53,"Leo Barker",29,"lb",16,1,226,"6-2","New Mexico St.","11/7/1959","4",2,"Cincinnati Bengals / 7th / 177th pick / 1984"
"2",24,"Lewis Billups",25,"LCB",16,16,190,"5-11","North Alabama","10/10/1963","2",6,"Cincinnati Bengals / 2nd / 38th pick / 1986"
"3",74,"Brian Blados",26,"t",16,1,300,"6-5","North Carolina","1/11/1962","4",2,"Cincinnati Bengals / 1st / 28th pick / 1984"
"4",55,"Ed Brady",26,"",16,0,238,"6-2","Illinois","6/17/1962","4",1,"Los Angeles Rams / 8th / 215th pick / 1984"
"5",3,"Jim Breech",32,"K",16,0,161,"5-6","California","4/11/1956","9",2,"Detroit Lions / 8th / 206th pick / 1978"
"6",21,"James Brooks*",30,"RB",15,15,180,"5-10","Auburn","12/28/1958","7",12,"San Diego Chargers / 1st / 24th pick / 1981"
"7",81,"Eddie Brown*",26,"WR",16,16,185,"6-0","Miami (FL)","12/17/1962","3",17,"Cincinnati Bengals / 1st / 13th pick / 1985"
"8",99,"Jason Buck",25,"",16,0,268,"6-5","BYU","7/27/1963","1",1,"Cincinnati Bengals / 1st / 17th pick / 1987"
"9",27,"Barney Bussey",26,"",16,0,215,"6-0","South Carolina St.","5/20/1962","2",1,"Cincinnati Bengals / 5th / 119th pick / 1984"
"10",80,"Cris Collinsworth",29,"",13,0,192,"6-5","Florida","1/27/1959","7",3,"Cincinnati Bengals / 2nd / 37th pick / 1981"
"11",34,"Ellis Dillahunt",24,"",8,0,198,"5-11","East Carolina","11/25/1964","Rook",0,"Cincinnati Bengals / 10th / 253rd pick / 1988"
"12",29,"Rickey Dixon",22,"",15,0,183,"5-11","Oklahoma","12/26/1966","Rook",1,"Cincinnati Bengals / 1st / 5th pick / 1988"
"13",67,"David Douglas",25,"",14,0,280,"6-4","Tennessee","3/20/1963","2",1,"Cincinnati Bengals / 8th / 204th pick / 1986"
"14",73,"Eddie Edwards",34,"",11,0,256,"6-5","Miami (FL)","4/25/1954","11",1,"Cincinnati Bengals / 1st / 3rd pick / 1977"
"15",7,"Boomer Esiason*+",27,"QB",16,16,224,"6-5","Maryland","4/17/1961","4",19,"Cincinnati Bengals / 2nd / 38th pick / 1984"
"16",33,"David Fulcher*",24,"SS",16,16,236,"6-3","Arizona St.","9/28/1964","2",9,"Cincinnati Bengals / 3rd / 78th pick / 1986"
"17",17,"Scott Fulhage",27,"P",13,0,191,"5-11","Kansas St.","1/17/1961","1",1,""
"18",98,"David Grant",23,"",16,0,277,"6-4","West Virginia","9/17/1965","Rook",2,"Cincinnati Bengals / 4th / 84th pick / 1988"
"19",89,"Ira Hillary",26,"PR",16,0,190,"5-10","South Carolina","11/13/1962","1",1,"Kansas City Chiefs / 8th / 210th pick / 1985"
"20",82,"Rodney Holman*",28,"TE",16,16,238,"6-3","Tulane","4/20/1960","6",7,"Cincinnati Bengals / 3rd / 82nd pick / 1982"
"21",20,"Ray Horton",28,"",14,0,189,"5-10","Washington","4/12/1960","5",1,"Cincinnati Bengals / 2nd / 53rd pick / 1983"
"22",92,"Tim Inglis",24,"",4,0,232,"6-3","Toledo","3/10/1964","1",0,""
"23",36,"Stanford Jennings",26,"KR",16,1,205,"6-1","Furman","3/12/1962","4",2,"Cincinnati Bengals / 3rd / 65th pick / 1984"
"24",11,"Lee Johnson",27,"",12,0,200,"6-2","BYU","11/27/1961","3",1,"Houston Oilers / 5th / 138th pick / 1985"
"25",84,"Eric Kattus",25,"",4,0,240,"6-5","Michigan","3/4/1963","2",0,"Cincinnati Bengals / 4th / 91st pick / 1986"
"26",58,"Joe Kelly",24,"RILB",16,15,227,"6-2","Washington","12/11/1964","2",5,"Cincinnati Bengals / 1st / 11th pick / 1986"
"27",90,"Emanuel King",25,"",7,0,250,"6-4","Alabama","8/15/1963","3",0,"Cincinnati Bengals / 1st / 25th pick / 1985"
"28",64,"Bruce Kozerski",26,"C",16,16,287,"6-4","Holy Cross","4/2/1962","4",9,"Cincinnati Bengals / 9th / 231st pick / 1984"
"29",69,"Tim Krumrie*+",28,"NT",16,16,270,"6-2","Wisconsin","5/20/1960","5",14,"Cincinnati Bengals / 10th / 276th pick / 1983"
"30",23,"Marc Logan",23,"",9,0,217,"6-0","Kentucky","5/9/1965","1",0,"Cincinnati Bengals / 5th / 130th pick / 1987"
"31",88,"Mike Martin",28,"",4,0,186,"5-10","Illinois","11/18/1960","5",0,"Cincinnati Bengals / 8th / 221st pick / 1983"
"32",96,"Curtis Maxey",23,"",3,0,298,"6-3","Grambling St.","6/28/1965","Rook",0,"Cincinnati Bengals / 8th / 195th pick / 1988"
