"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",97,"Isaako Aaitui",26,"",4,0,315,"6-4","UNLV","1/25/1987","Rook",0,""
"2",66,"David Arkin",26,"",1,0,300,"6-5","Missouri State","10/7/1987","2",0,"Dallas Cowboys / 4th / 110th pick / 2011"
"3",58,"Marvin Austin",24,"",2,0,310,"6-2","North Carolina","1/10/1989","2",0,"New York Giants / 2nd / 52nd pick / 2011"
"4",65,"Sam Brenner",23,"lg",7,4,301,"6-2","Utah","4/27/1990","Rook",2,""
"5",37,"Jalil Brown",26,"",2,NA,202,"6-0","Colorado","10/14/1987","2",0,"Kansas City Chiefs / 4th / 118th pick / 2011"
"6",37,"D.J. Campbell",24,"",4,0,201,"6-0","California","7/24/1989","1",0,"Carolina Panthers / 7th / 216th pick / 2012"
"7",28,"Nolan Carroll",26,"CB",16,12,202,"6-1","Maryland","1/18/1987","3",5,"Miami Dolphins / 5th / 145th pick / 2010"
"8",77,"Tyson Clabo",32,"RT",15,15,314,"6-6","Wake Forest","10/17/1981","7",7,""
"9",42,"Charles Clay",24,"TE",16,15,245,"6-3","Tulsa","2/13/1989","2",5,"Miami Dolphins / 6th / 174th pick / 2011"
"10",30,"Chris Clemons",28,"S",16,16,210,"6-1","Clemson","9/15/1985","4",6,"Miami Dolphins / 5th / 165th pick / 2009"
"11",40,"Tyler Clutts",29,"",4,0,260,"6-2","Fresno St.","11/9/1984","2",0,""
"12",29,"Will Davis",23,"",5,0,186,"5-11","Utah St.","5/8/1990","Rook",0,"Miami Dolphins / 3rd / 93rd pick / 2013"
"13",92,"John Denney",35,"",16,0,275,"6-5","BYU","12/13/1978","8",1,""
"14",84,"Michael Egnew",24,"te",16,5,252,"6-5","Missouri","11/1/1989","1",0,"Miami Dolphins / 3rd / 78th pick / 2012"
"15",59,"Dannell Ellerbe",28,"LB",15,15,236,"6-1","Georgia","11/29/1985","4",8,""
"16",2,"Brandon Fields*",29,"",16,0,230,"6-5","Michigan St.","5/21/1984","6",4,"Miami Dolphins / 7th / 225th pick / 2007"
