"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",55,"Jon Alston",25,"lb",14,4,220,"6-0","Stanford","6/4/1983","2",3,"St. Louis Rams / 3rd / 77th pick / 2006"
"2",21,"Nnamdi Asomugha*+",27,"CB",15,15,215,"6-3","California","7/6/1981","5",13,"Oakland Raiders / 1st / 31st pick / 2003"
"3",27,"Rashad Baker",26,"fs",10,1,198,"5-10","Tennessee","2/22/1982","4",1,""
"4",33,"Tyvon Branch",22,"",8,0,197,"5-11","Connecticut","12/11/1986","Rook",1,"Oakland Raiders / 4th / 100th pick / 2008"
"5",57,"Ricky Brown",25,"lb",7,6,235,"6-2","Boston Col.","12/27/1983","2",3,""
"6",56,"Derrick Burgess",30,"DE",10,10,266,"6-2","Mississippi","8/12/1978","7",4,"Philadelphia Eagles / 3rd / 63rd pick / 2001"
"7",29,"Michael Bush",24,"",15,0,243,"6-2","Louisville","6/16/1984","Rook",4,"Oakland Raiders / 4th / 100th pick / 2007"
"8",66,"Cooper Carlisle",31,"RG",15,15,295,"6-5","Florida","8/11/1977","8",5,"Denver Broncos / 4th / 112th pick / 2000"
"9",59,"Jon Condo",27,"",16,0,244,"6-3","Maryland","8/26/1981","3",1,""
"10",95,"Marquis Cooper",26,"",8,0,215,"6-3","Washington","3/11/1982","4",1,"Tampa Bay Buccaneers / 3rd / 79th pick / 2004"
"11",89,"Ronald Curry",29,"WR",13,10,220,"6-2","North Carolina","5/28/1979","6",1,"Oakland Raiders / 7th / 235th pick / 2002"
"12",34,"Jason Davis",25,"",1,0,245,"5-10","Illinois","11/2/1983","Rook",0,""
"13",58,"Kalimba Edwards",29,"DE",14,11,264,"6-5","South Carolina","12/26/1979","6",6,"Detroit Lions / 2nd / 35th pick / 2002"
"14",50,"Isaiah Ekejiuba",27,"",16,0,219,"6-4","Virginia","10/5/1981","3",1,""
"15",31,"Hiram Eugene",28,"FS",16,10,200,"6-2","Louisiana Tech","11/24/1980","1",3,""
"16",25,"Justin Fargas",28,"RB",14,14,220,"6-1","Michigan,USC","1/25/1980","5",4,"Oakland Raiders / 3rd / 96th pick / 2003"
"17",76,"Robert Gallery",28,"LG",16,16,325,"6-7","Iowa","7/26/1980","4",5,"Oakland Raiders / 1st / 2nd pick / 2004"
"18",74,"Cornell Green",32,"RT",16,16,315,"6-6","Central Florida","8/25/1976","6",5,""
