"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",67,"Ethan Albright",38,"",16,0,283,"6-5","North Carolina","5/1/1971","14",1,""
"2",79,"Lorenzo Alexander",26,"",16,0,300,"6-1","California","5/31/1983","2",2,""
"3",25,"Kevin Barnes",23,"",4,0,180,"6-0","Maryland","9/15/1986","Rook",0,"Washington Redskins / 3rd / 80th pick / 2009"
"4",NA,"D'Anthony Batiste",28,"",8,0,318,"6-4","La-Lafayette","3/29/1981","2",1,""
"5",46,"Ladell Betts",30,"rb",10,2,222,"5-10","Iowa","8/27/1979","7",3,"Washington Redskins / 2nd / 56th pick / 2002"
"6",54,"H.B. Blades",25,"lb",16,1,236,"5-11","Pittsburgh","9/30/1984","2",2,"Washington Redskins / 6th / 179th pick / 2007"
"7",17,"Jason Campbell",28,"QB",16,16,223,"6-5","Auburn","12/31/1981","3",11,"Washington Redskins / 1st / 25th pick / 2005"
"8",99,"Andre Carter",30,"DE",16,16,265,"6-4","California","5/12/1979","8",8,"San Francisco 49ers / 1st / 7th pick / 2001"
"9",31,"Rock Cartwright",30,"rb",16,2,223,"5-7","Kansas St.","12/3/1979","7",3,"Washington Redskins / 7th / 257th pick / 2002"
"10",15,"Todd Collins",38,"",3,0,225,"6-4","Michigan","11/5/1971","14",0,"Buffalo Bills / 2nd / 45th pick / 1995"
"11",47,"Chris Cooley",27,"te",7,7,252,"6-3","Utah St.","7/11/1982","5",3,"Washington Redskins / 3rd / 81st pick / 2004"
"12",93,"Phillip Daniels",36,"DE",16,15,290,"6-3","Georgia","3/4/1973","13",7,"Seattle Seahawks / 4th / 99th pick / 1996"
"13",86,"Fred Davis",23,"TE",16,10,250,"6-3","USC","1/15/1986","1",4,"Washington Redskins / 2nd / 48th pick / 2008"
"14",66,"Derrick Dockery",29,"LG",16,16,345,"6-6","Texas","9/7/1980","6",7,"Washington Redskins / 3rd / 81st pick / 2003"
"15",37,"Reed Doughty",27,"ss",15,7,208,"6-1","Northern Colorado","11/4/1982","3",4,"Washington Redskins / 6th / 173rd pick / 2006"
"16",59,"London Fletcher*",34,"MLB",16,16,245,"5-10","John Carroll","5/19/1975","11",10,""
"17",4,"Graham Gano",22,"",4,0,192,"6-0","Florida St.","4/9/1987","Rook",1,""
"18",35,"Quinton Ganther",25,"rb",8,4,215,"5-10","Utah","7/15/1984","3",2,"Tennessee Titans / 7th / 246th pick / 2006"
"19",64,"Kedric Golston",26,"dt",16,5,301,"6-4","Georgia","5/30/1983","3",3,"Washington Redskins / 6th / 196th pick / 2006"
"20",96,"Cornelius Griffin",33,"DT",14,14,300,"6-3","Alabama","12/3/1976","9",6,"New York Giants / 2nd / 42nd pick / 2000"
"21",23,"DeAngelo Hall",26,"CB",13,12,197,"5-10","Virginia Tech","11/19/1983","5",6,"Atlanta Falcons / 1st / 8th pick / 2004"
"22",92,"Albert Haynesworth",28,"DT",12,12,320,"6-6","Tennessee","6/17/1981","7",6,"Tennessee Titans / 1st / 15th pick / 2002"
"23",51,"Robert Henson",23,"",6,0,228,"6-1","TCU","1/27/1986","Rook",0,"Washington Redskins / 6th / 186th pick / 2009"
"24",74,"Stephon Heyer",25,"RT",16,16,319,"6-6","Maryland","1/16/1984","2",7,""
"25",29,"Lendy Holmes",24,"",8,0,200,"6-1","Oklahoma","10/28/1985","Rook",0,""
"26",48,"Chris Horton",25,"ss",8,5,212,"6-0","UCLA","12/29/1984","1",2,"Washington Redskins / 7th / 249th pick / 2008"
"27",91,"Rob Jackson",24,"",5,0,259,"6-4","Kansas St.","11/3/1985","1",0,"Washington Redskins / 7th / 242nd pick / 2008"
"28",90,"Jeremy Jarmon",22,"rdt",11,1,278,"6-3","Kentucky","11/20/1987","Rook",1,"Washington Redskins / 3rd / 2009 Supp"
"29",76,"Levi Jones",30,"LT",9,8,310,"6-5","Arizona St.","8/24/1979","7",5,"Cincinnati Bengals / 1st / 10th pick / 2002"
"30",12,"Malcolm Kelly",23,"WR",16,10,218,"6-4","Oklahoma","12/30/1986","1",3,"Washington Redskins / 2nd / 51st pick / 2008"
"31",30,"LaRon Landry",25,"FS",15,15,214,"6-1","LSU","10/14/1984","2",6,"Washington Redskins / 1st / 6th pick / 2007"
"32",24,"Marcus Mason",25,"",10,0,215,"5-9","Youngstown St.","6/23/1984","Rook",1,""
"33",52,"Rocky McIntosh",27,"LB",16,16,235,"6-2","Miami (FL)","11/15/1982","3",8,"Washington Redskins / 2nd / 35th pick / 2006"
"34",84,"Marko Mitchell",24,"",10,0,204,"6-3","Nevada","3/11/1985","Rook",0,"Washington Redskins / 7th / 243rd pick / 2009"
"35",94,"Anthony Montgomery",25,"",7,0,301,"6-5","Minnesota","3/8/1984","3",1,"Washington Redskins / 5th / 153rd pick / 2006"
"36",NA,"Will Montgomery",26,"rg",16,3,300,"6-3","Virginia Tech","2/13/1983","3",2,"Carolina Panthers / 7th / 234th pick / 2006"
