"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",38,"Mike Anderson",27,"rb",16,12,230,"6-0","Utah","9/21/1973","Rook",13,"Denver Broncos / 6th / 189th pick / 2000"
"2",92,"Lester Archambeau",33,"",3,0,275,"6-5","Stanford","6/27/1967","10",0,"Green Bay Packers / 7th / 186th pick / 1990"
"3",3,"Scott Bentley",26,"",1,0,203,"6-0","Florida St.","4/10/1974","3",0,""
"4",85,"Robert Brooks",30,"",4,0,177,"6-0","South Carolina","6/23/1970","8",1,"Green Bay Packers / 3rd / 62nd pick / 1992"
"5",26,"Eric Brown",25,"fs",16,16,210,"6-1","Mississippi St.","3/20/1975","2",7,"Denver Broncos / 2nd / 61st pick / 1998"
"6",27,"Terrell Buckley",29,"rcb",16,16,180,"5-10","Florida St.","6/7/1971","8",7,"Green Bay Packers / 1st / 5th pick / 1992"
"7",55,"Keith Burns",28,"",13,0,235,"6-2","Oklahoma St.","5/16/1972","6",1,"Denver Broncos / 7th / 210th pick / 1994"
"8",59,"Glenn Cadrez",30,"lb",16,3,240,"6-3","Houston","1/2/1970","8",2,"New York Jets / 6th / 154th pick / 1992"
"9",65,"Cooper Carlisle",23,"",14,0,295,"6-5","Florida","8/11/1977","Rook",1,"Denver Broncos / 4th / 112th pick / 2000"
"10",89,"Dwayne Carswell",28,"te",16,16,290,"6-3","Liberty","1/18/1972","6",5,""
"11",86,"Byron Chamberlain",29,"",15,0,250,"6-1","Missouri,Wayne State (NE)","10/17/1971","5",3,"Denver Broncos / 7th / 222nd pick / 1995"
"12",88,"Desmond Clark",23,"te",16,2,255,"6-3","Wake Forest","4/20/1977","1",3,"Denver Broncos / 6th / 179th pick / 1999"
"13",48,"George Coghill",30,"",16,0,210,"6-0","Wake Forest","3/30/1970","2",1,""
"14",84,"Chris Cole",23,"",8,0,195,"6-0","Texas A&M","11/12/1977","Rook",0,"Denver Broncos / 3rd / 70th pick / 2000"
"15",46,"KaRon Coleman",22,"",9,0,198,"5-7","S.F. Austin","5/22/1978","Rook",1,""
"16",39,"Ray Crockett",33,"lcb",13,11,185,"5-10","Baylor","1/5/1967","11",5,"Detroit Lions / 4th / 86th pick / 1989"
"17",30,"Terrell Davis",28,"rb",5,4,206,"5-11","Long Beach St.,Georgia","10/28/1972","5",2,"Denver Broncos / 6th / 196th pick / 1995"
"18",1,"Jason Elam",30,"",13,0,200,"5-11","Hawaii","3/8/1970","7",2,"Denver Broncos / 3rd / 70th pick / 1993"
"19",12,"Gus Frerotte",29,"",10,6,237,"6-3","Tulsa","7/31/1971","6",7,"Washington Redskins / 7th / 197th pick / 1994"
"20",64,"Lennie Friedman",24,"lg",16,8,283,"6-3","Duke","10/13/1976","Rook",5,"Denver Broncos / 2nd / 61st pick / 1999"
"21",22,"Olandis Gary",25,"",1,0,218,"5-11","Marshall,Georgia","5/18/1975","1",1,"Denver Broncos / 4th / 127th pick / 1999"
"22",52,"Ian Gold",22,"",16,0,223,"6-0","Michigan","8/23/1978","Rook",2,"Denver Broncos / 2nd / 40th pick / 2000"
"23",14,"Brian Griese*",25,"qb",10,10,215,"6-3","Michigan","3/18/1975","2",11,"Denver Broncos / 3rd / 91st pick / 1998"
"24",29,"Howard Griffith",33,"fb",14,14,230,"6-0","Illinois","11/17/1967","7",1,"Indianapolis Colts / 9th / 236th pick / 1991"
"25",34,"Raymont Harris",30,"",3,0,226,"6-0","Ohio St.","12/23/1970","6",0,"Chicago Bears / 4th / 114th pick / 1994"
"26",96,"Harald Hasselbach",33,"de",16,1,281,"6-6","Washington","9/22/1967","6",2,""
