"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",85,"Derrick Alexander",23,"WR",14,12,195,"6-2","Michigan","11/6/1971","Rook",8,"Cleveland Browns / 1st / 29th pick / 1994"
"2",70,"Herman Arvie",24,"t",16,1,312,"6-4","Grambling St.","10/12/1970","1",2,"Cleveland Browns / 5th / 124th pick / 1993"
"3",23,"Randy Baldwin",27,"KR",16,0,220,"5-10","Mississippi","8/19/1967","3",2,"Minnesota Vikings / 4th / 92nd pick / 1991"
"4",58,"Carl Banks",32,"LLB",16,15,235,"6-4","Michigan St.","8/29/1962","10",9,"New York Giants / 1st / 3rd pick / 1984"
"5",36,"Issac Booth",23,"db",16,1,193,"6-5","California","5/23/1971","Rook",2,"Cleveland Browns / 5th / 141st pick / 1994"
"6",77,"Orlando Brown",24,"RT",14,8,360,"6-7","Central State (OH),South Carolina St.","12/12/1970","Rook",4,""
"7",90,"Rob Burnett*",27,"LDE",16,16,265,"6-4","Syracuse","8/27/1967","4",14,"Cleveland Browns / 5th / 129th pick / 1990"
"8",20,"Earnest Byner",32,"rb",16,1,215,"5-10","East Carolina","9/15/1962","10",3,"Cleveland Browns / 10th / 280th pick / 1984"
"9",56,"Mike Caldwell",23,"lb",16,1,235,"6-2","Middle Tenn. St.","8/31/1971","1",3,"Cleveland Browns / 3rd / 83rd pick / 1993"
"10",83,"Mark Carrier",29,"wr",16,6,186,"6-0","Nicholls St.","10/28/1965","7",5,"Tampa Bay Buccaneers / 3rd / 57th pick / 1987"
"11",72,"Bob Dahl",26,"RG",15,15,318,"6-5","Notre Dame","1/15/1968","2",7,"Cincinnati Bengals / 3rd / 72nd pick / 1991"
"12",69,"Doug Dawson",33,"LG",12,9,238,"6-3","Texas","12/27/1961","10",4,"St. Louis Cardinals / 2nd / 45th pick / 1984"
"13",51,"Gerald Dixon",25,"",16,0,250,"6-3","South Carolina","6/20/1969","1",1,"Cleveland Browns / 3rd / 78th pick / 1992"
"14",61,"Steve Everitt",24,"C",15,15,300,"6-5","Michigan","8/21/1970","1",7,"Cleveland Browns / 1st / 14th pick / 1993"
"15",78,"Dan Footman",25,"de",16,2,290,"6-5","Florida St.","1/13/1969","1",3,"Cleveland Browns / 2nd / 42nd pick / 1993"
"16",8,"Brad Goebel",27,"",1,0,202,"6-3","Baylor","10/13/1967","3",0,""
"17",28,"Don Griffin",30,"RCB",15,15,176,"6-0","Middle Tenn. St.","3/17/1964","8",8,"San Francisco 49ers / 6th / 162nd pick / 1986"
"18",31,"Stacey Hairston",27,"",15,0,185,"5-9","Ohio Northern","8/16/1967","1",1,""
"19",48,"Frank Hartley",27,"te",10,5,268,"6-2","Illinois","12/15/1967","Rook",0,""
"20",93,"Travis Hill",25,"",14,0,240,"6-2","Nebraska","10/3/1969","Rook",1,"Cleveland Browns / 7th / 180th pick / 1993"
"21",33,"Leroy Hoard*",26,"FB",16,12,225,"5-11","Michigan","5/15/1968","4",11,"Cleveland Browns / 2nd / 45th pick / 1990"
"22",81,"Michael Jackson",25,"WR",9,7,195,"6-4","Southern Miss","4/12/1969","3",3,"Cleveland Browns / 6th / 141st pick / 1991"
"23",41,"Tim Jacobs",24,"db",9,1,187,"5-10","Delaware","4/5/1970","1",2,""
