"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",72,"David Alexander",27,"C",16,16,275,"6-3","Tulsa","7/28/1964","4",7,"Philadelphia Eagles / 5th / 121st pick / 1987"
"2",21,"Eric Allen*",26,"RCB",16,16,184,"5-10","Arizona St.","11/22/1965","3",14,"Philadelphia Eagles / 2nd / 30th pick / 1988"
"3",86,"Fred Barnett",25,"WR",15,15,204,"6-0","Arkansas St.","6/17/1966","1",8,"Philadelphia Eagles / 3rd / 77th pick / 1990"
"4",42,"John Booty",26,"db",13,1,185,"6-0","TCU","10/9/1965","3",2,"New York Jets / 10th / 257th pick / 1988"
"5",99,"Jerome Brown*+",26,"RDT",16,11,292,"6-2","Miami (FL)","2/4/1965","4",15,"Philadelphia Eagles / 1st / 9th pick / 1987"
"6",41,"Keith Byars",28,"FB",16,16,245,"6-1","Ohio St.","10/14/1963","5",7,"Philadelphia Eagles / 1st / 10th pick / 1986"
"7",69,"Bruce Collie",29,"g",5,4,275,"6-6","Texas-Arlington","6/27/1962","6",2,"San Francisco 49ers / 5th / 140th pick / 1985"
"8",12,"Randall Cunningham",28,"qb",1,1,212,"6-4","UNLV","3/27/1963","6",0,"Philadelphia Eagles / 2nd / 37th pick / 1985"
"9",77,"Antone Davis",24,"RT",16,15,330,"6-4","Tennessee","2/28/1967","Rook",6,"Philadelphia Eagles / 1st / 8th pick / 1991"
"10",36,"Robert Drummond",24,"",16,0,205,"6-1","Syracuse","6/21/1967","2",0,"Philadelphia Eagles / 3rd / 76th pick / 1989"
"11",56,"Byron Evans",27,"MLB",16,15,235,"6-2","Arizona","2/23/1964","4",8,"Philadelphia Eagles / 4th / 93rd pick / 1987"
"12",5,"Jeff Feagles",25,"P",16,0,215,"6-1","Miami (FL)","3/7/1966","3",2,""
"13",95,"Mike Flores",25,"",4,0,256,"6-3","Louisville","12/1/1966","Rook",0,"Philadelphia Eagles / 11th / 298th pick / 1991"
"14",8,"Brad Goebel",24,"qb",5,2,202,"6-3","Baylor","10/13/1967","Rook",1,""
"15",90,"Mike Golic",29,"ldt",16,6,274,"6-5","Notre Dame","12/12/1962","5",4,"Houston Oilers / 10th / 255th pick / 1985"
"16",71,"Cecil Gray",23,"de",2,2,305,"6-4","North Carolina","2/16/1968","1",1,"Philadelphia Eagles / 9th / 244th pick / 1990"
"17",81,"Roy Green",34,"wr",13,3,195,"6-0","Henderson St.","6/30/1957","12",3,"St. Louis Cardinals / 4th / 89th pick / 1979"
"18",54,"Britt Hager",25,"",16,0,231,"6-1","Texas","2/20/1966","2",1,"Philadelphia Eagles / 3rd / 81st pick / 1989"
"19",91,"Andy Harmon",22,"",16,0,272,"6-4","Kent St.","4/6/1969","Rook",1,"Philadelphia Eagles / 6th / 156th pick / 1991"
"20",80,"Rod Harris",25,"KR",16,0,183,"5-10","Texas A&M","11/14/1966","2",0,"Houston Oilers / 4th / 104th pick / 1989"
"21",73,"Ron Heller",29,"LT",16,14,298,"6-5","Penn St.","8/25/1962","7",6,"Tampa Bay Buccaneers / 4th / 112th pick / 1984"
"22",48,"Wes Hopkins",30,"FS",16,16,213,"6-1","SMU","9/26/1961","8",8,"Philadelphia Eagles / 2nd / 35th pick / 1983"
"23",76,"John Hudson",23,"",16,0,270,"6-2","Auburn","1/29/1968","Rook",1,"Philadelphia Eagles / 11th / 294th pick / 1990"
"24",88,"Keith Jackson",26,"TE",16,16,250,"6-2","Oklahoma","4/19/1965","3",5,"Philadelphia Eagles / 1st / 13th pick / 1988"
"25",83,"Kenny Jackson",29,"wr",16,2,180,"6-0","Penn St.","2/15/1962","7",0,"Philadelphia Eagles / 1st / 4th pick / 1984"
"26",46,"Izel Jenkins",27,"lcb",14,5,191,"5-10","North Carolina St.","5/27/1964","3",3,"Philadelphia Eagles / 11th / 288th pick / 1988"
"27",87,"Maurice Johnson",24,"te",12,6,242,"6-2","Temple","1/9/1967","Rook",1,""
"28",32,"James Joseph",24,"rb",16,3,222,"6-2","Auburn","10/28/1967","Rook",3,"Philadelphia Eagles / 7th / 187th pick / 1991"
"29",59,"Seth Joyner*",27,"LLB",16,16,241,"6-2","Texas-El Paso","11/18/1964","5",15,"Philadelphia Eagles / 8th / 208th pick / 1986"
"30",16,"Jeff Kemp",32,"qb",7,2,201,"6-0","Dartmouth","7/11/1959","10",2,""
"31",57,"Scott Kowalkowski",23,"",16,0,220,"6-2","Notre Dame","8/23/1968","Rook",1,"Philadelphia Eagles / 8th / 216th pick / 1991"
"32",62,"Dennis McKnight",32,"LG",16,13,273,"6-3","Drake","9/12/1959","9",5,""
"33",9,"Jim McMahon",32,"QB",12,11,195,"6-1","BYU","8/21/1959","9",7,"Chicago Bears / 1st / 5th pick / 1982"
"34",38,"Rich Miano",29,"db",16,1,200,"6-1","Hawaii","9/3/1962","6",2,"New York Jets / 6th / 166th pick / 1985"
"35",74,"Mike Pitts",31,"LDT",16,15,277,"6-5","Alabama","9/25/1960","8",7,"Atlanta Falcons / 1st / 16th pick / 1983"
"36",29,"Bruce Plummer",27,"",6,0,197,"6-0","Mississippi St.","9/1/1964","4",0,"Denver Broncos / 9th / 250th pick / 1987"
"37",55,"Ken Rose",29,"",16,0,215,"6-1","UNLV","6/9/1962","4",1,""
"38",7,"Roger Ruzek",31,"K",16,0,195,"6-1","Weber St.","12/17/1960","4",5,""
"39",10,"Pat Ryan",36,"",4,0,210,"6-3","Tennessee","9/16/1955","13",0,"New York Jets / 11th / 281st pick / 1978"
"40",45,"Thomas Sanders",29,"",5,3,203,"5-11","Texas A&M","1/4/1962","6",1,"Chicago Bears / 9th / 250th pick / 1985"
"41",75,"Rob Selby",24,"",13,0,290,"6-4","Auburn","10/11/1967","Rook",1,"Philadelphia Eagles / 3rd / 75th pick / 1991"
"42",23,"Heath Sherman",24,"RB",16,5,195,"6-0","Texas A&M-Kingsville","3/27/1967","2",2,"Philadelphia Eagles / 6th / 162nd pick / 1989"
"43",85,"Mickey Shuler",35,"",4,0,232,"6-3","Penn St.","8/21/1956","13",1,"New York Jets / 3rd / 61st pick / 1978"
"44",96,"Clyde Simmons*+",27,"RDE",16,16,292,"6-5","West. Carolina","8/4/1964","5",18,"Philadelphia Eagles / 9th / 233rd pick / 1986"
"45",52,"Jessie Small",25,"RLB",16,8,239,"6-3","East. Kentucky","11/30/1966","2",4,"Philadelphia Eagles / 2nd / 49th pick / 1989"
"46",26,"Ben Smith",24,"LCB",10,10,185,"5-11","Georgia","5/14/1967","1",4,"Philadelphia Eagles / 1st / 22nd pick / 1990"
"47",63,"Daryle Smith",27,"t",14,1,277,"6-5","Tennessee","1/18/1964","4",1,""
"48",30,"Otis Smith",26,"db",15,1,198,"5-11","Southern,Missouri","10/22/1965","Rook",2,""
"49",66,"Ron Solt",29,"RG",15,15,279,"6-3","Maryland","5/19/1962","7",6,"Indianapolis Colts / 1st / 19th pick / 1984"
"50",51,"William Thomas",23,"rlb",16,7,223,"6-2","Texas A&M","8/13/1968","Rook",4,"Philadelphia Eagles / 4th / 104th pick / 1991"
"51",20,"Andre Waters",29,"SS",16,16,200,"5-11","Cheyney","3/10/1962","7",7,""
"52",92,"Reggie White*+",30,"LDE",16,16,291,"6-5","Tennessee","12/19/1961","6",18,"Philadelphia Eagles / 1st / 4th pick / 1984 Supp"
"53",89,"Calvin Williams",24,"WR",12,11,187,"5-11","Purdue","3/3/1967","1",3,"Philadelphia Eagles / 5th / 133rd pick / 1990"
"54",NA,"Team Total",27.2,"",16,NA,233.1,"6-1.8","","","4.1",NA,""
